direction	Snr	year	age	wid.x	wid.e	wid.l	wg	wg.mn	wg.mx	wg.e	wg.l	wid.y
D	1	1945	1	2.9	0.61	2.29	0.584482779	0.502798921	0.685140578	0.549193577	0.59388296	78.86
D	1	1946	2	0.89	0.57	0.32	0.583252132	0.459009324	0.765353089	0.507636916	0.717941735	78.86
D	1	1947	3	0.6	0.4	0.2	0.557893604	0.473591739	0.670524331	0.521549621	0.630581568	78.86
D	1	1948	4	0.89	0.72	0.17	0.519724866	0.41523574	0.852858202	0.459302741	0.77563034	78.86
D	1	1949	5	0.42	0.29	0.13	0.626922679	0.568399168	0.736153287	0.599838389	0.687341481	78.86
D	1	1950	6	0.62	0.44	0.18	0.558748025	0.458989924	0.765320862	0.50706233	0.685090836	78.86
D	1	1951	7	0.52	0.32	0.2	0.528274648	0.437105007	0.692379161	0.473117719	0.616525733	78.86
D	1	1952	8	0.3	0.18	0.12	0.525353821	0.437102456	0.663200976	0.458577867	0.625517753	78.86
D	1	1953	9	0.67	0.43	0.24	0.556951149	0.429805919	0.743422371	0.484252844	0.687202278	78.86
D	1	1954	10	0.62	0.35	0.27	0.632486808	0.407921676	0.918457217	0.491066518	0.815809407	78.86
D	1	1955	11	0.82	0.52	0.3	0.594784888	0.407916594	0.911152613	0.480569853	0.792757614	78.86
D	1	1956	12	0.87	0.56	0.31	0.662250894	0.429791076	1.071589489	0.505979648	0.944547338	78.86
D	1	1957	13	1.07	0.84	0.23	0.621244678	0.473544017	1.00593404	0.551857552	0.874658529	78.86
D	1	1958	14	0.64	0.43	0.21	0.61221699	0.422485965	0.991337878	0.486596317	0.869440273	78.86
D	1	1959	15	0.62	0.45	0.17	0.550577387	0.334965593	1.020499438	0.438039429	0.848471982	78.86
D	1	1960	16	0.55	0.37	0.18	0.529748102	0.342255481	0.896511709	0.425828012	0.743361621	78.86
D	1	1961	17	0.47	0.31	0.16	0.59452543	0.400594883	0.881919442	0.505753351	0.766521332	78.86
D	1	1962	18	0.6	0.45	0.15	0.528457449	0.349542482	1.049644179	0.422308021	0.846905734	78.86
D	1	1963	19	0.82	0.5	0.32	0.647025497	0.386003623	1.100681228	0.462138164	0.935911955	78.86
D	1	1964	20	0.64	0.45	0.19	0.564323373	0.356827606	1.159009002	0.417760898	0.911445024	78.86
D	1	1965	21	0.72	0.52	0.2	0.508547248	0.320361073	1.027730947	0.384591013	0.830833461	78.86
D	1	1966	22	0.69	0.47	0.22	0.589330761	0.320357941	1.180860293	0.415158962	0.961425059	78.86
D	1	1967	23	0.69	0.48	0.21	0.582983222	0.342231628	1.093339087	0.426396859	0.940894911	78.86
D	1	1968	24	0.72	0.54	0.18	0.560690484	0.36410438	1.093326331	0.443103557	0.913451264	78.86
D	1	1969	25	0.64	0.5	0.14	0.483964527	0.31305476	0.9985172	0.384809588	0.83808931	78.86
D	1	1970	26	0.47	0.34	0.13	0.564241758	0.356804595	1.158936454	0.423506078	0.932319692	78.86
D	1	1971	27	0.86	0.69	0.17	0.510017761	0.320340818	1.086000351	0.41027584	0.914852615	78.86
D	1	1972	28	0.99	0.79	0.2	0.496298861	0.291167585	1.166195477	0.357441684	1.04478471	78.86
D	1	1973	29	1.09	0.86	0.23	0.525782804	0.305747546	1.107841653	0.405543445	0.975373453	78.86
D	1	1974	30	1.29	0.95	0.34	0.564001023	0.320325919	1.158861356	0.394162944	1.038548597	78.86
D	1	1975	31	1.26	0.9	0.36	0.582522828	0.327609964	1.122380112	0.427180277	0.970879206	78.86
D	1	1976	32	1.04	0.78	0.26	0.568709878	0.349479219	1.136943213	0.438938268	0.958024707	78.86
D	1	1977	33	0.72	0.5	0.22	0.526286506	0.313016411	0.983813874	0.385492326	0.846273281	78.86
D	1	1978	34	0.84	0.65	0.19	0.521592679	0.320304406	1.064003334	0.403536027	0.925470699	78.86
D	1	1979	35	0.91	0.65	0.26	0.577170127	0.327591009	1.129608032	0.419459053	0.971447811	78.86
D	1	1980	36	0.76	0.52	0.24	0.617115754	0.342169529	1.107721845	0.438354178	1.004432503	78.86
D	1	1981	37	0.45	0.32	0.13	0.563809594	0.371328765	0.954602802	0.447200517	0.850847322	78.86
D	1	1982	38	0.42	0.27	0.15	0.628764258	0.371326541	0.998342003	0.479880079	0.896755782	78.86
D	1	1983	39	0.25	0.15	0.1	0.587425486	0.46610548	0.655667346	0.562831431	0.624316569	78.86
D	1	1984	40	0.2	0.09	0.11	0.571456406	0.444231589	0.728573943	0.497697785	0.631804369	78.86
D	1	1985	41	0.3	0.18	0.12	0.608328618	0.349449414	1.005621008	0.441799462	0.858122352	78.86
D	1	1986	42	0.62	0.29	0.33	0.801473049	0.487972418	1.093100893	0.579483801	0.99655451	78.86
D	1	1987	43	0.6	0.44	0.16	0.595260335	0.378606544	1.056636682	0.484818318	0.898975881	78.86
D	1	1988	44	0.55	0.36	0.19	0.594139134	0.364021556	1.063918297	0.44016798	0.885873953	78.86
D	1	1989	45	0.81	0.55	0.26	0.640067017	0.3640184	1.151391266	0.472713287	0.994084522	78.86
D	1	1990	46	0.97	0.58	0.39	0.746346159	0.458790447	1.129503865	0.581595614	0.991359789	78.86
D	1	1991	47	0.74	0.52	0.22	0.596607764	0.34213679	1.129488909	0.421068604	1.011518505	78.86
D	1	1992	48	0.79	0.47	0.32	0.690310357	0.422326998	1.012832623	0.533386046	0.920792939	78.86
D	1	1993	49	0.99	0.64	0.35	0.670993405	0.393160269	1.056557069	0.514927988	0.956370168	78.86
D	1	1994	50	1.14	0.78	0.36	0.65546391	0.385862526	1.136727623	0.484091436	1.026770939	78.86
D	1	1995	51	1.09	0.85	0.24	0.537470531	0.305667064	1.107547942	0.417673674	0.961751066	78.86
D	1	1996	52	0.96	0.79	0.17	0.503269176	0.312950546	1.085661425	0.403565981	0.966595787	78.86
D	1	1997	53	0.86	0.63	0.23	0.543078941	0.320237108	1.049198479	0.394174624	0.950947286	78.86
D	1	1998	54	1.12	0.87	0.25	0.536769057	0.334810637	1.071049354	0.414493035	0.962289614	78.86
D	1	1999	55	1.27	0.84	0.43	0.603248322	0.312937721	1.143921867	0.385136472	1.029327285	78.86
D	1	2000	56	1.04	0.69	0.35	0.590062738	0.444139939	0.808597211	0.516186213	0.735705028	78.86
D	1	2001	57	1.74	1.15	0.59	0.610728803	0.349370711	0.998093715	0.467898214	0.88912741	78.86
D	1	2002	58	2.4	1.47	0.93	0.69342094	0.378516204	1.136542386	0.482246384	1.027212979	78.86
D	1	2003	59	2.09	1.28	0.81	0.663347018	0.356635171	1.11464331	0.452128687	0.997124135	78.86
D	1	2004	60	2.3	1.6	0.7	0.620458254	0.342046208	1.129176708	0.440302932	1.032241847	78.86
D	1	2005	61	1.42	1.01	0.41	0.618316032	0.356613084	1.18745395	0.425235993	1.093952224	78.86
D	1	2006	62	1.63	1.32	0.31	0.534731879	0.356605385	1.129117811	0.431194227	0.975601883	78.86
D	1	2007	63	1.33	0.98	0.35	0.567255985	0.31286898	1.150958731	0.401808895	1.030507839	78.86
D	1	2008	64	1.19	0.85	0.34	0.554394036	0.334723639	1.027045604	0.402799932	0.933379295	78.86
D	1	2009	65	1.33	1	0.33	0.491534568	0.261842257	1.056175825	0.344191189	0.938029654	78.86
D	1	2010	66	1.79	1.21	0.58	0.549174903	0.283699436	1.0780118	0.359523054	0.9448279	78.86
D	1	2011	67	2.75	1.82	0.93	0.546364409	0.269117279	0.997811591	0.37197543	0.887641766	78.86
D	1	2012	68	2.36	1.74	0.62	0.506619697	0.290965732	1.04149007	0.364417938	0.905702051	78.86
D	1	2013	69	2.26	1.26	1	0.665044958	0.305529331	1.099749145	0.390190073	1.011362113	78.86
D	1	2014	70	3.1	2.47	0.63	0.476078031	0.298231113	0.939395825	0.383921382	0.837390609	78.86
D	1	2015	71	2.16	1.91	0.25	0.443357263	0.298214481	1.085077191	0.377786796	0.944315627	78.86
D	1	2016	72	1.83	1.32	0.51	0.534959168	0.298205038	1.055907455	0.389386756	0.911734822	78.86
D	1	2017	73	1.68	1.12	0.56	0.585927654	0.31276957	1.070447538	0.402926069	0.951930824	78.86
D	1	2018	74	1.11	0.83	0.28	0.526133847	0.298190241	1.034000856	0.395093464	0.914574982	78.86
D	10	1954	1	3.94	3.11	0.83	0.670489782	0.472044619	0.818659192	0.656164194	0.724167588	89.86
D	10	1955	2	1.41	0.83	0.58	0.691229075	0.523420673	0.921815418	0.59303526	0.83174781	89.86
D	10	1956	3	2.06	1.83	0.23	0.498224452	0.375722075	0.788766411	0.469627652	0.725755515	89.86
D	10	1957	4	2.36	1.62	0.74	0.531481041	0.368272616	0.840158039	0.434362985	0.74409084	89.86
D	10	1958	5	2.98	2.54	0.44	0.427124497	0.279647063	0.876640639	0.368696945	0.764410817	89.86
D	10	1959	6	2.85	2.51	0.34	0.448756214	0.323772334	0.868932559	0.406311212	0.762100192	89.86
D	10	1960	7	2.26	1.75	0.51	0.451659845	0.308909629	0.817118336	0.370873388	0.728868277	89.86
D	10	1961	8	2.98	2.3	0.68	0.438929259	0.264637219	0.868317148	0.336367721	0.785828579	89.86
D	10	1962	9	1.29	1.02	0.27	0.443208043	0.286617163	0.868164907	0.363486433	0.744378569	89.86
D	10	1963	10	1.64	1.15	0.49	0.520602041	0.301298511	1.022535446	0.364843336	0.886158187	89.86
D	10	1964	11	1.64	1.11	0.53	0.552839801	0.330667838	1.007609912	0.391187049	0.891395564	89.86
D	10	1965	12	2.03	1.5	0.53	0.525205865	0.32323618	0.999985058	0.39374784	0.897256878	89.86
D	10	1966	13	1.33	0.92	0.41	0.557759806	0.29372522	1.095405387	0.399013116	0.913971891	89.86
D	10	1967	14	1.71	1.22	0.49	0.573129347	0.337802101	1.087775469	0.426573338	0.938023898	89.86
D	10	1968	15	1.44	1.13	0.31	0.541975435	0.345069672	1.102275588	0.44220117	0.905668726	89.86
D	10	1969	16	1.04	0.71	0.33	0.637407452	0.359714851	1.168279686	0.45102545	1.038411152	89.86
D	10	1970	17	1.04	0.71	0.33	0.680500935	0.403763784	1.160761792	0.525085933	1.014878669	89.86
D	10	1971	18	1.34	1.06	0.28	0.593266945	0.418400662	1.160542894	0.504980008	0.927496065	89.86
D	10	1972	19	1.51	1.15	0.36	0.584749364	0.330144785	1.182360508	0.450443177	1.013783015	89.86
D	10	1973	20	1.43	1.01	0.42	0.61403043	0.352120436	1.182142432	0.442736626	1.025951242	89.86
D	10	1974	21	1.33	0.89	0.44	0.628698098	0.352059792	1.167232589	0.435478228	1.019529197	89.86
D	10	1975	22	1.68	1.24	0.44	0.617483512	0.359321764	1.144921741	0.469641755	1.034128466	89.86
D	10	1976	23	1.22	0.87	0.35	0.650850259	0.40330568	1.152084676	0.50329556	1.01762908	89.86
D	10	1977	24	0.99	0.77	0.22	0.55752195	0.366529692	1.02712645	0.46920111	0.866644891	89.86
D	10	1978	25	0.86	0.66	0.2	0.585637985	0.359148902	1.151778698	0.459673166	1.001321887	89.86
D	10	1979	26	1.16	0.86	0.3	0.635925651	0.351763079	1.158943827	0.493496416	1.044222792	89.86
D	10	1980	27	1.24	0.84	0.4	0.624589253	0.344370313	1.114749162	0.428133931	1.037145428	89.86
D	10	1981	28	0.97	0.63	0.34	0.609464221	0.336978024	1.099901813	0.406960748	0.984691245	89.86
D	10	1982	29	1.09	0.63	0.46	0.688066179	0.329599277	1.143774367	0.438229564	1.030233716	89.86
D	10	1983	30	0.82	0.57	0.25	0.557261377	0.32953947	1.040956381	0.408037879	0.897490952	89.86
D	10	1984	31	0.67	0.47	0.2	0.551922527	0.322180088	1.048181389	0.407061583	0.892345748	89.86
D	10	1985	32	0.79	0.57	0.22	0.55249744	0.336816061	1.040736539	0.405767839	0.932660495	89.86
D	10	1986	33	1.02	0.74	0.28	0.53954156	0.307453077	0.996602438	0.407813937	0.887678848	89.86
D	10	1987	34	0.94	0.7	0.24	0.500339252	0.292744009	0.967157675	0.380293313	0.850473243	89.86
D	10	1988	35	0.99	0.74	0.25	0.531326964	0.300035241	1.076971623	0.409092221	0.893141802	89.86
D	10	1989	36	1.29	0.84	0.45	0.615969333	0.31465825	1.076785105	0.429295393	0.964427356	89.86
D	10	1990	37	1.51	1.14	0.37	0.54148136	0.314599927	1.076565156	0.412480483	0.93894352	89.86
D	10	1991	38	1.38	1.07	0.31	0.492883672	0.270577931	1.061717138	0.366763717	0.928200939	89.86
D	10	1992	39	1.12	0.9	0.22	0.481755128	0.299826672	0.98098025	0.390810885	0.853799758	89.86
D	10	1993	40	1.39	1.11	0.28	0.417776409	0.270467075	0.929539776	0.310389311	0.843489549	89.86
D	10	1994	41	1.88	1.52	0.36	0.482717061	0.25578008	1.119664202	0.365745261	0.976597994	89.86
D	10	1995	42	1.71	1.26	0.45	0.536984925	0.270364715	1.082809756	0.371616774	1.000015749	89.86
D	10	1996	43	1.32	1.01	0.31	0.537526657	0.328852362	1.089920348	0.411671253	0.947571682	89.86
D	10	1997	44	1.19	0.81	0.38	0.599583577	0.292205317	1.097068227	0.410097065	1.003489036	89.86
D	10	1998	45	1.29	0.9	0.39	0.536696384	0.306795614	0.935927884	0.411248455	0.826191604	89.86
D	10	1999	46	1.74	1.16	0.58	0.586137914	0.32136378	1.016191845	0.431522969	0.895367804	89.86
D	10	2000	47	1.31	1.02	0.29	0.527384417	0.3139759	1.067167958	0.413634545	0.927470174	89.86
D	10	2001	48	1.12	0.8	0.32	0.541235767	0.299306514	1.023131836	0.400204604	0.893813676	89.86
D	10	2002	49	1.22	0.79	0.43	0.591476805	0.299255607	1.118009417	0.387446564	0.96632306	89.86
D	10	2003	50	1.12	0.77	0.35	0.565015348	0.299208352	1.073992176	0.391856073	0.945965753	89.86
D	10	2004	51	1.04	0.69	0.35	0.599012538	0.313781426	1.081142695	0.406142234	0.979242565	89.86
D	10	2005	52	1.24	0.76	0.48	0.620572218	0.313741628	1.073663271	0.403154659	0.964816685	89.86
D	10	2006	53	0.89	0.58	0.31	0.606425795	0.342912511	1.095443336	0.433864485	0.929282439	89.86
D	10	2007	54	1.09	0.62	0.47	0.66342388	0.357479531	1.044164959	0.440906103	0.956957969	89.86
D	10	2008	55	1.29	0.8	0.49	0.633100786	0.342809383	1.051284642	0.443342143	0.942910816	89.86
D	10	2009	56	1.38	0.8	0.58	0.620988271	0.306240443	1.036461118	0.416698109	0.902767806	89.86
D	10	2010	57	1.06	0.67	0.39	0.656727398	0.357300248	1.087431407	0.46693686	0.982777809	89.86
D	10	2011	58	0.97	0.64	0.33	0.669290931	0.386453617	1.087277508	0.504637415	0.988618961	89.86
D	10	2012	59	0.99	0.68	0.31	0.603186483	0.33529803	1.036037881	0.466378908	0.903280518	89.86
D	10	2013	60	0.72	0.44	0.28	0.629037355	0.349855997	1.014044659	0.461170109	0.892828743	89.86
D	10	2014	61	0.81	0.46	0.35	0.686795124	0.32792667	1.101511983	0.467551364	0.974944066	89.86
D	10	2015	62	0.84	0.58	0.26	0.601274727	0.327891323	1.079486577	0.447544571	0.944211227	89.86
D	10	2016	63	1.12	0.7	0.42	0.627317145	0.320550733	1.057460814	0.433547812	0.950266035	89.86
D	10	2017	64	0.74	0.51	0.23	0.573283266	0.305916216	1.035446208	0.421074562	0.910789524	89.86
D	10	2018	65	1.04	0.48	0.56	0.77939793	0.35695424	1.195811318	0.480207765	1.035846642	89.86
D	11	1950	1	3.72	0.8	2.92	0.511941316	0.330811853	0.662261322	0.408583494	0.540258528	70.28
D	11	1951	2	1.19	0.93	0.26	0.439157663	0.338249464	0.662306121	0.396293633	0.592479001	70.28
D	11	1952	3	1.44	1.04	0.4	0.419345629	0.301446003	0.684460492	0.358456048	0.57765854	70.28
D	11	1953	4	1.66	0.79	0.87	0.573880114	0.279369658	0.795009245	0.449248751	0.687051123	70.28
D	11	1954	5	2.38	1.77	0.61	0.420712841	-0.000515909	0.883526509	0.356985622	0.60562625	70.28
D	11	1955	6	1.64	1.32	0.32	0.516340832	0.331008244	0.942548427	0.447441352	0.80055119	70.28
D	11	1956	7	1.19	0.92	0.27	0.430792329	0.323665886	0.751035871	0.358831437	0.675992405	70.28
D	11	1957	8	0.57	0.37	0.2	0.578483939	0.338425291	1.01632937	0.412110179	0.886275396	70.28
D	11	1958	9	0.91	0.71	0.2	0.507196267	0.294227766	1.053224908	0.389606703	0.92463922	70.28
D	11	1959	10	1.07	0.78	0.29	0.524345013	0.308980071	0.979597457	0.401001795	0.856095737	70.28
D	11	1960	11	0.89	0.61	0.28	0.498955986	0.309000283	0.913319178	0.364573153	0.791718585	70.28
D	11	1961	12	0.74	0.52	0.22	0.504220948	0.242684999	1.023906874	0.339770252	0.892922594	70.28
D	11	1962	13	1.07	0.79	0.28	0.446865622	0.272178635	0.869188852	0.335432716	0.761265605	70.28
D	11	1963	14	1.29	0.86	0.43	0.527926367	0.30167443	0.987190777	0.370415233	0.842948634	70.28
D	11	1964	15	1.04	0.75	0.29	0.498886142	0.301696571	1.001986828	0.364110306	0.847444338	70.28
D	11	1965	16	1.02	0.74	0.28	0.508057648	0.316458284	1.002044981	0.372147482	0.8672488	70.28
D	11	1966	17	1.01	0.68	0.33	0.550275856	0.279617004	1.075828221	0.365373833	0.931286083	70.28
D	11	1967	18	0.97	0.67	0.3	0.489186234	0.272261187	0.913685589	0.350058743	0.799904298	70.28
D	11	1968	19	1.17	0.86	0.31	0.517923833	0.309139199	1.009602305	0.393932598	0.861899516	70.28
D	11	1969	20	0.84	0.64	0.2	0.486478153	0.309161014	1.01702521	0.369416592	0.861075148	70.28
D	11	1970	21	1.24	0.92	0.32	0.521063706	0.338668365	1.046591839	0.398466567	0.873530482	70.28
D	11	1971	22	1.24	0.99	0.25	0.490914235	0.323948118	0.995044618	0.399779624	0.851807297	70.28
D	11	1972	23	1.33	1.02	0.31	0.460554506	0.250226818	1.009864375	0.326722013	0.900906578	70.28
D	11	1973	24	1.11	0.9	0.21	0.445729284	0.279742594	1.032061179	0.339977892	0.898949537	70.28
D	11	1974	25	1.24	0.89	0.35	0.479988019	0.287134507	0.89198961	0.35675327	0.793356381	70.28
D	11	1975	26	1.61	1.21	0.4	0.529585721	0.301913516	1.010100698	0.398235428	0.926920357	70.28
D	11	1976	27	1.31	1.02	0.29	0.513910664	0.338819161	0.988040713	0.407750609	0.887301204	70.28
D	11	1977	28	1.09	0.88	0.21	0.461469869	0.309338823	0.877437261	0.39141509	0.755032755	70.28
D	11	1978	29	1.12	0.86	0.26	0.475172445	0.309354325	0.988166191	0.363407355	0.844856974	70.28
D	11	1979	30	0.99	0.72	0.27	0.519483199	0.3093767	1.010357848	0.38213719	0.885739222	70.28
D	11	1980	31	0.96	0.65	0.31	0.567892477	0.309389386	1.069444885	0.379436668	0.963041753	70.28
D	11	1981	32	0.89	0.63	0.26	0.551853809	0.316789574	0.966187216	0.411899725	0.89097332	70.28
D	11	1982	33	0.99	0.51	0.48	0.689226249	0.331563119	1.084312906	0.414331396	0.981302031	70.28
D	11	1983	34	0.74	0.52	0.22	0.568646579	0.32419963	1.076986484	0.403538256	0.958902615	70.28
D	11	1984	35	0.52	0.34	0.18	0.553007444	0.316833065	0.914651618	0.41125871	0.820755055	70.28
D	11	1985	36	0.89	0.53	0.36	0.543205203	0.28732065	0.855651869	0.383688627	0.778049051	70.28
D	11	1986	37	0.92	0.64	0.28	0.490802647	0.287336527	0.907364267	0.365992705	0.776082516	70.28
D	11	1987	38	0.77	0.55	0.22	0.540432346	0.331637923	0.988599139	0.403575769	0.882573789	70.28
D	11	1988	39	0.62	0.46	0.16	0.466670461	0.287365013	0.907436128	0.361341989	0.769489817	70.28
D	11	1989	40	0.71	0.5	0.21	0.569036604	0.331664188	1.069877528	0.40917713	0.9496544	70.28
D	11	1990	41	0.94	0.64	0.3	0.56242272	0.331678929	1.033022111	0.408272531	0.891276456	70.28
D	11	1991	42	0.77	0.54	0.23	0.512433896	0.280018203	0.988771522	0.359725459	0.870966749	70.28
D	11	1992	43	0.69	0.5	0.19	0.516182617	0.309562165	0.914982077	0.398011235	0.827159937	70.28
D	11	1993	44	1.14	0.88	0.26	0.449155678	0.280043895	0.966722428	0.33273654	0.843189683	70.28
D	11	1994	45	1.37	1.02	0.35	0.479058168	0.265292948	1.084946357	0.347099613	0.863623101	70.28
D	11	1995	46	1.36	0.88	0.48	0.528017178	0.250545569	0.974257514	0.344952443	0.863635858	70.28
D	11	1996	47	1.31	0.96	0.35	0.509331899	0.324415101	0.900480236	0.396960596	0.817550329	70.28
D	11	1997	48	1.09	0.71	0.38	0.622239784	0.317049974	1.114717851	0.433038328	0.975747767	70.28
D	11	1998	49	0.87	0.5	0.37	0.623127184	0.331842107	0.974439692	0.429485442	0.884805213	70.28
D	11	1999	50	0.86	0.53	0.33	0.654459393	0.32447151	1.136982434	0.404608821	1.055734555	70.28
D	11	2000	51	1.04	0.75	0.29	0.571526238	0.31710601	1.070574757	0.419041651	0.965882927	70.28
D	11	2001	52	0.87	0.56	0.31	0.555637651	0.287573589	0.945047473	0.40959296	0.819460319	70.28
D	11	2002	53	0.69	0.48	0.21	0.567312286	0.287587362	1.100221866	0.381470429	0.992093674	70.28
D	11	2003	54	0.57	0.38	0.19	0.614734308	0.331924229	1.070706618	0.445850647	0.952501631	70.28
D	11	2004	55	0.6	0.36	0.24	0.654669298	0.354099119	1.070743863	0.459377077	0.947607629	70.28
D	11	2005	56	0.94	0.53	0.41	0.639197449	0.309782474	1.063398302	0.396770101	0.952579143	70.28
D	11	2006	57	0.69	0.5	0.19	0.544097979	0.317187207	1.063455309	0.396838301	0.931623449	70.28
D	11	2007	58	0.84	0.54	0.3	0.61461184	0.324588091	1.070889814	0.407237081	0.987886405	70.28
D	11	2008	59	0.55	0.39	0.16	0.560928528	0.317215066	1.033981296	0.410433432	0.927760326	70.28
D	11	2009	60	0.42	0.28	0.14	0.590987402	0.317224475	1.041396707	0.43149654	0.909969124	70.28
D	11	2010	61	0.45	0.29	0.16	0.652066101	0.361568817	1.070980824	0.477509826	0.968449349	70.28
D	11	2011	62	0.64	0.4	0.24	0.665491676	0.324630302	1.115356222	0.450627379	1.023598838	70.28
D	11	2012	63	0.67	0.48	0.19	0.598081107	0.35420334	1.034109872	0.46490112	0.934535811	70.28
D	11	2013	64	0.45	0.28	0.17	0.652459636	0.339435306	1.019356808	0.489088594	0.921541352	70.28
D	11	2014	65	0.72	0.45	0.27	0.672246777	0.361615018	1.100693841	0.47789486	0.996166639	70.28
D	11	2015	66	0.84	0.54	0.3	0.61592183	0.346849923	1.03422727	0.428151133	0.953909084	70.28
D	11	2016	67	0.97	0.46	0.51	0.666148514	0.383822091	0.930801631	0.46368054	0.848766687	70.28
D	11	2017	68	0.92	0.43	0.49	0.692454898	0.413408856	0.908677648	0.516033421	0.847273745	70.28
D	11	2018	69	0.91	0.35	0.56	0.845430597	0.420821289	1.160053551	0.547542998	1.031610347	70.28
D	12	1957	1	3.47	1.7	1.77	0.49559702	0.440744327	0.609897977	0.497891977	0.493392823	84.57
D	12	1958	2	1.74	1.36	0.38	0.422874085	0.308371747	0.654034915	0.375211227	0.593456946	84.57
D	12	1959	3	1.93	1.34	0.59	0.426734213	0.337792894	0.6099143	0.38186541	0.528639629	84.57
D	12	1960	4	0.99	0.71	0.28	0.424268667	0.323086449	0.62462688	0.368250308	0.56631522	84.57
D	12	1961	5	2.7	2.07	0.63	0.401164171	0.308381747	0.609926707	0.358193203	0.542354493	84.57
D	12	1962	6	1.41	1.03	0.38	0.401805596	0.301029156	0.602576051	0.345657694	0.553995964	84.57
D	12	1963	7	2.36	1.69	0.67	0.439808821	0.293676462	0.734970838	0.354561432	0.654835815	84.57
D	12	1964	8	2.18	1.66	0.52	0.412507452	0.315745072	0.580526306	0.379680368	0.517301605	84.57
D	12	1965	9	2.51	1.94	0.57	0.372334296	0.286329228	0.632019584	0.323635562	0.538080865	84.57
D	12	1966	10	2.08	1.63	0.45	0.394256118	0.242202464	0.734998481	0.32071743	0.660629588	84.57
D	12	1967	11	1.66	1.25	0.41	0.40756439	0.286335655	0.712939728	0.337881392	0.620012553	84.57
D	12	1968	12	1.59	1.3	0.29	0.386213455	0.249562404	0.837985309	0.310102062	0.727402459	84.57
D	12	1969	13	1.17	0.92	0.25	0.414524809	0.264275144	0.852701181	0.328154338	0.732368146	84.57
D	12	1970	14	1.61	1.25	0.36	0.389821176	0.271632013	0.7644439	0.3090565	0.670254081	84.57
D	12	1971	15	1.36	1.13	0.23	0.373204607	0.27898963	0.676184466	0.325205529	0.609026162	84.57
D	12	1972	16	1.74	1.3	0.44	0.421283369	0.249570646	0.845367035	0.31146955	0.745733288	84.57
D	12	1973	17	1.93	1.53	0.4	0.413477785	0.256928316	0.82330894	0.326782103	0.745088768	84.57
D	12	1974	18	2.06	1.54	0.52	0.416541847	0.271641922	0.808607221	0.317782177	0.709022408	84.57
D	12	1975	19	1.91	1.39	0.52	0.461893121	0.293712232	0.852750051	0.358220329	0.739018468	84.57
D	12	1976	20	1.81	1.47	0.34	0.411936934	0.264292059	0.926316446	0.316883757	0.822902142	84.57
D	12	1977	21	1.44	1.19	0.25	0.35297393	0.23487101	0.676224278	0.307008175	0.571770923	84.57
D	12	1978	22	1.41	1.14	0.27	0.386269583	0.264296252	0.845415577	0.302883078	0.73834594	84.57
D	12	1979	23	1.49	1.13	0.36	0.415417377	0.264298392	0.808642481	0.318003806	0.721187754	84.57
D	12	1980	24	1.49	1.1	0.39	0.451213482	0.256944372	0.89692144	0.321142846	0.81807938	84.57
D	12	1981	25	1.07	0.82	0.25	0.435623895	0.264302771	0.874858425	0.340464958	0.747745208	84.57
D	12	1982	26	1.19	0.9	0.29	0.45272018	0.271660277	0.874863902	0.356092273	0.752599894	84.57
D	12	1983	27	0.87	0.59	0.28	0.433751389	0.256949891	0.742457183	0.328641014	0.655233964	84.57
D	12	1984	28	0.67	0.45	0.22	0.444588678	0.271663297	0.771884498	0.334762909	0.669232296	84.57
D	12	1985	29	0.72	0.47	0.25	0.440142131	0.271664147	0.690969119	0.349452181	0.610639236	84.57
D	12	1986	30	0.77	0.56	0.21	0.429490402	0.271665115	0.779247163	0.345884554	0.652439329	84.57
D	12	1987	31	0.74	0.54	0.2	0.455474078	0.293734947	0.882238074	0.349588427	0.741365335	84.57
D	12	1988	32	0.72	0.57	0.15	0.411130961	0.271667373	0.874885291	0.335164062	0.699805181	84.57
D	12	1989	33	0.79	0.61	0.18	0.4454273	0.27902509	0.941096013	0.338599201	0.807455855	84.57
D	12	1990	34	1.07	0.78	0.29	0.505767843	0.301095085	0.98523957	0.369283222	0.872864412	84.57
D	12	1991	35	0.97	0.8	0.17	0.391426175	0.264314781	0.830760049	0.321603145	0.720005141	84.57
D	12	1992	36	0.79	0.63	0.16	0.427834505	0.293741748	0.904328235	0.342434795	0.764095863	84.57
D	12	1993	37	1.51	1.23	0.28	0.359221989	0.234892293	0.80134415	0.28082524	0.70360771	84.57
D	12	1994	38	2.33	1.87	0.46	0.408232143	0.249607069	0.919059192	0.321284746	0.761692215	84.57
D	12	1995	39	1.96	1.22	0.74	0.514075294	0.242253028	0.919069212	0.310513504	0.849677164	84.57
D	12	1996	40	2.6	1.86	0.74	0.460215228	0.264326351	0.941151075	0.323417899	0.804057165	84.57
D	12	1997	41	1.83	1.33	0.5	0.495809733	0.256972664	1.022087164	0.339170576	0.91246989	84.57
D	12	1998	42	1.44	1.12	0.32	0.43645359	0.264332115	0.874957398	0.339346451	0.776328577	84.57
D	12	1999	43	1.46	1.02	0.44	0.527522475	0.286404723	1.029460685	0.37266905	0.886500868	84.57
D	12	2000	44	1.17	0.95	0.22	0.409213142	0.256979474	0.823470785	0.338216231	0.715790708	84.57
D	12	2001	45	0.94	0.67	0.27	0.479336176	0.293765784	0.852903186	0.363603079	0.766525714	84.57
