direction	Snr	year	age	wid.x	wid.e	wid.l	wg	wg.mn	wg.mx	wg.e	wg.l	wid.y
D	12	2002	46	1.09	0.71	0.38	0.545731447	0.279053403	0.963263959	0.365369596	0.882723325	84.57
D	12	2003	47	0.92	0.66	0.26	0.514243498	0.286412236	0.948554944	0.382500615	0.848667739	84.57
D	12	2004	48	1.34	0.96	0.38	0.532385421	0.301127865	0.977990446	0.39585158	0.87731302	84.57
D	12	2005	49	1.09	0.65	0.44	0.577141055	0.308487063	0.926495746	0.411375014	0.822022706	84.57
D	12	2006	50	1.04	0.83	0.21	0.450895041	0.30113175	0.904429376	0.370981659	0.766743173	84.57
D	12	2007	51	0.79	0.49	0.3	0.515706107	0.315847774	0.830860182	0.378009644	0.740610329	84.57
D	12	2008	52	0.74	0.51	0.23	0.502268455	0.308492008	0.867650173	0.378458768	0.776802978	84.57
D	12	2009	53	0.74	0.55	0.19	0.488251692	0.293778485	0.897083094	0.38460848	0.788271518	84.57
D	12	2010	54	0.67	0.49	0.18	0.524714032	0.323209032	1.000089966	0.387023303	0.899538792	84.57
D	12	2011	55	0.94	0.67	0.27	0.527731539	0.308495605	0.970664853	0.383826879	0.884828288	84.57
D	12	2012	56	0.84	0.62	0.22	0.444084911	0.279067532	0.794090374	0.349437923	0.710817334	84.57
D	12	2013	57	0.6	0.44	0.16	0.485936687	0.256996161	0.970672765	0.350469627	0.858471101	84.57
D	12	2014	58	0.79	0.54	0.25	0.521308935	0.286427047	0.963319023	0.354415905	0.88179788	84.57
D	12	2015	59	0.97	0.78	0.19	0.438585894	0.249640672	0.963324431	0.336893741	0.856058942	84.57
D	12	2016	60	1.02	0.78	0.24	0.472461859	0.271714636	0.970687278	0.348969469	0.873812127	84.57
D	12	2017	61	0.74	0.54	0.2	0.480613131	0.286431222	0.904472582	0.362868852	0.798522684	84.57
D	12	2018	62	0.6	0.39	0.21	0.506426216	0.315862862	0.823541284	0.390005372	0.722636355	84.57
D	2	1952	1	1.74	0.97	0.77	0.433703051	0.275359293	0.609221009	0.341359349	0.55003213	57.41
D	2	1953	2	1.24	0.68	0.56	0.552393657	0.427730413	0.732521233	0.474911441	0.646479206	57.41
D	2	1954	3	1.39	1.18	0.21	0.504358583	0.420411194	0.7614486	0.472196157	0.685080784	57.41
D	2	1955	4	1.19	0.81	0.38	0.54981702	0.413105243	0.862942807	0.461569849	0.73792283	57.41
D	2	1956	5	1.49	1.23	0.26	0.507600483	0.420315416	0.80477184	0.472917487	0.671677737	57.41
D	2	1957	6	0.69	0.5	0.19	0.565337805	0.420258306	0.848243704	0.502665259	0.730265558	57.41
D	2	1958	7	0.62	0.43	0.19	0.546697075	0.340433974	0.942491079	0.430011086	0.810775892	57.41
D	2	1959	8	0.52	0.35	0.17	0.583541956	0.38393701	0.97870748	0.469112555	0.819131899	57.41
D	2	1960	9	0.55	0.29	0.26	0.628274448	0.354906336	0.971402603	0.443192153	0.834712393	57.41
D	2	1961	10	0.82	0.52	0.3	0.597569143	0.340380248	0.985833893	0.450140631	0.853111898	57.41
D	2	1962	11	0.89	0.67	0.22	0.427442418	0.28232993	0.855205795	0.340775435	0.691382772	57.41
D	2	1963	12	1.44	0.91	0.53	0.552087014	0.29680657	1.014606817	0.391863528	0.827187717	57.41
D	2	1964	13	2.06	1.51	0.55	0.455035931	0.296759449	0.833159138	0.375347891	0.673815821	57.41
D	2	1965	14	1.96	1.41	0.55	0.442235004	0.267696288	0.832996142	0.342493937	0.697934829	57.41
D	2	1966	15	1.31	0.91	0.4	0.505080973	0.267653538	1.043053907	0.34776692	0.862970445	57.41
D	2	1967	16	1.29	0.9	0.39	0.502631488	0.303850284	0.934225581	0.368500389	0.812164792	57.41
D	2	1968	17	0.72	0.43	0.29	0.576524594	0.332799877	0.970387762	0.416881385	0.813236938	57.41
D	2	1969	18	0.69	0.42	0.27	0.548334676	0.318284432	0.970320955	0.388837105	0.796442008	57.41
D	2	1970	19	0.55	0.32	0.23	0.607384535	0.325509565	1.028227511	0.398407441	0.898135275	57.41
D	2	1971	20	0.91	0.69	0.22	0.534520838	0.310999132	1.057108928	0.412728287	0.916506568	57.41
D	2	1972	21	1.06	0.79	0.27	0.504478001	0.281993931	1.085966629	0.359927135	0.927423128	57.41
D	2	1973	22	1.01	0.72	0.29	0.585953794	0.325421576	1.151048285	0.411829142	1.018263273	57.41
D	2	1974	23	1.12	0.74	0.38	0.607354357	0.325390418	1.085753271	0.415127459	0.981690947	57.41
D	2	1975	24	0.99	0.66	0.33	0.574756853	0.332591455	1.078379251	0.411915674	0.900439209	57.41
D	2	1976	25	1.07	0.77	0.3	0.559300496	0.361526989	1.013105541	0.437402698	0.872171511	57.41
D	2	1977	26	0.87	0.63	0.24	0.522995164	0.332522813	1.070934431	0.399749885	0.846514018	57.41
D	2	1978	27	0.84	0.61	0.23	0.555606009	0.318025497	1.085330051	0.406073079	0.952193343	57.41
D	2	1979	28	0.96	0.66	0.3	0.582031369	0.303513763	1.0924557	0.409567413	0.961452072	57.41
D	2	1980	29	0.76	0.49	0.27	0.626702852	0.339680295	1.179223147	0.423132664	0.996145045	57.41
D	2	1981	30	0.91	0.64	0.27	0.598824863	0.332415099	1.135699018	0.41473414	1.035188057	57.41
D	2	1982	31	0.89	0.58	0.31	0.684278873	0.368565169	1.193493752	0.487844435	1.051801369	57.41
D	2	1983	32	0.71	0.55	0.16	0.577554298	0.339590931	1.178928202	0.441155852	1.046423957	57.41
D	2	1984	33	0.54	0.4	0.14	0.585114515	0.317862609	1.128215787	0.439598874	1.000873489	57.41
D	2	1985	34	0.37	0.23	0.14	0.693093981	0.361258976	1.149881887	0.476391705	1.049104863	57.41
D	2	1986	35	0.47	0.33	0.14	0.628313308	0.3395395	1.077475648	0.497390846	0.936916254	57.41
D	2	1987	36	0.5	0.34	0.16	0.674186266	0.411869651	1.120831847	0.521662718	0.998298806	57.41
D	2	1988	37	0.54	0.37	0.17	0.663428671	0.382911503	1.135236262	0.519381968	0.976942082	57.41
D	2	1989	38	0.62	0.43	0.19	0.667213079	0.35395524	1.193036011	0.496272575	1.054078428	57.41
D	2	1990	39	0.81	0.51	0.3	0.717635725	0.404564842	1.149554299	0.540577952	1.01863394	57.41
D	2	1991	40	0.65	0.45	0.2	0.630406225	0.361136629	1.149467279	0.476054231	0.977698214	57.41
D	2	1992	41	0.55	0.39	0.16	0.647242232	0.382809673	1.077083949	0.517256359	0.964082798	57.41
D	2	1993	42	0.45	0.3	0.15	0.667240974	0.411718694	1.033644717	0.542857593	0.916007736	57.41
D	2	1994	43	0.5	0.32	0.18	0.686492973	0.37554101	1.091446067	0.525371294	0.972931515	57.41
D	2	1995	44	0.4	0.2	0.2	0.64144946	0.462298641	0.787698281	0.56028492	0.722614	57.41
D	2	1996	45	0.47	0.26	0.21	0.609508111	0.368278518	0.852735248	0.483973034	0.764932493	57.41
D	2	1997	46	0.32	0.16	0.16	0.77227031	0.418877291	1.127468695	0.552192783	0.992347836	57.41
D	2	1998	47	0.55	0.35	0.2	0.659820317	0.368247347	1.047875643	0.504591267	0.931471156	57.41
D	2	1999	48	0.57	0.35	0.22	0.70523625	0.411605959	1.156263332	0.54505172	0.960075274	57.41
D	2	2000	49	0.62	0.44	0.18	0.626012235	0.375430709	1.018834038	0.513945867	0.899952248	57.41
D	2	2001	50	0.6	0.3	0.3	0.739990661	0.404330829	1.062146775	0.538551005	0.941430317	57.41
D	2	2002	51	0.6	0.39	0.21	0.649900329	0.36816193	1.069312899	0.49642301	0.934929635	57.41
D	2	2003	52	0.76	0.53	0.23	0.649263259	0.346452456	1.148743006	0.487741104	1.021466485	57.41
D	2	2004	53	0.6	0.39	0.21	0.697684753	0.418703426	1.105304696	0.556586925	0.959723577	57.41
D	2	2005	54	0.62	0.37	0.25	0.7007652	0.368089375	1.141369599	0.510289955	0.982668562	57.41
D	2	2006	55	0.64	0.43	0.21	0.667516655	0.389744312	1.119619325	0.510920716	0.988165484	57.41
D	2	2007	56	0.55	0.34	0.21	0.668782913	0.396950629	1.076201792	0.490253764	0.957830107	57.41
D	2	2008	57	0.5	0.28	0.22	0.694775899	0.425830299	0.974986094	0.557707353	0.869226775	57.41
D	2	2009	58	0.64	0.39	0.25	0.633308827	0.360776547	0.989374819	0.477499314	0.876371667	57.41
D	2	2010	59	0.72	0.4	0.32	0.679450561	0.389655116	1.032653282	0.494961913	0.910061371	57.41
D	2	2011	60	0.99	0.67	0.32	0.582043782	0.33905438	0.996439601	0.43048904	0.899361522	57.41
D	2	2012	61	1.36	1	0.36	0.476089208	0.259550006	0.873502324	0.362633735	0.791243299	57.41
D	2	2013	62	0.52	0.34	0.18	0.574827042	0.310084357	0.967351108	0.426289197	0.855398526	57.41
D	2	2014	63	1.14	0.71	0.43	0.626311638	0.346170231	1.017806523	0.441898279	0.930808116	57.41
D	2	2015	64	1.31	0.95	0.36	0.537051065	0.302799882	1.060991226	0.392121578	0.919503878	57.41
D	2	2016	65	1.29	0.87	0.42	0.573210599	0.309986609	1.031982777	0.410159232	0.910959857	57.41
D	2	2017	66	1.24	0.82	0.42	0.55330233	0.317167936	0.945217267	0.392267387	0.867703886	57.41
D	2	2018	67	1.14	0.58	0.56	0.719019861	0.338789098	1.161670293	0.452048592	0.995525819	57.41
D	3	1938	1	4.94	0.34	4.6	0.473729981	0.236495908	0.606967318	0.328866042	0.484437316	113.54
D	3	1939	2	3.37	2.74	0.63	0.412795173	0.310677067	0.562712781	0.39486041	0.490797157	113.54
D	3	1940	3	2.8	2.38	0.42	0.384813871	0.295960105	0.614704466	0.355923807	0.548524233	113.54
D	3	1941	4	2.36	1.97	0.39	0.365048369	0.288593284	0.585157746	0.335210005	0.51577036	113.54
D	3	1942	5	1.76	1.47	0.29	0.377605408	0.266376569	0.763178784	0.324641402	0.646078128	113.54
D	3	1943	6	2.13	1.68	0.45	0.468589994	0.310911345	0.859694026	0.390933667	0.758506948	113.54
D	3	1944	7	1.76	1.44	0.32	0.360600688	0.244208628	0.763384706	0.291592032	0.671139638	113.54
D	3	1945	8	1.14	0.88	0.26	0.427452689	0.266480472	0.919204117	0.327423605	0.766012665	113.54
D	3	1946	9	1.51	1.2	0.31	0.417719238	0.244255066	0.897044297	0.326408114	0.771181653	113.54
D	3	1947	10	1.74	1.41	0.33	0.402298063	0.244278121	0.897161592	0.321732797	0.746531473	113.54
D	3	1948	11	1.34	1.06	0.28	0.401626667	0.25915348	0.808209956	0.322004196	0.703054594	113.54
D	3	1949	12	1.93	1.61	0.32	0.397555784	0.266595082	0.86026102	0.331446494	0.73016815	113.54
D	3	1950	13	2.03	1.44	0.59	0.43985558	0.259209308	0.838116098	0.316418201	0.741126471	113.54
D	3	1951	14	1.84	1.4	0.44	0.439287125	0.266662404	0.905029122	0.340734783	0.752862756	113.54
D	3	1952	15	2.08	1.7	0.38	0.409043315	0.266699715	0.845773708	0.332688813	0.750629245	113.54
D	3	1953	16	1.79	1.44	0.35	0.431123084	0.266739464	0.934971077	0.343669105	0.790933742	113.54
D	3	1954	17	1.66	1.25	0.41	0.447985541	0.259347893	0.972212797	0.327306863	0.815908341	113.54
D	3	1955	18	1.66	1.22	0.44	0.489819372	0.274232415	0.987176985	0.364501281	0.837292261	113.54
D	3	1956	19	1.39	1.03	0.36	0.472763014	0.27425756	0.96498726	0.360860995	0.792927124	113.54
D	3	1957	20	1.19	0.82	0.37	0.508602269	0.303994322	0.950216444	0.366496277	0.823539874	113.54
D	3	1958	21	1.17	0.93	0.24	0.457270893	0.252024683	0.972579677	0.358257213	0.840948901	113.54
D	3	1959	22	1.26	0.92	0.34	0.527093572	0.304042423	1.069239672	0.391578074	0.893782565	113.54
D	3	1960	23	0.92	0.67	0.25	0.470428375	0.281785363	0.935581253	0.361289634	0.762920202	113.54
D	3	1961	24	1.19	0.8	0.39	0.523874015	0.28179957	0.995094316	0.360003308	0.860019056	113.54
D	3	1962	25	1.19	0.96	0.23	0.422888085	0.281824436	0.868861654	0.345840476	0.744478104	113.54
D	3	1963	26	1.17	0.78	0.39	0.499136392	0.296714403	0.958106212	0.368832026	0.759745124	113.54
D	3	1964	27	0.97	0.65	0.32	0.511952098	0.281870034	0.943303245	0.356989648	0.826719573	113.54
D	3	1965	28	0.81	0.64	0.17	0.43870343	0.259595865	1.017684943	0.334265784	0.831880452	113.54
D	3	1966	29	0.72	0.55	0.17	0.453889698	0.259608413	0.980573615	0.337448671	0.830610667	113.54
D	3	1967	30	0.82	0.54	0.28	0.545339251	0.304217929	0.980629259	0.380337473	0.863556964	113.54
D	3	1968	31	1.09	0.8	0.29	0.518858413	0.326533939	0.98813836	0.399200907	0.848948082	113.54
D	3	1969	32	0.92	0.7	0.22	0.460943336	0.281958113	0.906426093	0.366600482	0.761125144	113.54
D	3	1970	33	1.29	1.01	0.28	0.44715965	0.281977869	0.928810712	0.346683899	0.809590037	113.54
D	3	1971	34	1.39	1.12	0.27	0.425742798	0.252264866	0.891723685	0.349921144	0.74026225	113.54
D	3	1972	35	1.53	1.23	0.3	0.411208898	0.237416921	0.981051256	0.307853	0.834968083	113.54
D	3	1973	36	1.71	1.27	0.44	0.482652675	0.27462567	1.010919147	0.359480456	0.838172491	113.54
D	3	1974	37	1.81	1.23	0.58	0.487902612	0.282093499	0.944110031	0.339546878	0.802519081	113.54
D	3	1975	38	1.89	1.28	0.61	0.529907984	0.297004582	0.966546793	0.390404302	0.822637023	113.54
D	3	1976	39	2.28	1.54	0.74	0.515304096	0.297046023	0.92206482	0.380681045	0.795465582	113.54
D	3	1977	40	1.29	1.03	0.26	0.438996796	0.259894059	0.951913102	0.354746966	0.772755739	113.54
D	3	1978	41	1.34	1	0.34	0.475725754	0.267354928	0.989210527	0.35524332	0.830085853	113.54
D	3	1979	42	1.54	1.07	0.47	0.511583426	0.297151447	0.952104072	0.368167094	0.838084438	113.54
D	3	1980	43	1.07	0.71	0.36	0.533133033	0.282293357	1.019160603	0.34519419	0.903790195	113.54
D	3	1981	44	0.87	0.49	0.38	0.546173588	0.282314943	0.967118415	0.348090432	0.801596605	113.54
D	3	1982	45	0.89	0.58	0.31	0.57013687	0.28233158	1.04905818	0.390011689	0.907145273	113.54
D	3	1983	46	0.79	0.54	0.25	0.498330874	0.304683447	0.9597895	0.368924091	0.777849523	113.54
D	3	1984	47	0.64	0.44	0.2	0.483837653	0.282365652	0.944944055	0.357657841	0.76143324	113.54
D	3	1985	48	0.69	0.43	0.26	0.524184163	0.31960131	0.892874388	0.37344872	0.773477395	113.54
D	3	1986	49	0.69	0.49	0.2	0.502301953	0.282390221	0.952483567	0.37310405	0.818836814	113.54
D	3	1987	50	0.74	0.48	0.26	0.50115163	0.312187044	0.855733027	0.369117259	0.744907392	113.54
D	3	1988	51	0.87	0.57	0.3	0.54398141	0.304757002	0.997259949	0.371121796	0.872414676	113.54
D	3	1989	52	1.02	0.65	0.37	0.570599318	0.304776251	1.004785058	0.395283248	0.878587007	113.54
D	3	1990	53	1.12	0.71	0.41	0.583012604	0.327141746	1.034652527	0.408116785	0.885880974	113.54
D	3	1991	54	1.07	0.7	0.37	0.511698181	0.26758538	0.99004311	0.355577148	0.807062298	113.54
D	3	1992	55	0.94	0.62	0.32	0.539314306	0.289947777	0.990103577	0.37548591	0.856731822	113.54
D	3	1993	56	0.52	0.31	0.21	0.57745758	0.327209496	0.975248035	0.394728271	0.847200846	113.54
D	3	1994	57	0.74	0.46	0.28	0.582203778	0.297428908	1.064686085	0.381633727	0.911711718	113.54
D	3	1995	58	0.64	0.5	0.14	0.442941426	0.282544074	0.930646456	0.35510272	0.756651089	113.54
D	3	1996	59	0.69	0.48	0.21	0.49341965	0.267658465	0.930691544	0.346191364	0.829941446	113.54
D	3	1997	60	0.79	0.5	0.29	0.569450738	0.275123369	1.057395948	0.358711685	0.932793934	113.54
D	3	1998	61	0.87	0.59	0.28	0.529144103	0.275136699	0.930799381	0.392072583	0.817973377	113.54
D	3	1999	62	0.94	0.62	0.32	0.545535522	0.297506607	1.020275713	0.362764236	0.899654888	113.54
D	3	2000	63	0.94	0.73	0.21	0.485563609	0.297525829	1.06505398	0.371125221	0.883373244	113.54
D	3	2001	64	0.96	0.62	0.34	0.55324838	0.267737794	1.020403985	0.357644066	0.909938598	113.54
D	3	2002	65	1.11	0.69	0.42	0.581442311	0.252851704	1.095018723	0.352760348	0.957134107	113.54
D	3	2003	66	0.87	0.53	0.34	0.594001991	0.290136172	1.057810419	0.370572754	0.942288742	113.54
D	3	2004	67	1.19	0.85	0.34	0.562101317	0.297608804	1.087722694	0.407396569	0.948863188	113.54
D	3	2005	68	1.21	0.75	0.46	0.598213196	0.305084792	1.050537436	0.384500724	0.946657444	113.54
D	3	2006	69	0.99	0.72	0.27	0.524847829	0.290202015	1.065529179	0.359162449	0.966675509	113.54
D	3	2007	70	1.09	0.8	0.29	0.464713984	0.252952087	0.938864414	0.340270998	0.808004979	113.54
D	3	2008	71	1.54	1.11	0.43	0.437297766	0.25297235	0.797288758	0.329144027	0.716485327	113.54
D	3	2009	72	2.38	1.93	0.45	0.386115959	0.230635331	0.834719815	0.307487236	0.723345814	113.54
D	3	2010	73	2.85	1.98	0.87	0.404352567	0.238124829	0.708066913	0.30921421	0.620874346	113.54
D	3	2011	74	2.78	2.16	0.62	0.386346349	0.230711377	0.738055315	0.304459447	0.671629749	113.54
D	3	2012	75	2.28	1.64	0.64	0.403696658	0.2382191	0.790395256	0.291000353	0.692480941	113.54
D	3	2013	76	1.29	1.06	0.23	0.38750763	0.223330884	0.954657448	0.290847315	0.832985607	113.54
D	3	2014	77	1.39	0.94	0.45	0.472534748	0.245739046	0.932358943	0.312272618	0.807304531	113.54
D	3	2015	78	1.49	0.99	0.5	0.499487839	0.245762727	0.924995439	0.327262737	0.840493539	113.54
D	3	2016	79	1.56	1.05	0.51	0.473992601	0.260716259	0.872831337	0.322640826	0.785599196	113.54
D	3	2017	80	1.24	0.91	0.33	0.446299788	0.245817195	0.87291793	0.325146271	0.780389789	113.54
D	3	2018	81	1.07	0.7	0.37	0.497656716	0.230906017	0.955109546	0.30428509	0.863494927	113.54
D	4	1945	1	2.43	0.03	2.4	0.522373032	0.285065338	0.563448518	0.327654644	0.524807012	89.08
D	4	1946	2	0.99	0.65	0.34	0.462662513	0.368032467	0.593779396	0.418496576	0.547097392	89.08
D	4	1947	3	1.71	1.41	0.3	0.421823	0.315468594	0.752172097	0.373051737	0.651047936	89.08
D	4	1948	4	1.22	0.89	0.33	0.471678948	0.368365446	0.624424096	0.435261631	0.569895347	89.08
D	4	1949	5	1.74	1.52	0.22	0.425808335	0.338432412	0.692576384	0.399291718	0.60901405	89.08
D	4	1950	6	1.39	0.91	0.48	0.483002162	0.353642426	0.813452547	0.397416022	0.645259219	89.08
D	4	1951	7	0.92	0.75	0.17	0.428251196	0.323597966	0.821222472	0.370942594	0.681083262	89.08
D	4	1952	8	1.02	0.73	0.29	0.436452743	0.285994404	0.7912983	0.345487698	0.665433718	89.08
D	4	1953	9	1.49	1.08	0.41	0.442210426	0.271013324	0.829375139	0.338828055	0.714534723	89.08
D	4	1954	10	1.74	1.44	0.3	0.436729755	0.301352158	0.867572625	0.374024257	0.737716144	89.08
D	4	1955	11	1.22	0.99	0.23	0.473109309	0.316572531	1.018901097	0.38581929	0.848835913	89.08
D	4	1956	12	1.02	0.82	0.2	0.433100369	0.309132827	0.868160692	0.368720615	0.697057359	89.08
D	4	1957	13	0.89	0.64	0.25	0.477822878	0.339420755	0.936385956	0.372840195	0.746578546	89.08
D	4	1958	14	0.77	0.55	0.22	0.463002783	0.256387855	0.959273927	0.356558992	0.729112262	89.08
D	4	1959	15	0.82	0.62	0.2	0.490982906	0.309358401	1.103150419	0.387760811	0.810971403	89.08
D	4	1960	16	0.55	0.39	0.16	0.463128581	0.294301627	0.967244328	0.360224683	0.713956831	89.08
D	4	1961	17	0.71	0.43	0.28	0.571406502	0.256541615	1.088446828	0.375608941	0.872095615	89.08
D	4	1962	18	0.82	0.63	0.19	0.442495788	0.309556165	0.884488818	0.361908153	0.709707421	89.08
D	4	1963	19	0.77	0.53	0.24	0.500363792	0.309647166	0.990589592	0.352743875	0.826357774	89.08
D	4	1964	20	0.87	0.67	0.2	0.45142105	0.294560322	0.990868885	0.353538502	0.779327586	89.08
D	4	1965	21	0.67	0.51	0.16	0.436670605	0.279507126	1.006215233	0.347042853	0.722359067	89.08
D	4	1966	22	0.72	0.48	0.24	0.486415785	0.264419685	1.066997829	0.340608849	0.778029658	89.08
D	4	1967	23	0.72	0.49	0.23	0.518282323	0.302333844	0.983933344	0.387959691	0.795926192	89.08
D	4	1968	24	0.82	0.59	0.23	0.492806619	0.309977843	0.946304755	0.373536796	0.798759644	89.08
D	4	1969	25	0.79	0.6	0.19	0.454988662	0.279753951	0.984417134	0.359692643	0.755923458	89.08
D	4	1970	26	0.84	0.63	0.21	0.495822345	0.302545825	1.03772365	0.385683557	0.826238707	89.08
D	4	1971	27	1.09	0.9	0.19	0.424789337	0.295060263	0.909187262	0.365992631	0.703300045	89.08
D	4	1972	28	0.99	0.75	0.24	0.437880341	0.264826047	1.000438601	0.317816667	0.813079323	89.08
D	4	1973	29	1.02	0.77	0.25	0.434632412	0.264908918	0.886966872	0.331902292	0.751041178	89.08
D	4	1974	30	1.07	0.78	0.29	0.450452983	0.264986203	0.902428454	0.326185882	0.784688636	89.08
D	4	1975	31	1.04	0.69	0.35	0.522503705	0.295438803	0.940685337	0.373426556	0.816398656	89.08
D	4	1976	32	1.07	0.81	0.26	0.484514278	0.318293807	0.963755625	0.378676954	0.814238251	89.08
D	4	1977	33	0.89	0.67	0.22	0.426202414	0.280444144	0.842514047	0.345617236	0.671620909	89.08
D	4	1978	34	0.92	0.68	0.24	0.440972955	0.257717186	0.918718501	0.338275326	0.73194957	89.08
D	4	1979	35	0.89	0.64	0.25	0.4579441	0.265392694	1.010145159	0.334379583	0.774269264	89.08
D	4	1980	36	0.79	0.51	0.28	0.535064049	0.26545329	1.017992151	0.354732821	0.863524499	89.08
D	4	1981	37	0.84	0.59	0.25	0.479777971	0.273124385	1.003037679	0.328800056	0.83608585	89.08
D	4	1982	38	0.79	0.44	0.35	0.590002434	0.295999423	1.018482136	0.358397855	0.881162476	89.08
D	4	1983	39	0.57	0.41	0.16	0.483436663	0.280857672	1.041505304	0.345054273	0.838041537	89.08
D	4	1984	40	0.6	0.45	0.15	0.455896005	0.288512917	0.980841662	0.359695803	0.744496611	89.08
D	4	1985	41	0.64	0.41	0.23	0.503179971	0.288561278	0.9049178	0.355940341	0.765650617	89.08
D	4	1986	42	0.6	0.44	0.16	0.463171053	0.28862637	0.935549879	0.359546637	0.748138196	89.08
D	4	1987	43	0.69	0.48	0.21	0.442811285	0.265849868	0.890050109	0.330870731	0.69867541	89.08
D	4	1988	44	0.6	0.43	0.17	0.45206134	0.265902564	0.996813192	0.333541925	0.751845743	89.08
D	4	1989	45	0.64	0.46	0.18	0.493456866	0.281191775	1.042696706	0.349221408	0.862058593	89.08
D	4	1990	46	0.79	0.51	0.28	0.511292821	0.281240672	0.959173637	0.35292483	0.799748805	89.08
D	4	1991	47	0.84	0.55	0.29	0.472694915	0.26606565	0.883232782	0.333116968	0.737411713	89.08
D	4	1992	48	0.82	0.59	0.23	0.498485444	0.296603811	0.974897897	0.356554515	0.862569132	89.08
D	4	1993	49	0.82	0.53	0.29	0.512832305	0.266209428	0.982761468	0.334377784	0.838973325	89.08
D	4	1994	50	0.87	0.56	0.31	0.532701103	0.296759598	0.990631955	0.368383049	0.829533716	89.08
D	4	1995	51	0.79	0.56	0.23	0.486651445	0.258716943	1.021397657	0.32803924	0.872837682	89.08
D	4	1996	52	0.84	0.68	0.16	0.425165021	0.28166602	1.029291302	0.325872019	0.847160277	89.08
D	4	1997	53	0.89	0.65	0.24	0.545637285	0.296986325	1.090604619	0.411685906	0.90842227	89.08
D	4	1998	54	1.09	0.84	0.25	0.466356589	0.274178886	0.968844893	0.344433312	0.8760188	89.08
D	4	1999	55	1.27	0.92	0.35	0.523329071	0.266640882	1.015039622	0.392050207	0.868404944	89.08
D	4	2000	56	1.41	1.11	0.3	0.454390653	0.282049504	0.946727766	0.350719082	0.837975467	89.08
D	4	2001	57	1.34	0.96	0.38	0.519243632	0.305063488	0.992924654	0.369792706	0.896803866	89.08
D	4	2002	58	2.05	1.43	0.62	0.557288463	0.274635595	1.054677335	0.386600599	0.95097176	89.08
D	4	2003	59	1.86	1.33	0.53	0.50938133	0.274804727	0.978815282	0.368744528	0.862300096	89.08
D	4	2004	60	1.96	1.4	0.56	0.514894832	0.28263319	0.987068516	0.354308317	0.916361119	89.08
D	4	2005	61	2.03	1.34	0.69	0.525909916	0.275111547	0.964680846	0.364414516	0.839538665	89.08
D	4	2006	62	1.74	1.29	0.45	0.49424588	0.290593778	1.026578798	0.372617759	0.84291316	89.08
D	4	2007	63	1.59	1.09	0.5	0.510670967	0.283134922	1.01168051	0.37118213	0.814756632	89.08
D	4	2008	64	2.26	1.48	0.78	0.496190812	0.29094649	0.904913417	0.355009616	0.76407308	89.08
D	4	2009	65	2.63	1.95	0.68	0.483066782	0.260439255	0.967117438	0.348893633	0.867828016	89.08
D	4	2010	66	2.88	1.92	0.96	0.476219868	0.275993661	0.890958057	0.352594544	0.723470515	89.08
D	4	2011	67	2.83	1.54	1.29	0.473116103	0.245466576	0.799509658	0.30727894	0.671092252	89.08
D	4	2012	68	2.95	2.14	0.81	0.447756663	0.268780352	0.877232179	0.330993093	0.756243131	89.08
D	4	2013	69	2.01	1.37	0.64	0.5357084	0.261302992	0.970326533	0.379485031	0.87012405	89.08
D	4	2014	70	2.11	1.25	0.86	0.515914763	0.253756753	0.994043785	0.326251816	0.791587651	89.08
D	4	2015	71	1.71	1.28	0.43	0.444984029	0.238522297	0.917491179	0.309764948	0.847496645	89.08
D	4	2016	72	1.36	0.88	0.48	0.509792962	0.261772202	0.92558903	0.339664764	0.821694659	89.08
D	4	2017	73	1.04	0.63	0.41	0.523203661	0.285032828	0.887266384	0.356366812	0.779562721	89.08
D	4	2018	74	0.91	0.57	0.34	0.593452623	0.292845194	1.072906215	0.398936204	0.919553678	89.08
D	5	1938	1	3.8	0.86	2.94	0.418350169	0.216993903	0.584151556	0.277761152	0.459474847	108.45
D	5	1939	2	1.36	0.94	0.42	0.453273214	0.314277369	0.688909009	0.37612882	0.625929714	108.45
D	5	1940	3	1.54	1.17	0.37	0.440109645	0.336661445	0.681221613	0.384745526	0.615179969	108.45
D	5	1941	4	1.54	1.22	0.32	0.409206753	0.299112966	0.666048992	0.357246633	0.607304708	108.45
D	5	1942	5	1.22	0.92	0.3	0.507215556	0.351468284	0.927971823	0.40972816	0.806176903	108.45
D	5	1943	6	0.97	0.62	0.35	0.543014298	0.343895824	0.890397966	0.413691977	0.772099552	108.45
D	5	1944	7	1.07	0.77	0.3	0.487786611	0.313880554	0.935126147	0.38203276	0.759221494	108.45
D	5	1945	8	1.27	0.87	0.4	0.528653945	0.321314356	0.987285488	0.387714685	0.835196834	108.45
D	5	1946	9	1.29	0.89	0.4	0.53825317	0.34366756	0.949671555	0.410515224	0.822470098	108.45
D	5	1947	10	1.46	1.1	0.36	0.489436792	0.306196962	0.971827307	0.400712065	0.760540125	108.45
D	5	1948	11	1.34	1.03	0.31	0.478481084	0.336014041	0.904290412	0.404055499	0.725766094	108.45
D	5	1949	12	1.84	1.45	0.39	0.496035418	0.350877528	0.963795795	0.416929356	0.790147696	108.45
D	5	1950	13	1.64	1.17	0.47	0.504689583	0.32089291	0.963505213	0.380348052	0.814220626	108.45
D	5	1951	14	1.93	1.4	0.53	0.465063166	0.290881152	0.903410379	0.357221584	0.749927721	108.45
