Snr	year	age	wid	wid.e	wid.l	wg	wg.mn	wg.mx	wg.e	wg.l	trt	bg
4	2003	59	1.785	1.235	0.55	0.533256479	0.28502128	1.003013087	0.383359116	0.8688737855	F	2
4	2004	60	1.97	1.42	0.55	0.531327828	0.300020003	1.003423405	0.375546901	0.9333614245	F	2
4	2005	61	1.995	1.29	0.705	0.554577498	0.281467014	0.9922082275	0.3798386575	0.873265503	F	2
4	2006	62	1.76	1.335	0.425	0.5010387785	0.2928993895	1.052707412	0.3837591325	0.8701786875	F	2
4	2007	63	2.085	1.435	0.65	0.521467542	0.285467913	0.9934875095	0.371166753	0.852748299	F	2
4	2008	64	2.705	1.855	0.85	0.4986766215	0.2967561505	0.9141998665	0.3697593405	0.773996563	F	2
4	2009	65	3.065	2.3	0.765	0.4862425995	0.2667081935	0.9711355135	0.354211556	0.88109715	F	2
4	2010	66	3.14	2.18	0.96	0.478116184	0.2892601455	0.899766212	0.363711529	0.7354128235	F	2
4	2011	67	3.04	1.855	1.185	0.4804271355	0.2518139765	0.839227	0.3315238015	0.711995685	F	2
4	2012	68	3.065	2.13	0.935	0.4658363695	0.2671567435	0.870673	0.333626474	0.7677358255	F	2
4	2013	69	2.12	1.33	0.79	0.58825129	0.274495336	1.0095666175	0.4006653515	0.9056950595	F	2
4	2014	70	2.16	1.405	0.755	0.5304692735	0.263325408	1.021401013	0.372423599	0.8200197995	F	2
4	2015	71	2.11	1.385	0.725	0.503794309	0.266784819	0.949847561	0.3393508885	0.846504029	F	2
4	2016	72	1.66	1.09	0.57	0.532933601	0.289486819	0.950180743	0.369381645	0.8434817435	F	2
4	2017	73	1.56	0.945	0.615	0.5541947095	0.3011102995	0.901446124	0.3963229385	0.796778162	F	2
4	2018	74	1.05	0.685	0.365	0.5986342725	0.3050100465	1.079214227	0.420714878	0.9271436405	F	2
5	1938	1	3.585	1.115	2.47	0.5324057505	0.3632449545	0.685365587	0.452619547	0.5594699005	F	2
5	1939	2	1.425	1.065	0.36	0.546463859	0.407982284	0.820062059	0.47850532	0.749357933	F	2
5	1940	3	1.6	1.265	0.335	0.5187760555	0.404098615	0.767382513	0.4683568655	0.709386209	F	2
5	1941	4	1.565	1.215	0.35	0.5087126495	0.3852594365	0.7783906485	0.4496351895	0.713150716	F	2
5	1942	5	1.23	0.965	0.265	0.5636858035	0.403889237	0.9953533945	0.480605591	0.8639485635	F	2
5	1943	6	0.98	0.645	0.335	0.6039162165	0.392562194	0.9802108115	0.470755935	0.8618788785	F	2
5	1944	7	1.095	0.8	0.295	0.541976076	0.3737665235	0.9687865805	0.4412529045	0.8146327745	F	2
5	1945	8	1.17	0.83	0.34	0.5640468135	0.377431821	1.020953439	0.436686502	0.877831251	F	2
5	1946	9	1.24	0.885	0.355	0.5578432965	0.396040339	0.934695021	0.4505598755	0.823192774	F	2
5	1947	10	1.225	0.89	0.335	0.520791229	0.3473394275	0.908290868	0.4297516315	0.7587316675	F	2
5	1948	11	1.23	0.905	0.325	0.502856929	0.358470712	0.8706951325	0.4216469675	0.727434117	F	2
5	1949	12	1.65	1.22	0.43	0.5091850445	0.365861056	0.8704280185	0.4282715035	0.743362258	F	2
5	1950	13	1.575	1.145	0.43	0.502607115	0.350811808	0.8963282025	0.400268228	0.7727272425	F	2
5	1951	14	1.67	1.23	0.44	0.487131555	0.3096020895	0.907275739	0.38419315	0.778017177	F	2
5	1952	15	1.785	1.405	0.38	0.4842717095	0.331919014	0.906998801	0.4011902595	0.797434498	F	2
5	1953	16	1.9	1.415	0.485	0.484618595	0.290725545	0.93280465	0.3690331445	0.8165792265	F	2
5	1954	17	1.77	1.36	0.41	0.4749075005	0.3018112705	0.9548912335	0.375358093	0.805075148	F	2
5	1955	18	1.56	1.21	0.35	0.4930441005	0.2980011035	1.006846301	0.38944718	0.852087504	F	2
5	1956	19	1.44	1.085	0.355	0.474202349	0.305381031	0.883496341	0.382912916	0.75347286	F	2
5	1957	20	1.425	0.895	0.53	0.562163241	0.346348905	0.9466702545	0.411717959	0.813476436	F	2
5	1958	21	1.56	1.215	0.345	0.500085608	0.308965848	0.983661178	0.401168152	0.8534739575	F	2
5	1959	22	1.46	1.085	0.375	0.578330448	0.3610482235	1.072839008	0.455474897	0.930680908	F	2
5	1960	23	1.23	0.91	0.32	0.5118832155	0.3125174505	1.020435306	0.3964347545	0.840629916	F	2
5	1961	24	1.18	0.79	0.39	0.550473924	0.297553906	1.038852112	0.3775487995	0.901659211	F	2
5	1962	25	1.08	0.775	0.305	0.495026466	0.304930705	0.941811081	0.3806528195	0.782410061	F	2
5	1963	26	1.08	0.795	0.285	0.5031139535	0.308602024	1.0496092935	0.3788524295	0.856172954	F	2
5	1964	27	1.265	0.825	0.44	0.5334610395	0.2973687495	0.993538784	0.372726204	0.834945856	F	2
5	1965	28	0.715	0.5	0.215	0.524700072	0.301023705	1.0566636825	0.3857114595	0.8526660925	F	2
5	1966	29	0.875	0.565	0.31	0.5280026335	0.2674848135	0.993224114	0.3664076325	0.817259128	F	2
5	1967	30	0.905	0.635	0.27	0.529984703	0.308380257	1.0116685755	0.3896950415	0.8640582105	F	2
5	1968	31	1.24	0.915	0.325	0.4963635485	0.2934369295	0.9891056045	0.372139608	0.8483345445	F	2
5	1969	32	1.04	0.76	0.28	0.476077764	0.2747723165	0.97403915	0.358727408	0.8044309175	F	2
5	1970	33	1.46	1.155	0.305	0.4689769745	0.278436812	1.044437196	0.3579667055	0.897031618	F	2
5	1971	34	1.615	1.245	0.37	0.471404747	0.2709083905	0.9363195635	0.36991985	0.812878109	F	2
5	1972	35	1.87	1.425	0.445	0.482445099	0.2819633285	1.0660698075	0.3493199735	0.916385266	F	2
5	1973	36	1.81	1.385	0.425	0.496690292	0.281875622	1.1028929315	0.362322617	0.9547412445	F	2
5	1974	37	1.55	1.16	0.39	0.4842532335	0.3003680545	0.994837307	0.3671862205	0.8341574155	F	2
5	1975	38	1.77	1.23	0.54	0.529079473	0.2965618885	1.0130948695	0.3762674045	0.880753296	F	2
5	1976	39	1.845	1.28	0.565	0.5238578275	0.3001773245	0.994194355	0.3793419195	0.851244391	F	2
5	1977	40	1.335	0.955	0.38	0.482254893	0.2852361255	0.923429579	0.367118195	0.771943525	F	2
5	1978	41	1.19	0.89	0.3	0.486717891	0.2888830035	1.0159940065	0.3590036525	0.867735281	F	2
5	1979	42	1.265	0.91	0.355	0.5140030095	0.288825383	0.971289104	0.3796288625	0.864163553	F	2
5	1980	43	1.05	0.75	0.3	0.5564190135	0.311015416	1.071208764	0.398760485	0.9507848235	F	2
5	1981	44	0.84	0.575	0.265	0.519218831	0.2775838275	1.011696482	0.3620505585	0.859005881	F	2
5	1982	45	0.79	0.465	0.325	0.6114602765	0.3109130075	1.0783113565	0.384609273	0.939221815	F	2
5	1983	46	0.555	0.395	0.16	0.485655911	0.2997438535	0.9187935365	0.383352979	0.7402332665	F	2
5	1984	47	0.535	0.395	0.14	0.449807572	0.284888831	0.9149573275	0.349642288	0.732309037	F	2
5	1985	48	0.46	0.33	0.13	0.476449638	0.2848673775	0.9260049495	0.362934446	0.7585556445	F	2
5	1986	49	0.62	0.455	0.165	0.4792701255	0.262610587	0.970415517	0.352251796	0.8300334325	F	2
5	1987	50	0.73	0.55	0.18	0.505587309	0.2996317605	0.99622115	0.389397881	0.8617084285	F	2
5	1988	51	0.67	0.495	0.175	0.496365379	0.292188279	0.9812642625	0.3759081395	0.840945138	F	2
5	1989	52	0.815	0.525	0.29	0.5855676625	0.299558653	1.084845733	0.399483438	0.926341928	F	2
5	1990	53	1.03	0.69	0.34	0.5512186035	0.314337304	0.9957862085	0.3867773165	0.885734367	F	2
5	1991	54	0.975	0.635	0.34	0.5389422045	0.2809326235	1.00297769	0.355416812	0.882262722	F	2
5	1992	55	0.905	0.665	0.24	0.524311415	0.2994050885	1.0620483485	0.3949843475	0.88841576	F	2
5	1993	56	0.88	0.59	0.29	0.543342923	0.303045982	0.987854071	0.372124399	0.8848461995	F	2
5	1994	57	1.195	0.765	0.43	0.592810487	0.314105334	1.1134943155	0.3845605225	0.9641612425	F	2
5	1995	58	0.705	0.525	0.18	0.485717534	0.295536917	0.9615770415	0.365464368	0.8361804165	F	2
5	1996	59	0.68	0.49	0.19	0.536721302	0.314001098	1.068771438	0.3886548955	0.9169089245	F	2
5	1997	60	1.005	0.675	0.33	0.538810151	0.2954555295	1.027899698	0.3492712135	0.925517783	F	2
5	1998	61	1.095	0.695	0.4	0.52841632	0.3028036085	0.8982629765	0.375301534	0.794762	F	2
5	1999	62	1.6	1.015	0.585	0.568290369	0.299038897	1.0274328795	0.3682628935	0.9142298635	F	2
5	2000	63	1.585	1.115	0.47	0.504641594	0.3026430475	0.993826624	0.369496753	0.8367582485	F	2
5	2001	64	1.41	0.94	0.47	0.512434638	0.261904583	0.9788076845	0.3391799325	0.858506337	F	2
5	2002	65	1.4	0.925	0.475	0.5680817465	0.2840178195	1.041365048	0.369823895	0.962773372	F	2
5	2003	66	1.335	0.895	0.44	0.563790016	0.2913321375	1.048486576	0.386405748	0.925916061	F	2
5	2004	67	1.36	0.985	0.375	0.544499864	0.298636731	1.044528432	0.4050962145	0.9116322205	F	2
5	2005	68	1.445	0.985	0.46	0.5588298485	0.291179468	1.077495295	0.3761825265	0.950517156	F	2
5	2006	69	1.29	0.915	0.375	0.553732161	0.298486645	1.0439976715	0.3850884125	0.959895517	F	2
5	2007	70	1.26	0.92	0.34	0.4900861325	0.25781971	1.021628078	0.33529832	0.905174344	F	2
5	2008	71	1.435	1.095	0.34	0.4615268375	0.2577534515	0.9549542925	0.3397427075	0.8543074615	F	2
5	2009	72	1.95	1.475	0.475	0.43881578	0.2281793405	0.9435614435	0.317891285	0.8137468315	F	2
5	2010	73	2.595	1.865	0.73	0.4659561655	0.268649303	0.928434169	0.3479992505	0.7577218115	F	2
5	2011	74	2.28	1.48	0.8	0.490771477	0.261145429	0.942781254	0.3158965475	0.820778347	F	2
5	2012	75	1.7	1.335	0.365	0.4498279565	0.2684096025	0.9240184715	0.3448530315	0.836024738	F	2
5	2013	76	1.065	0.74	0.325	0.521882009	0.2793955605	1.0306483225	0.3448953215	0.934478324	F	2
5	2014	77	1.26	0.9	0.36	0.5411807555	0.2867003685	1.019364451	0.3604963835	0.9296902475	F	2
5	2015	78	1.525	1.23	0.295	0.464828526	0.26086737	0.963857456	0.370257927	0.855035508	F	2
5	2016	79	1.15	0.89	0.26	0.468345606	0.2571193795	1.000459633	0.3454840275	0.8861150725	F	2
5	2017	80	1.64	1.22	0.42	0.4927732385	0.2828120885	0.937636573	0.3753972755	0.8341149965	F	2
5	2018	81	2.01	1.225	0.785	0.653022555	0.3048049415	1.3896200955	0.42164759	1.018551055	F	2
6	1954	1	3.225	1.06	2.165	0.4630381145	0.345502026	0.6004604335	0.406682009	0.490427362	F	2
6	1955	2	1.315	0.865	0.45	0.49428907	0.36735762	0.687877489	0.4262695215	0.619162195	F	2
6	1956	3	1.435	1.15	0.285	0.47629904	0.392854676	0.6842373365	0.4385377735	0.62798441	F	2
6	1957	4	1.31	1.04	0.27	0.536684482	0.4110671265	0.7898655035	0.488751796	0.7220436095	F	2
6	1958	5	1.03	0.715	0.315	0.5226541745	0.3272956375	0.840859369	0.42082101	0.7539509105	F	2
6	1959	6	1.03	0.695	0.335	0.576802392	0.3673615995	0.93191865	0.4647229315	0.812346365	F	2
6	1960	7	0.915	0.58	0.335	0.612982249	0.3564354295	0.9829127435	0.448662337	0.8951856185	F	2
6	1961	8	0.965	0.67	0.295	0.5655194775	0.312728401	0.9938417425	0.4350460115	0.8613911575	F	2
6	1962	9	0.78	0.545	0.235	0.5387919025	0.3272983365	0.917354677	0.424964003	0.8014644335	F	2
6	1963	10	1.03	0.665	0.365	0.609216861	0.356437382	0.9719915755	0.4504363985	0.8985322465	F	2
6	1964	11	0.89	0.645	0.245	0.550340422	0.3345842205	1.0084167245	0.4159023075	0.8997961735	F	2
6	1965	12	1.045	0.795	0.25	0.5361222135	0.320015568	0.971995519	0.42639535	0.881373963	F	2
6	1966	13	1.14	0.84	0.3	0.5439114715	0.3054468805	1.0302755225	0.4178990465	0.8999006375	F	2
6	1967	14	1.215	0.83	0.385	0.56802885	0.3382287485	0.9683579405	0.4345502405	0.8567932525	F	2
6	1968	15	1.315	1.045	0.27	0.5218138965	0.3309449695	1.008426775	0.4162816555	0.915394487	F	2
6	1969	16	1.02	0.775	0.245	0.503387764	0.2908797725	1.004786551	0.37889151	0.889016107	F	2
6	1970	17	1.23	0.915	0.315	0.5110289175	0.312734646	0.982934854	0.3904870445	0.863802565	F	2
6	1971	18	1.255	0.995	0.26	0.49146327	0.301808365	0.9756526945	0.3942688045	0.8554534625	F	2
6	1972	19	1.2	0.915	0.285	0.506815926	0.290881987	1.04850317	0.368235117	0.9334916335	F	2
6	1973	20	1.395	1	0.395	0.550359351	0.2835978665	1.052148627	0.3951930325	0.9398671355	F	2
6	1974	21	1.51	1.095	0.415	0.5558742805	0.3090956155	1.0084429405	0.4161906685	0.925437294	F	2
6	1975	22	1.44	0.955	0.485	0.5913823005	0.316381433	1.052155206	0.4224185375	0.9370203115	F	2
6	1976	23	1.235	0.895	0.34	0.567629579	0.330952212	1.06672798	0.427450575	0.940178665	F	2
6	1977	24	0.855	0.625	0.23	0.5339711165	0.323668246	0.9465288975	0.4133246435	0.859910002	F	2
6	1978	25	0.905	0.685	0.22	0.5299549495	0.3054564615	1.004810182	0.4130967245	0.8908009035	F	2
6	1979	26	0.895	0.665	0.23	0.578432053	0.33823919	1.0230243615	0.459225437	0.9115701365	F	2
6	1980	27	0.74	0.48	0.26	0.6309451415	0.341882288	1.0448808015	0.4647339785	0.9384178095	F	2
6	1981	28	0.58	0.43	0.15	0.543878655	0.330955392	0.9756749795	0.4315551795	0.8713582885	F	2
6	1982	29	0.67	0.38	0.29	0.6812677355	0.3564532035	1.0485260475	0.4831307265	0.9425902515	F	2
6	1983	30	0.475	0.365	0.11	0.5738537535	0.3637386515	0.957464855	0.4900262765	0.8568106495	F	2
6	1984	31	0.435	0.315	0.12	0.571280284	0.3892365015	0.8773307905	0.5006447625	0.7835105455	F	2
6	1985	32	0.535	0.33	0.205	0.613277652	0.3564543685	0.9356117555	0.4519012435	0.870383688	F	2
6	1986	33	0.66	0.46	0.2	0.590040485	0.3418848245	0.968395625	0.472945727	0.857918736	F	2
6	1987	34	0.61	0.42	0.19	0.605739974	0.3528127515	0.9975369755	0.469149491	0.9105012045	F	2
6	1988	35	0.605	0.415	0.19	0.5903774095	0.3346006885	0.9465431485	0.4703521455	0.85274839	F	2
6	1989	36	0.61	0.385	0.225	0.6524381915	0.3382436055	1.04853476	0.4846349145	0.9393455485	F	2
6	1990	37	0.47	0.315	0.155	0.6386686605	0.4038093855	0.9902554725	0.5137094415	0.892779765	F	2
6	1991	38	0.51	0.34	0.17	0.632479149	0.3528145	0.9938990995	0.503305876	0.8912655445	F	2
6	1992	39	0.385	0.27	0.115	0.5898046825	0.352814827	0.942904563	0.4866376835	0.838080667	F	2
6	1993	40	0.285	0.185	0.1	0.5489699375	0.3855979045	0.7061406585	0.49125292	0.6564329775	F	2
6	1994	41	0.285	0.17	0.115	0.6480358585	0.4548062215	0.9246930095	0.512015397	0.855905167	F	2
6	1995	42	0.275	0.195	0.08	0.5455784785	0.3965259535	0.7316392345	0.4908812045	0.680188429	F	2
6	1996	43	0.3	0.205	0.095	0.55195326	0.3928836585	0.811775483	0.4743701475	0.731093281	F	2
6	1997	44	0.31	0.195	0.115	0.583130683	0.385598824	0.8227035695	0.4796338215	0.757137855	F	2
6	1998	45	0.36	0.23	0.13	0.600063889	0.4147394135	0.8554871125	0.495178862	0.787796535	F	2
6	1999	46	0.435	0.275	0.16	0.6489265385	0.385599364	1.0558278865	0.474726073	0.9521598625	F	2
6	2000	47	0.5	0.335	0.165	0.606397146	0.3491742865	1.0121184415	0.4537767685	0.9173710285	F	2
6	2001	48	0.42	0.245	0.175	0.6424868405	0.349174584	1.012119288	0.4563384665	0.9031998155	F	2
6	2002	49	0.51	0.315	0.195	0.658789408	0.4001706935	0.9720522335	0.525474575	0.8716422865	F	2
6	2003	50	0.31	0.2	0.11	0.6110078465	0.4038136725	0.89555924	0.497324393	0.821929726	F	2
6	2004	51	0.485	0.33	0.155	0.583937964	0.356460641	0.9793390765	0.451450586	0.8716278265	F	2
6	2005	52	0.52	0.275	0.245	0.663414211	0.367388716	0.9829826055	0.4794371625	0.864259178	F	2
6	2006	53	0.435	0.3	0.135	0.583827201	0.3710316985	0.942915278	0.4753327585	0.84628004	F	2
6	2007	54	0.55	0.35	0.2	0.6239966675	0.3601043085	1.001197595	0.4699452085	0.8910004815	F	2
6	2008	55	0.55	0.395	0.155	0.5297639785	0.327321604	0.9137768925	0.4198122995	0.809902662	F	2
6	2009	56	0.705	0.46	0.245	0.5465325465	0.290896146	0.964774395	0.390785588	0.838935195	F	2
6	2010	57	0.83	0.505	0.325	0.5682889095	0.3346076355	0.899209401	0.4108434695	0.810417751	F	2
6	2011	58	1.005	0.615	0.39	0.5915044975	0.327323025	0.9574928495	0.4163807525	0.8683271275	F	2
6	2012	59	0.955	0.64	0.315	0.5194631575	0.301825557	0.8591444815	0.390803067	0.777799032	F	2
6	2013	60	0.755	0.42	0.335	0.618284475	0.3528225865	0.9502111755	0.4373460465	0.841435721	F	2
6	2014	61	0.695	0.435	0.26	0.5723615565	0.334610087	0.931999347	0.415586432	0.8321031635	F	2
6	2015	62	0.955	0.68	0.275	0.5210480395	0.3054697155	0.9065028645	0.4082236195	0.8018602565	F	2
6	2016	63	0.97	0.63	0.34	0.548181435	0.312755568	0.9137900185	0.4021231445	0.8196203565	F	2
6	2017	64	0.595	0.355	0.24	0.617835133	0.360110378	0.9429323375	0.4576704535	0.855023352	F	2
6	2018	65	0.595	0.33	0.265	0.759679646	0.4220356875	1.13963621	0.5511108385	1.011293668	F	2
7	1957	1	2.01	1.72	0.29	0.536786467	0.3978579055	0.63686193	0.527263309	0.5867231565	C	4
7	1958	2	1.4	1.175	0.225	0.435520754	0.3398969525	0.651300348	0.405494841	0.590841153	C	4
7	1959	3	2.02	1.595	0.425	0.5064217895	0.415907687	0.6802085655	0.477327084	0.621806859	C	4
7	1960	4	1.895	1.535	0.36	0.449820313	0.3579317225	0.705486278	0.398216611	0.6617790145	C	4
7	1961	5	2.38	1.97	0.41	0.421692261	0.2963640765	0.716259089	0.3786212495	0.6339433585	C	4
7	1962	6	1.885	1.405	0.48	0.4163846595	0.307185842	0.6184597525	0.3684252135	0.557697915	C	4
7	1963	7	2.195	1.735	0.46	0.4766061295	0.328871317	0.8102144955	0.411121715	0.7240922825	C	4
7	1964	8	2.185	1.715	0.47	0.4222659875	0.3071212125	0.6979388905	0.369446766	0.6133491615	C	4
7	1965	9	1.92	1.475	0.445	0.4274321675	0.3034706895	0.6797789195	0.3695284105	0.6049776795	C	4
7	1966	10	1.7	1.285	0.415	0.421745421	0.231074142	0.795505662	0.334780906	0.682199237	C	4
7	1967	11	1.7	1.27	0.43	0.436974424	0.281710051	0.7086055185	0.3699497245	0.6184673235	C	4
7	1968	12	1.725	1.3	0.425	0.445767194	0.263594135	0.849632452	0.344832955	0.751342468	C	4
7	1969	13	1.24	0.955	0.285	0.4545179605	0.2671895955	0.9363872725	0.3485830495	0.814119709	C	4
7	1970	14	1.265	1	0.265	0.424888567	0.2816408185	0.7844144965	0.355415334	0.688202581	C	4
7	1971	15	1.245	0.975	0.27	0.4210705565	0.2780058135	0.78798038	0.34975405	0.681627726	C	4
7	1972	16	1.265	0.95	0.315	0.437970791	0.238202898	0.936216093	0.3139638615	0.813921975	C	4
7	1973	17	1.725	1.265	0.46	0.46359998	0.2490385555	0.936134155	0.34056782	0.803821976	C	4
7	1974	18	1.385	1.045	0.34	0.436761486	0.2454015375	0.849282008	0.3353662125	0.749513677	C	4
7	1975	19	1.385	0.915	0.47	0.5129319715	0.28154432	0.910687502	0.378811912	0.790487611	C	4
7	1976	20	1.39	0.99	0.4	0.4959334205	0.306835962	0.874470995	0.394372512	0.752012803	C	4
7	1977	21	0.97	0.7	0.27	0.439914268	0.267043658	0.8346602965	0.342721384	0.7054368385	C	4
7	1978	22	0.855	0.65	0.205	0.499034579	0.3610361705	0.86355065	0.428670209	0.7288083385	C	4
7	1979	23	1.005	0.765	0.24	0.45417254	0.288711938	0.892426795	0.365627033	0.7433838625	C	4
7	1980	24	1.095	0.715	0.38	0.529105683	0.285083534	0.975521155	0.3741346085	0.835547802	C	4
7	1981	25	0.815	0.615	0.2	0.470865729	0.2886834915	0.9357203385	0.3627517815	0.811844114	C	4
7	1982	26	0.87	0.585	0.285	0.54745761	0.2995153885	1.0007401955	0.4084270145	0.856984788	C	4
7	1983	27	0.52	0.35	0.17	0.4633869925	0.2814287945	0.776625625	0.3628469175	0.6688692925	C	4
7	1984	28	0.495	0.305	0.19	0.5127540555	0.332025976	0.776604879	0.4090494875	0.680763941	C	4
7	1985	29	0.68	0.43	0.25	0.534988089	0.3139448455	0.8994647865	0.4100498905	0.7499295045	C	4
7	1986	30	0.82	0.57	0.25	0.504308377	0.2741772165	0.9283352515	0.382801779	0.7899606065	C	4
7	1987	31	0.89	0.635	0.255	0.4987024355	0.2777806385	0.9355204365	0.375067401	0.818395182	C	4
7	1988	32	0.785	0.605	0.18	0.4602472385	0.27415313	0.9535500305	0.372130165	0.781780634	C	4
7	1989	33	0.745	0.5	0.245	0.534687916	0.2813714665	0.97158592	0.3902282325	0.824361412	C	4
7	1990	34	1.03	0.67	0.36	0.5648895805	0.3247241785	0.971537612	0.410508174	0.857942462	C	4
7	1991	35	1.005	0.71	0.295	0.5008623845	0.281345067	0.9642630215	0.375716519	0.801572677	C	4
7	1992	36	1.005	0.66	0.345	0.512330559	0.2813327605	0.884725017	0.3780052125	0.7693236525	C	4
7	1993	37	1.535	1.045	0.49	0.4703956305	0.2596373305	0.873822951	0.338979232	0.7471478225	C	4
7	1994	38	2.03	1.515	0.515	0.462862434	0.256005046	1.0182295705	0.343385217	0.820857579	C	4
7	1995	39	2.155	1.485	0.67	0.5056213205	0.2559801885	0.956721296	0.358300143	0.8419136295	C	4
7	1996	40	1.825	1.345	0.48	0.5079657875	0.299294697	0.978306295	0.3801248545	0.876270591	C	4
7	1997	41	1.595	1.03	0.565	0.556596686	0.2884334145	1.0504582295	0.3646550435	0.909125724	C	4
7	1998	42	1.19	0.855	0.335	0.5075475505	0.288413504	0.9059390915	0.3873235125	0.8114367355	C	4
7	1999	43	1.065	0.745	0.32	0.543856821	0.3064515875	1.035889229	0.3801312875	0.9246691505	C	4
7	2000	44	1.09	0.825	0.265	0.511182217	0.291989767	0.9925004605	0.398074259	0.8622186565	C	4
7	2001	45	0.87	0.58	0.29	0.574441433	0.3425284195	0.963574921	0.4295121965	0.8590436845	C	4
7	2002	46	1.12	0.755	0.365	0.5567074855	0.310016909	0.992402129	0.4069728705	0.866449196	C	4
7	2003	47	0.875	0.59	0.285	0.5505289065	0.3099992085	0.9995798035	0.3958528885	0.8671654985	C	4
7	2004	48	1.305	0.88	0.425	0.567487186	0.317204742	1.0211790185	0.412650203	0.8937269865	C	4
7	2005	49	1.165	0.815	0.35	0.5379545315	0.288304354	1.00667874	0.385095781	0.8987630035	C	4
7	2006	50	1.115	0.83	0.285	0.5468497465	0.3279956035	1.0318901765	0.42013132	0.916982806	C	4
7	2007	51	1.265	0.915	0.35	0.529160517	0.3099297615	0.999341464	0.3852847705	0.901743713	C	4
7	2008	52	1.015	0.745	0.27	0.5294651305	0.2990815625	0.988461244	0.4063397035	0.8704394385	C	4
7	2009	53	0.965	0.675	0.29	0.5063540975	0.281020153	0.9126188325	0.3858851145	0.789401829	C	4
7	2010	54	0.955	0.635	0.32	0.587112176	0.324316649	1.017238886	0.4290164085	0.8931404165	C	4
7	2011	55	1.195	0.82	0.375	0.554569099	0.313474964	0.9774841255	0.406953364	0.879057819	C	4
7	2012	56	0.955	0.645	0.31	0.5335364715	0.3062387995	0.9666108445	0.4019586235	0.814365525	C	4
7	2013	57	0.73	0.455	0.275	0.5715993345	0.327875836	0.9304883055	0.419472751	0.821618284	C	4
7	2014	58	0.99	0.635	0.355	0.578413243	0.3314710975	0.995394794	0.426153929	0.8536897005	C	4
7	2015	59	1.05	0.74	0.31	0.5097972565	0.284547121	0.919569708	0.38309681	0.806395487	C	4
7	2016	60	0.855	0.59	0.265	0.568200876	0.309788825	0.9808653505	0.4244351375	0.867282011	C	4
7	2017	61	1.09	0.75	0.34	0.54917116	0.291736135	0.9916350505	0.411183597	0.8536051925	C	4
7	2018	62	1.125	0.64	0.485	0.6851566435	0.3350134755	1.164742618	0.462723103	0.980533409	C	4
8	1958	1	0	0	0	0	0	0	0	0	C	4
8	1959	2	1.09	0.685	0.405	0.5471801195	0.377569829	0.64445431	0.5144026555	0.59542232	C	4
8	1960	3	3.635	2.54	1.095	0.370887072	0.2626582475	0.5480701835	0.315509019	0.500245451	C	4
8	1961	4	4.24	3.02	1.22	0.383656409	0.2255877655	0.711150686	0.302672721	0.5853776475	C	4
8	1962	5	2.9	2.41	0.49	0.3446260815	0.232996008	0.655542763	0.293644616	0.5807020905	C	4
8	1963	6	4.08	2.575	1.505	0.427952087	0.247819707	0.7593135685	0.324254865	0.597297692	C	4
8	1964	7	3.755	2.955	0.8	0.410508736	0.2552275015	0.822309528	0.324659562	0.724335375	C	4
8	1965	8	3.295	2.35	0.945	0.3855502855	0.255223774	0.685161148	0.3131695745	0.5679996655	C	4
8	1966	9	3.3	2.65	0.65	0.365459543	0.2144500405	0.7926345825	0.293419212	0.677281889	C	4
8	1967	10	3.025	2.35	0.675	0.4157989025	0.240391418	0.8111559655	0.332783458	0.698364696	C	4
8	1968	11	3.285	2.65	0.635	0.4024224745	0.247800223	0.8519119695	0.320296898	0.752786257	C	4
8	1969	12	3.25	2.46	0.79	0.4161437405	0.2329717915	0.9186112455	0.3036173835	0.7767330395	C	4
8	1970	13	2.695	2.21	0.485	0.3751372055	0.2477932855	0.7666495575	0.3092773685	0.676946145	C	4
8	1971	14	2.59	2.095	0.495	0.4080189545	0.251496047	0.9148838835	0.3150177195	0.807337918	C	4
8	1972	15	2.925	2.295	0.63	0.4024836365	0.2255509105	0.900048515	0.2919189515	0.801360161	C	4
8	1973	16	2.69	1.96	0.73	0.415631763	0.229254371	0.8555660015	0.2939927245	0.750375928	C	4
8	1974	17	2.52	1.79	0.73	0.419259533	0.2514875735	0.8259081765	0.3074066785	0.7042747405	C	4
8	1975	18	2.545	1.855	0.69	0.438842735	0.2477787355	0.862958701	0.3251273785	0.741743266	C	4
8	1976	19	2.64	2.02	0.62	0.4246993215	0.266305482	0.859242965	0.321770763	0.754845369	C	4
8	1977	20	1.75	1.46	0.29	0.375397233	0.232949656	0.796236033	0.317925234	0.6658928345	C	4
8	1978	21	2.005	1.56	0.445	0.4028817435	0.2514772855	0.8369927665	0.3130287215	0.719473258	C	4
8	1979	22	2.095	1.56	0.535	0.4444198075	0.258886317	0.888866128	0.3241372565	0.79425498	C	4
8	1980	23	2.035	1.34	0.695	0.498715929	0.266295287	0.9073868555	0.328560826	0.8286866135	C	4
8	1981	24	1.81	1.24	0.57	0.450534561	0.269998657	0.855499796	0.317552952	0.7334995325	C	4
8	1982	25	1.265	0.815	0.45	0.521369258	0.262585575	0.9592537475	0.3478328875	0.8287821445	C	4
8	1983	26	1.015	0.725	0.29	0.464730486	0.2588782315	0.955543755	0.319979634	0.8313146175	C	4
8	1984	27	1.025	0.755	0.27	0.454778471	0.284816712	0.955539092	0.3352216665	0.786568718	C	4
8	1985	28	1.12	0.77	0.35	0.475677971	0.273698824	0.885127609	0.334400512	0.7790205165	C	4
