Snr	disk	path	wd	year	rwd
6	1.3	1	1.079	1992	0.0219366905889768
6	1.3	2	0.552	1992	0.0177235511318029
6	1.3	3	1.105	1992	0.0280215042856418
6	1.3	4	0.915	1993	0.0250575090371344
7	1.3	1	1.459	1996	0.0483336646127344
7	1.3	2	0.95	1996	0.0408321155333964
7	1.3	3	0.821	1996	0.0376450089412628
7	1.3	4	1.154	1996	0.0466130791291352
8	1.3	1	2.063	1995	0.0642539010184695
8	1.3	2	1.809	1995	0.0559767305133521
8	1.3	3	2.182	1995	0.0675395425140062
8	1.3	4	1.933	1995	0.0577049376082154
9	1.3	1	0.538	1986	0.0200394829962379
9	1.3	2	0.947	1986	0.0273328138078333
9	1.3	3	0.729	1986	0.0267562210966747
9	1.3	4	0.762	1986	0.0268858937266248
10	1.3	1	1.069	2003	0.0252569403425871
10	1.3	2	1.523	2003	0.0306192199437073
10	1.3	3	1.141	2003	0.0275790389635502
10	1.3	4	0.95	2003	0.0233020186906718
10	2	1	1.478	2011	0.0299335709656513
10	2	2	1.611	2011	0.0329495019736977
10	2	3	1.869	2011	0.0354776864524212
10	2	4	1.486	2011	0.0311778775544459
11	1.3	1	1.56	1991	0.0301921848690704
11	1.3	2	0.794	1991	0.023826671468011
11	1.3	3	0.774	1991	0.0237154150197628
11	1.3	4	1.301	1991	0.0291985546603227
12	1.3	1	0.793	1983	0.0165397851705079
12	1.3	2	0.759	1983	0.0206586826347305
12	1.3	3	0.813	1983	0.0239519193942786
12	1.3	4	0.808	1983	0.0211984468464687
1	1.3	1	0.777	1987	0.0344353837971991
1	1.3	2	0.54	1987	0.0228736021687564
1	1.3	3	0.443	1987	0.0216139734582358
1	1.3	4	0.744	1987	0.0293606945540647
2	1.3	1	1.015	1992	0.0287845272531337
2	1.3	2	0.603	1992	0.0299181344579509
2	1.3	3	0.797	1992	0.0302650565808461
2	1.3	4	0.419	1992	0.0218582085659137
3	1.3	1	0.919	1986	0.0249112249600173
3	1.3	2	0.968	1986	0.0332360515021459
3	1.3	3	0.918	1986	0.0279537149817296
3	1.3	4	0.698	1986	0.0213573220733125
4	1.3	1	1.681	1999	0.0459691533581273
4	1.3	2	2.091	1999	0.0498961987257499
4	1.3	3	1.103	1999	0.0342674288554741
4	1.3	4	1.333	1999	0.0314653951468228
5	1.3	1	2.626	1996	0.0455373090328958
5	1.3	2	1.302	1996	0.0319768155807157
5	1.3	3	1.33	1996	0.0351331360946746
5	1.3	4	1.871	1996	0.0392869141609273
6	1.3	1	1.016	1993	0.0206558643544026
6	1.3	2	0.458	1993	0.0147054101781987
6	1.3	3	1.042	1993	0.0264238981589491
6	1.3	4	0.866	1994	0.0237156315039982
7	1.3	1	1.015	1997	0.0336248592062546
7	1.3	2	0.665	1997	0.0285824808733775
7	1.3	3	0.728	1997	0.0333807143839699
7	1.3	4	0.78	1997	0.0315062406592075
8	1.3	1	1.905	1996	0.0593328557635407
8	1.3	2	1.491	1996	0.0461367082340564
8	1.3	3	1.775	1996	0.0549416535116229
8	1.3	4	1.871	1996	0.0558540808406472
9	1.3	1	0.538	1987	0.0200394829962379
9	1.3	2	0.979	1987	0.0282564146967991
9	1.3	3	0.823	1987	0.0302062688101006
9	1.3	4	0.857	1987	0.0302378096111778
10	1.3	1	1.478	2004	0.0349202598936799
10	1.3	2	1.428	2004	0.0287092882991556
10	1.3	3	1.143	2004	0.0276273808372813
10	1.3	4	1.11	2004	0.0272265692069955
11	1.3	1	1.677	1992	0.0324565987342507
11	1.3	2	0.889	1992	0.0266774696915136
11	1.3	3	0.784	1992	0.0240218157306125
11	1.3	4	1.143	1992	0.0256525349552259
12	1.3	1	0.855	1984	0.0178329335697153
12	1.3	2	0.696	1984	0.0189439303211758
12	1.3	3	0.75	1984	0.022095866599888
12	1.3	4	0.682	1984	0.0178927484520936
1	1.3	1	0.444	1988	0.019677362169828
1	1.3	2	0.476	1988	0.0201626567265334
1	1.3	3	0.412	1988	0.0201014832162373
1	1.3	4	0.586	1988	0.0231254932912391
2	1.3	1	1.046	1993	0.0296636605978107
2	1.3	2	0.539	1993	0.0267427437360456
2	1.3	3	0.62	1993	0.0235437077542341
2	1.3	4	0.398	1993	0.0207626897595075
3	1.3	1	0.95	1987	0.0257515383155783
3	1.3	2	0.809	1987	0.0277768240343348
3	1.3	3	0.899	1987	0.0273751522533496
3	1.3	4	0.683	1987	0.0208983538339147
4	1.3	1	1.584	2000	0.043316560927587
4	1.3	2	2.059	2000	0.0491326031450593
4	1.3	3	0.978	2000	0.0303839940350441
4	1.3	4	1.555	2000	0.0367056935133604
5	1.3	1	2.027	1997	0.0351500858376541
5	1.3	2	1.175	1997	0.0288577252744554
5	1.3	3	1.139	1997	0.0300877007607777
5	1.3	4	1.737	1997	0.0364732067864942
6	1.3	1	1.238	1994	0.0251692520381402
6	1.3	2	0.537	1994	0.0172419328945256
6	1.3	3	0.977	1994	0.0247755743774408
6	1.3	4	0.838	1995	0.0229488443422062
7	1.3	1	0.952	1998	0.0315377989796594
7	1.3	2	0.538	1998	0.0231238717441761
7	1.3	3	0.57	1998	0.0261359988995369
7	1.3	4	0.563	1998	0.022741042937351
8	1.3	1	1.682	1997	0.0523873298657614
8	1.3	2	1.587	1997	0.0491072809976174
8	1.3	3	1.584	1997	0.0490296220633299
8	1.3	4	1.68	1997	0.0501522478953967
9	1.3	1	0.443	1988	0.0165009125786866
9	1.3	2	0.725	1988	0.0209253326406327
9	1.3	3	0.665	1988	0.0244072524407252
9	1.3	4	0.794	1988	0.0280149601298426
10	1.3	1	1.324	2005	0.0312817483756645
10	1.3	2	1.713	2005	0.0344390832328106
10	1.3	3	1.048	2005	0.0253311418350575
10	1.3	4	1.427	2005	0.0350020849174618
11	1.3	1	2.088	1993	0.0404110782093712
11	1.3	2	1.453	1993	0.0436022086184132
11	1.3	3	0.979	1993	0.0299966295921807
11	1.3	4	1.365	1993	0.0306349170725139
12	1.3	1	0.947	1985	0.0197517989362812
12	1.3	2	0.887	1985	0.0241426238432226
12	1.3	3	0.593	1985	0.0174704651916448
12	1.3	4	0.725	1985	0.019020883618428
1	1.3	1	0.54	1989	0.0239319269633044
1	1.3	2	0.508	1989	0.0215181294476449
1	1.3	3	0.476	1989	0.023224043715847
1	1.3	4	0.697	1989	0.0275059194948698
2	1.3	1	1.141	1994	0.0323577789121434
2	1.3	2	0.635	1994	0.0315058298189035
2	1.3	3	0.675	1994	0.0256322624743677
2	1.3	4	0.41	1994	0.0213887005060254
3	1.3	1	0.76	1988	0.0206012306524627
3	1.3	2	0.744	1988	0.0255450643776824
3	1.3	3	0.715	1988	0.0217722289890378
3	1.3	4	0.619	1988	0.0189400893458173
4	1.3	1	1.487	2001	0.0406639684970466
4	1.3	2	2.158	2001	0.0514949769728208
4	1.3	3	0.979	2001	0.0304150615136076
4	1.3	4	1.269	2001	0.0299546785006137
5	1.3	1	1.774	1998	0.030762827960532
5	1.3	2	1.142	1998	0.0280472529901515
5	1.3	3	1.36	1998	0.0359256128486898
5	1.3	4	1.832	1998	0.0384679993280699
6	1.3	1	0.889	1995	0.0180738813101023
6	1.3	2	0.599	1995	0.0192326216086049
6	1.3	3	1.292	1995	0.0327636050109043
6	1.3	4	0.57	1996	0.0156095957936247
7	1.3	1	0.984	1999	0.0325978930630093
7	1.3	2	0.728	1999	0.0312902948508553
7	1.3	3	0.949	1999	0.0435141455362465
7	1.3	4	0.782	1999	0.031587025891667
8	1.3	1	0.952	1998	0.0296508549537484
8	1.3	2	1.078	1998	0.0333570566574868
8	1.3	3	0.983	1998	0.0304268424799579
8	1.3	4	1.205	1998	0.0359722968535435
9	1.3	1	0.665	1989	0.0247699929228592
9	1.3	2	0.678	1989	0.0195687938349641
9	1.3	3	0.887	1989	0.0325552374660501
9	1.3	4	0.921	1989	0.0324959424176134
10	1.3	1	1.107	2006	0.0261547548730065
10	1.3	2	1.523	2006	0.0306192199437073
10	1.3	3	0.888	2006	0.0214637919365755
10	1.3	4	1.3	2006	0.0318869729451299
11	1.3	1	3.122	1994	0.0604230776674602
11	1.3	2	1.803	1994	0.0541051494418437
11	1.3	3	2.013	1994	0.0616784630940344
11	1.3	4	2.315	1994	0.0519559216284759
12	1.3	1	1.255	1986	0.0261758264678277
12	1.3	2	0.884	1986	0.0240609689711486
12	1.3	3	0.936	1986	0.0275756415166603
12	1.3	4	0.831	1986	0.0218018679819498
1	1.3	1	0.809	1990	0.0358535720616912
1	1.3	2	0.826	1990	0.0349881396136903
1	1.3	3	0.634	1990	0.0309328649492584
1	1.3	4	0.696	1990	0.027466456195738
2	1.3	1	0.92	1995	0.026090408938801
2	1.3	2	0.445	1995	0.0220788886132473
2	1.3	3	0.603	1995	0.0228981544771018
2	1.3	4	0.41	1995	0.0213887005060254
3	1.3	1	0.887	1989	0.0240438047220189
3	1.3	2	0.746	1989	0.0256137339055794
3	1.3	3	0.655	1989	0.0199451887941535
3	1.3	4	0.73	1989	0.0223364543173612
4	1.3	1	2.303	2002	0.0629785604900459
4	1.3	2	2.38	2002	0.0567924213138616
4	1.3	3	1.33	2002	0.0413197464893749
4	1.3	4	1.585	2002	0.0374138419412709
5	1.3	1	1.71	1999	0.0296530077860822
5	1.3	2	1.524	1999	0.0374290836751234
5	1.3	3	1.297	1999	0.0342614116652578
5	1.3	4	2.328	1999	0.0488829161767176
6	1.3	1	0.857	1996	0.0174233029052392
6	1.3	2	0.536	1996	0.0172098250120405
6	1.3	3	1.135	1996	0.0287822691078765
6	1.3	4	0.697	1997	0.0190875232774674
7	1.3	1	1.048	2000	0.0347180812297091
7	1.3	2	0.569	2000	0.0244562881457921
7	1.3	3	0.919	2000	0.0421385666467972
7	1.3	4	0.845	2000	0.0341317607141415
8	1.3	1	1.016	1999	0.031644189740555
8	1.3	2	1.048	1999	0.032428752668874
8	1.3	3	0.952	1999	0.029467298108769
8	1.3	4	1.312	1999	0.0391665174040241
9	1.3	1	0.949	1990	0.0353484560658547
9	1.3	2	1.15	1990	0.0331919069472104
9	1.3	3	0.983	1990	0.0360786904499743
9	1.3	4	1.048	1990	0.0369769247053842
10	1.3	1	0.982	2007	0.0232014176018901
10	1.3	2	0.999	2007	0.0200844390832328
10	1.3	3	0.825	2007	0.0199410229140481
10	1.3	4	1.143	2007	0.0280360077509873
11	1.3	1	3.009	1995	0.0582360796609185
11	1.3	2	1.809	1995	0.0542851998559597
11	1.3	3	1.85	1995	0.0566841315071851
11	1.3	4	2.664	1995	0.0597885854074556
12	1.3	1	1.321	1987	0.0275524037960163
12	1.3	2	1.061	1987	0.0288786064235166
12	1.3	3	0.842	1987	0.0248062929028076
12	1.3	4	0.918	1987	0.0240843740161612
1	1.3	1	0.587	1991	0.0260148909767772
1	1.3	2	0.571	1991	0.0241867163673331
1	1.3	3	0.507	1991	0.0247365339578454
1	1.3	4	0.774	1991	0.0305445935280189
2	1.3	1	0.793	1996	0.0224887981396404
2	1.3	2	0.412	1996	0.0204415777722649
2	1.3	3	0.595	1996	0.0225943646996279
2	1.3	4	0.389	1996	0.0202931816996192
3	1.3	1	1.234	1990	0.0334498929278144
3	1.3	2	0.904	1990	0.0310386266094421
3	1.3	3	1.093	1990	0.0332825822168088
3	1.3	4	1.175	1990	0.0359525120861636
4	1.3	1	1.824	2003	0.0498796762196456
4	1.3	2	2.315	2003	0.0552413677905839
4	1.3	3	1.3	2003	0.0403877221324717
4	1.3	4	1.235	2003	0.0291521102823152
5	1.3	1	2.151	2000	0.0373003624256507
5	1.3	2	1.524	2000	0.0374290836751234
5	1.3	3	1.617	2000	0.0427144970414201
5	1.3	4	2.158	2000	0.0453132874181085
6	1.3	1	1.14	1997	0.023176855673247
6	1.3	2	0.758	1997	0.0243377749237438
6	1.3	3	1.067	1997	0.0270578688441446
6	1.3	4	0.918	1998	0.0251396648044693
7	1.3	1	1.048	2001	0.0347180812297091
7	1.3	2	0.791	2001	0.0339981088283332
7	1.3	3	1.015	2001	0.046540419093035
7	1.3	4	0.939	2001	0.0379286666397382
8	1.3	1	0.887	2000	0.0276263743108979
8	1.3	2	0.888	2000	0.027477798062939
8	1.3	3	0.793	2000	0.0245457640758969
8	1.3	4	0.974	2000	0.0290763627679264
9	1.3	1	0.853	1991	0.0317726375386449
9	1.3	2	0.915	1991	0.0264092129188674
9	1.3	3	0.698	1991	0.0256184394039492
9	1.3	4	0.95	1991	0.0335191588455296
10	1.3	1	0.855	2008	0.0202008269344359
10	1.3	2	1.301	2008	0.0261560112585444
10	1.3	3	0.793	2008	0.0191675529343517
10	1.3	4	0.984	2008	0.0241359856753906
11	1.3	1	2.629	1996	0.0508815730902475
11	1.3	2	1.617	1996	0.0485235866042492
11	1.3	3	1.73	1996	0.0530073229769893
11	1.3	4	2.468	1996	0.0553897255201203
12	1.3	1	1.101	1988	0.0229638127020544
12	1.3	2	0.876	1988	0.0238432226456179
12	1.3	3	0.831	1988	0.024482220192676
12	1.3	4	0.744	1988	0.0195193619477385
1	1.3	1	0.572	1992	0.0253501152277965
1	1.3	2	0.698	1992	0.0295662487292443
1	1.3	3	0.571	1992	0.0278590944574551
1	1.3	4	0.82	1992	0.0323599052880821
2	1.3	1	0.857	1997	0.0243037831092961
2	1.3	2	0.428	1997	0.0212354254527413
2	1.3	3	0.519	1997	0.019708361813625
2	1.3	4	0.432	1997	0.0225363868746413
3	1.3	1	1.33	1991	0.0360521536418097
3	1.3	2	0.872	1991	0.0299399141630901
3	1.3	3	1.062	1991	0.0323386114494519
3	1.3	4	1.238	1991	0.0378801786916345
4	1.3	1	1.569	2004	0.0429063662218333
4	1.3	2	2.19	2004	0.0522585725535113
4	1.3	3	1.458	2004	0.0452963837454952
4	1.3	4	1.708	2004	0.0403172504957039
5	1.3	1	1.898	2001	0.0329131045485286
5	1.3	2	1.46	2001	0.0358572586388978
5	1.3	3	1.396	2001	0.036876584953508
5	1.3	4	2.093	2001	0.0439484293633462
6	1.3	1	1.172	1998	0.0238274340781101
6	1.3	2	0.789	1998	0.0253331192807834
6	1.3	3	1.101	1998	0.0279200689760105
6	1.3	4	1.012	1999	0.0277138788476284
7	1.3	1	1.143	2002	0.0378652355396541
7	1.3	2	0.889	2002	0.0382102639044099
7	1.3	3	1.046	2002	0.0479618506121326
7	1.3	4	1.032	2002	0.0416851799491053
8	1.3	1	0.822	2001	0.0256018936680475
8	1.3	2	0.951	2001	0.0294272364390259
8	1.3	3	0.698	2001	0.0216052248738663
8	1.3	4	0.889	2001	0.0265388978446474
9	1.3	1	0.567	1992	0.0211196781763325
9	1.3	2	1.105	1992	0.0318930931971022
9	1.3	3	0.729	1992	0.0267562210966747
9	1.3	4	0.698	1992	0.0246277609201891
10	1.3	1	0.867	2009	0.0204843473124631
10	1.3	2	1.222	2009	0.0245677523120225
10	1.3	3	0.857	2009	0.0207144928937446
10	1.3	4	0.921	2009	0.0225906939095882
11	1.3	1	2.442	1997	0.047262381698891
11	1.3	2	1.93	1997	0.0579162165406314
11	1.3	3	1.698	1997	0.0520268407022704
11	1.3	4	2.531	1997	0.0568036447696209
12	1.3	1	1.164	1989	0.0242778183335071
12	1.3	2	1.295	1989	0.0352476864452912
12	1.3	3	1.086	1989	0.0319948148366379
12	1.3	4	1.045	1989	0.0274163081120789
1	1.3	1	0.349	1993	0.0154671157596171
1	1.3	2	0.508	1993	0.0215181294476449
1	1.3	3	0.475	1993	0.0231752537080406
1	1.3	4	0.567	1993	0.0223756906077348
2	1.3	1	0.762	1998	0.0216096647949634
2	1.3	2	0.491	1998	0.0243612006946167
2	1.3	3	0.556	1998	0.0211133895344422
2	1.3	4	0.391	1998	0.0203975168240388
3	1.3	1	1.647	1992	0.0446450353744816
3	1.3	2	0.888	1992	0.0304892703862661
3	1.3	3	1.057	1992	0.0321863580998782
3	1.3	4	0.953	1992	0.0291597821430757
4	1.3	1	1.258	2005	0.034401662655874
4	1.3	2	1.397	2005	0.033335719569523
4	1.3	3	1.172	2005	0.0364110848763514
4	1.3	4	1.33	2005	0.0313945803040317
5	1.3	1	2.72	2002	0.047167357414119
5	1.3	2	1.712	2002	0.0420463197190363
5	1.3	3	1.3	2002	0.0343406593406593
5	1.3	4	2.277	2002	0.0478120275491349
6	1.3	1	1.612	1999	0.0327728871449773
6	1.3	2	0.946	1999	0.030374056830952
6	1.3	3	1.321	1999	0.0334990110057311
6	1.3	4	1.201	2000	0.0328896921897251
7	1.3	1	1.016	2003	0.0336579871463592
7	1.3	2	0.889	2003	0.0382102639044099
7	1.3	3	1.016	2003	0.0465862717226833
7	1.3	4	0.625	2003	0.0252453851435957
8	1.3	1	1.137	2002	0.0354128383218613
8	1.3	2	1.204	2002	0.0372559334096605
8	1.3	3	0.699	2002	0.0216361779180982
8	1.3	4	1.047	2002	0.0312555973490955
9	1.3	1	1.321	1993	0.0492047528587924
9	1.3	2	1.552	1993	0.044794643114844
9	1.3	3	1.268	1993	0.0465389414959994
9	1.3	4	1.365	1993	0.048161738762261
10	1.3	1	1.09	2010	0.0257531010041347
10	1.3	2	1.458	2010	0.0293124246079614
10	1.3	3	0.984	2010	0.0237842018756647
10	1.3	4	1.286	2010	0.0315435747749516
11	1.3	1	1.873	1998	0.0362499758075442
11	1.3	2	1.429	1998	0.0428820069619493
11	1.3	3	1.607	1998	0.0492385942335386
11	1.3	4	2.18	1998	0.0489260946652602
12	1.3	1	1.478	1990	0.0308269892585254
12	1.3	2	1.069	1990	0.0290963527490474
12	1.3	3	1.248	1990	0.0367675220222137
12	1.3	4	1.407	1990	0.0369136320705216
1	1.3	1	0.381	1994	0.0168853040241092
1	1.3	2	0.635	1994	0.0268976618095561
1	1.3	3	0.536	1994	0.0261514441842311
1	1.3	4	0.632	1994	0.0249408050513023
2	1.3	1	1.079	1999	0.0305995122227894
2	1.3	2	0.665	1999	0.0329942942197966
2	1.3	3	0.612	1999	0.0232399179767601
2	1.3	4	0.558	1999	0.0291094997130784
3	1.3	1	1.299	1993	0.0352118402862487
3	1.3	2	0.793	1993	0.0272274678111588
3	1.3	3	0.995	1993	0.0302984165651644
3	1.3	4	0.984	1993	0.0301083165044979
4	1.3	1	0.967	2006	0.0264438853642529
4	1.3	2	1.173	2006	0.027990550504689
4	1.3	3	0.823	2006	0.0255685348577109
4	1.3	4	1.107	2006	0.0261306769898971
5	1.3	1	1.936	2003	0.0335720602771082
5	1.3	2	1.682	2003	0.0413095267333055
5	1.3	3	1.674	2003	0.044220202874049
5	1.3	4	2.059	2003	0.0432345036116244
6	1.3	1	1.923	2000	0.0390956960172403
6	1.3	2	0.977	2000	0.0313694011879917
6	1.3	3	1.416	2000	0.0359080996094741
6	1.3	4	1.29	2001	0.0353269799539928
7	1.3	1	1.207	2004	0.0399854237063539
7	1.3	2	0.984	2004	0.0422934754577495
7	1.3	3	0.984	2004	0.0451189875739374
7	1.3	4	0.873	2004	0.0352627539685745
8	1.3	1	1.296	2003	0.040365029432834
8	1.3	2	1.142	2003	0.0353374384998607
8	1.3	3	1.143	2003	0.0353793295570619
8	1.3	4	1.173	2003	0.0350170159412502
9	1.3	1	1.977	1994	0.0736395127947257
9	1.3	2	2.249	1994	0.0649118249776316
9	1.3	3	1.774	1994	0.0651104749321001
9	1.3	4	2.223	1994	0.0784348316985393
10	1.3	1	1.34	2011	0.0316597755463674
10	1.3	2	1.614	2011	0.0324487334137515
10	1.3	3	1.111	2011	0.0268539108575848
10	1.3	4	1.237	2011	0.0303416811793274
11	1.3	1	1.902	1999	0.0368112407826743
11	1.3	2	1.397	1999	0.0419217380866643
11	1.3	3	1.418	1999	0.0434476207984802
11	1.3	4	1.828	1999	0.041026101398209
12	1.3	1	1.51	1991	0.0314944206903744
12	1.3	2	1.234	1991	0.0335873707131192
12	1.3	3	1.158	1991	0.0341160180302271
12	1.3	4	1.285	1991	0.0337128764823171
1	1.3	1	0.54	1995	0.0239319269633044
1	1.3	2	0.539	1995	0.0228312436462216
1	1.3	3	0.566	1995	0.0276151444184231
1	1.3	4	0.664	1995	0.0262036306235201
2	1.3	1	1.143	2000	0.0324144971924451
2	1.3	2	0.538	2000	0.0266931282560159
2	1.3	3	0.819	2000	0.0311004784688995
2	1.3	4	0.565	2000	0.0294746726485471
3	1.3	1	1.265	1994	0.0342902062833753
3	1.3	2	1.079	1994	0.0370472103004292
3	1.3	3	1.342	1994	0.0408647990255786
3	1.3	4	1.397	1994	0.0427452420292516
4	1.3	1	0.935	2007	0.0255688033253118
4	1.3	2	1.079	2007	0.0257474884864104
4	1.3	3	0.919	2007	0.0285510127998012
4	1.3	4	1.171	2007	0.0276413936361061
5	1.3	1	2.124	2004	0.0368321570395547
5	1.3	2	1.453	2004	0.0356853402755606
5	1.3	3	1.447	2004	0.0382237954353339
5	1.3	4	1.803	2004	0.0378590626574836
6	1.3	1	1.986	2001	0.0403765222518145
6	1.3	2	1.166	2001	0.037437790977685
6	1.3	3	1.287	2001	0.0326368108738652
6	1.3	4	1.547	2002	0.042364990689013
7	1.3	1	1.079	2005	0.0357450473729543
7	1.3	2	1.111	2005	0.0477520845869509
7	1.3	3	1.048	2005	0.0480535558714292
7	1.3	4	1.045	2005	0.0422102839600921
8	1.3	1	0.979	2004	0.0304917930669324
8	1.3	2	1.047	2004	0.0323978092025869
8	1.3	3	0.984	2004	0.0304577955241898
8	1.3	4	1.205	2004	0.0359722968535435
9	1.3	1	1.788	1995	0.0665996200692815
9	1.3	2	1.679	1995	0.0484601841429272
9	1.3	3	1.9	1995	0.0697350069735007
9	1.3	4	1.778	1995	0.0627337520287912
11	1.3	1	2.091	2000	0.0404691401033502
11	1.3	2	1.428	2000	0.0428519985595967
11	1.3	3	1.358	2000	0.0416092165333824
11	1.3	4	2.18	2000	0.0489260946652602
12	1.3	1	1.281	1992	0.026718114506205
12	1.3	2	1.074	1992	0.0292324442025041
12	1.3	3	1.001	1992	0.0294906166219839
12	1.3	4	1.029	1992	0.0269965368873964
1	1.3	1	0.524	1996	0.0232228328310583
1	1.3	2	0.73	1996	0.0309217214503558
1	1.3	3	0.692	1996	0.0337626854020297
1	1.3	4	0.854	1996	0.0337016574585635
2	1.3	1	0.889	2001	0.025211275594124
2	1.3	2	0.538	2001	0.0266931282560159
2	1.3	3	1.018	2001	0.038657249183565
2	1.3	4	0.566	2001	0.0295268402107569
3	1.3	1	1.046	1995	0.0283537990295736
3	1.3	2	0.857	1995	0.0294248927038627
3	1.3	3	1.189	1995	0.0362058465286236
3	1.3	4	0.951	1995	0.0290985863778227
4	1.3	1	0.803	2008	0.0219590899146795
4	1.3	2	1.206	2008	0.0287780084472761
4	1.3	3	0.951	2008	0.0295451721138312
4	1.3	4	1.23	2008	0.0290340855443301
5	1.3	1	1.978	2005	0.0343003797665909
5	1.3	2	1.386	2005	0.0340398359407618
5	1.3	3	1.042	2005	0.0275253592561285
5	1.3	4	1.513	2005	0.031769695951621
6	1.3	1	2.829	2002	0.0575151971049261
6	1.3	2	1.698	2002	0.0545191844597849
6	1.3	3	2.222	2002	0.0563473145001775
6	1.3	4	1.802	2003	0.0493482309124767
7	1.3	1	1.111	2006	0.0368051414563042
7	1.3	2	0.889	2006	0.0382102639044099
7	1.3	3	0.698	2006	0.0320051354945206
7	1.3	4	1.045	2006	0.0422102839600921
8	1.3	1	1.363	2005	0.0424518017877721
8	1.3	2	1.619	2005	0.0500974719188043
8	1.3	3	1.172	2005	0.036276967839787
8	1.3	4	1.364	2005	0.0407188488865007
9	1.3	1	1.415	1996	0.0527060751666853
9	1.3	2	2.154	1996	0.0621698848385142
9	1.3	3	1.869	1996	0.0685972252807752
9	1.3	4	1.429	1996	0.0504198715686966
11	1.3	1	1.806	2001	0.0349532601753469
11	1.3	2	1.079	2001	0.0323790661385188
11	1.3	3	1.36	2001	0.0416704966755523
11	1.3	4	2.022	2001	0.0453800749601634
12	1.3	1	2.233	1993	0.0465741996037126
12	1.3	2	1.414	1993	0.0384866630375612
12	1.3	3	1.173	1993	0.0345579353622249
12	1.3	4	1.433	1993	0.0375957603106307
1	1.3	1	0.492	1997	0.0218046445665662
1	1.3	2	0.666	1997	0.0282107760081328
1	1.3	3	0.629	1997	0.0306889149102264
1	1.3	4	0.761	1997	0.0300315706393054
2	1.3	1	1.206	2002	0.03420112302195
2	1.3	2	0.635	2002	0.0315058298189035
2	1.3	3	1.516	2002	0.0575681628313207
2	1.3	4	0.785	2002	0.0409515363347071
3	1.3	1	0.952	1996	0.0258057520804532
3	1.3	2	0.889	1996	0.0305236051502146
3	1.3	3	1.101	1996	0.0335261875761267
3	1.3	4	0.919	1996	0.0281194541337739
4	1.3	1	1.088	2009	0.0297527893239991
4	1.3	2	1.429	2009	0.0340993151502136
4	1.3	3	1.427	2009	0.0443332919100286
4	1.3	4	2.086	2009	0.0492399206873761
5	1.3	1	1.801	2006	0.0312310333466281
5	1.3	2	1.045	2006	0.025664955669622
5	1.3	3	1.044	2006	0.0275781910397295
5	1.3	4	1.543	2006	0.0323996304384344
6	1.3	1	2.437	2003	0.0495456116453534
6	1.3	2	1.38	2003	0.0443088778295071
6	1.3	3	1.65	2003	0.0418420652229041
6	1.3	4	1.515	2004	0.0414886625041078
7	1.3	1	1.143	2007	0.0378652355396541
7	1.3	2	1.143	2007	0.0491274821628127
7	1.3	3	0.762	2007	0.0349397037920125
7	1.3	4	0.929	2007	0.0375247404774407
8	1.3	1	0.95	2006	0.0295885632416607
8	1.3	2	1.016	2006	0.031438561747687
8	1.3	3	1.173	2006	0.0363079208840189
8	1.3	4	0.952	2006	0.0284196071407248
9	1.3	1	1.443	1997	0.0537490222371215
9	1.3	2	2.122	1997	0.0612462839495483
9	1.3	3	1.649	1997	0.0605226455259488
9	1.3	4	1.428	1997	0.0503845882435961
11	1.3	1	1.966	2002	0.0380498945208926
11	1.3	2	1.174	2002	0.0352298643620214
11	1.3	3	1.103	2002	0.0337959984067163
11	1.3	4	2.4	2002	0.0538635904571672
12	1.3	1	2.357	1994	0.0491604964021274
12	1.3	2	1.576	1994	0.0428960261295591
12	1.3	3	1.25	1994	0.0368264443331467
12	1.3	4	1.928	1994	0.050582432574247
1	1.3	1	0.571	1998	0.0253057968445311
1	1.3	2	0.793	1998	0.0335903083700441
1	1.3	3	0.629	1998	0.0306889149102264
1	1.3	4	0.853	1998	0.0336621941594317
2	1.3	1	1.302	2003	0.0369236004764336
2	1.3	2	0.82	2003	0.0406846936244108
2	1.3	3	1.306	2003	0.0495936811726285
2	1.3	4	0.878	2003	0.0458031196202201
3	1.3	1	1.142	1997	0.0309560597435689
3	1.3	2	0.794	1997	0.0272618025751073
3	1.3	3	1.038	1997	0.0316077953714982
3	1.3	4	0.823	1997	0.0251820574016278
4	1.3	1	1.276	2010	0.0348938963027784
4	1.3	2	1.556	2010	0.0371298351110793
4	1.3	3	1.872	2010	0.0581583198707593
4	1.3	4	2.373	2010	0.0560145406477198
5	1.3	1	1.613	2007	0.0279709365841816
5	1.3	2	1.523	2007	0.0374045239089324
5	1.3	3	1.266	2007	0.0334425190194421
5	1.3	4	1.668	2007	0.0350243574668234
6	1.3	1	2.382	2004	0.048427430011995
6	1.3	2	1.663	2004	0.0533954085728046
6	1.3	3	1.587	2004	0.0402444590962114
6	1.3	4	1.699	2005	0.046527549567313
7	1.3	1	0.889	2008	0.0294507387530643
7	1.3	2	0.888	2008	0.0381672827301642
7	1.3	3	0.762	2008	0.0349397037920125
7	1.3	4	0.71	2008	0.0286787575231248
8	1.3	1	0.886	2007	0.0275952284548541
8	1.3	2	0.857	2007	0.0265185506080391
8	1.3	3	0.854	2007	0.0264338997740428
8	1.3	4	1.021	2007	0.0304794316078572
9	1.3	1	0.911	1998	0.0339330278988341
9	1.3	2	1.014	1998	0.0292666031691056
9	1.3	3	0.983	1998	0.0360786904499743
9	1.3	4	0.889	1998	0.0313668760143956
