plot	rep	nr	year	d	h	lc	bc	h.1	d.1	bc.1	lc.1
2	1	42	2012	0.196877090066225	16.9861583563071	7.88827651659813	9.09788183970893	16.6591731455534	0.193	8.89575616451338	7.76341698104002
2	1	43	2012	0.205184658906355	17.142854268288	8.06423414908935	9.07862011919863	16.8055573585736	0.2005	8.88553561799704	7.92002174057655
2	1	44	2012	0.210656001554881	17.2406212685759	8.17857262439065	9.0620486441853	16.8801177251825	0.2045	8.87760843422392	8.00250929095856
2	1	45	2012	0.176142859481113	16.5451504117684	7.43491293815344	9.11023747361495	16.2328932245335	0.1735	8.89010571316211	7.34278751137141
2	1	46	2012	0.17748746587503	16.5761702831436	7.46500173608653	9.11116854705707	16.2328932245335	0.1735	8.89010571316211	7.34278751137141
2	1	47	2012	0.134365919226434	15.3587004250501	6.436848447442	8.92185197760806	15.0409322822418	0.132440958219696	8.6703889803509	6.37054330189095
2	1	48	2012	0.275914328447297	18.154172402751	9.47033870544804	8.68383369730297	17.8595964999907	0.272	8.54735583942994	9.31224066056081
2	1	49	2012	0.19613330122799	16.9716157302174	7.87237663035557	9.09923909986182	16.6692111674231	0.1935	8.8952716232295	7.77393954419364
2	1	50	2012	0.173219325277876	16.4764256034276	7.36912824256463	9.107297360863	16.1361625214916	0.1695	8.8823925556025	7.25376996588908
2	1	51	2012	0.17194413775352	16.4458868121599	7.34027444753153	9.10561236462834	16.1484445429122	0.17	8.88349127501751	7.26495326789465
2	1	52	2012	0.212042004081774	17.2647419780867	8.20735300582383	9.05738897226287	16.9255443725757	0.207	8.87182637880384	8.05371799377191
2	1	53	2012	0.170293749578512	16.4058421584717	7.30278309352864	9.10305906494302	16.0989814829872	0.168	8.87885997630224	7.22012150668494
2	1	54	2012	0.153776091966881	15.9696983916382	6.9175144424742	9.05218394916399	15.6683954044196	0.152	8.81718559229361	6.85120981212599
2	1	55	2012	0.176231185977272	16.5471993185964	7.43689264693581	9.11030667166057	16.2328932245335	0.1735	8.89010571316211	7.34278751137141
2	1	56	2012	0.209471134267715	17.2197973786086	8.15391084637892	9.06588653222964	16.8616972523733	0.2035	8.87974510081238	7.98195215156088
2	1	57	2012	0.203217922287951	17.1066827608134	8.02284113833309	9.08384162248034	16.8055573585736	0.2005	8.88553561799704	7.92002174057655
2	1	58	2012	0.233117405485277	17.6025045908832	8.63671757702101	8.96578701386222	17.2595372757418	0.227	8.80482736141995	8.45470991432187
2	1	59	2012	0.150088329031158	15.8626068595042	6.82874100198645	9.03386585751776	15.5800458238068	0.149	8.80024485559963	6.7798009682072
2	1	60	2012	0.128164906397821	15.1359421078617	6.27548404947859	8.86045805838312	14.7640802894074	0.12494796026257	8.58837494155492	6.17570534785244
2	1	61	2012	0.119498553277016	14.7979160406081	6.04241490046043	8.75550114014763	14.527233163047	0.119	8.51119299458436	6.01604016846268
2	1	62	2012	0.142719355021695	15.6365086225805	6.64791952961477	8.98858909296574	15.3148300919317	0.1405	8.74172704748734	6.57310304444437
2	1	63	2012	0.159386944668315	16.1254857389729	7.05055286299646	9.07493287597647	15.8100239072507	0.157	8.84145075393074	6.96857315331992
2	1	64	2012	0.209820849283621	17.2259632568337	8.16119540559581	9.06476785123792	16.8801177251825	0.2045	8.87760843422392	8.00250929095856
2	1	65	2012	NA	NA	NA	NA	15.0813184167613	0.13358688461872	8.68155050755914	6.39976790920217
2	1	66	2012	0.176011756947844	16.5421063011271	7.43197363464719	9.11013266647995	16.2565418100068	0.1745	8.89165708588829	7.36488472411853
2	1	67	2012	0.21686078982577	17.3466604848143	8.30686170379957	9.0397987810147	17.031058287431	0.213	8.85547450763402	8.175583779797
2	1	68	2012	0.228233430530143	17.5287753268341	8.53851221617603	8.99026311065806	17.2283177574347	0.225	8.81306390178817	8.41525385564654
2	1	69	2012	0.19261102342596	16.9015432852355	7.79673852175369	9.10480476348184	16.5773655967632	0.189	8.89857208569402	7.67879351106921
2	1	70	2012	0.202372286454804	17.0909575760012	8.00499429642783	9.08596327957337	16.7673812328747	0.1985	8.88886738735151	7.87851384552318
2	1	71	2012	0.154125413182911	15.9796444495239	6.92586725709636	9.05377719242754	15.6683954044196	0.152	8.8171855922936	6.85120981212599
2	1	72	2012	0.189224327380551	16.8322332099929	7.72346137305414	9.10877183693876	16.524839060788	0.1865	8.89934673110193	7.62549232968611
2	1	73	2012	0.225234878351264	17.4822153131765	8.47784963166319	9.00436568151328	17.1806298894568	0.222	8.82481350142313	8.3558163880337
2	1	74	2012	0.18681373699568	16.7816990526223	7.67096248118735	9.11073657143498	16.4711973278111	0.184	8.89933466621848	7.57186266159258
2	1	75	2012	0.145366255771992	15.7196567563773	6.71341814447136	9.00623861190596	15.4110565890681	0.1435	8.76423194509534	6.64682464397278
2	1	76	2012	0.129835527776705	15.1974377846373	6.31937669864884	8.87806108598848	14.9166148232034	0.129	8.63471954398375	6.28189527921965
2	1	77	2012	0.125006545082295	15.0165425929746	6.19161572133817	8.82492687163641	14.7273923591726	0.124	8.57682353487535	6.15056882429728
2	1	78	2012	0.16435964345873	16.2568110664566	7.16654611027121	9.09026495618541	15.9582035468246	0.1625	8.8627679631898	7.09543558363476
2	1	79	2012	0.186936263763476	16.7842922806878	7.67363793469969	9.11065434598813	16.4603320528644	0.1835	8.89923565330681	7.56109639955757
2	1	80	2012	0.190899853522052	16.8667656869452	7.75978323882183	9.10698244812335	16.556486589676	0.188	8.89897478245017	7.65751180722585
2	1	81	2012	0.171732311965404	16.440780176353	7.33547185963204	9.105308316721	16.0739111957788	0.167	8.87630522958894	7.19760596618982
2	1	82	2012	0.2253229377713	17.4835970743358	8.47963523839342	9.00396183594236	17.1806298894568	0.222	8.82481350142313	8.3558163880337
2	1	83	2012	0.188756178884772	16.8224985868699	7.71328840461698	9.10921018225287	16.5035181506061	0.1855	8.89943769541963	7.6040804551865
2	1	84	2012	0.227970358762879	17.5247305825946	8.53320154032254	8.99152904227203	17.2283177574347	0.225	8.81306390178817	8.41525385564654
2	1	85	2012	0.188812676107365	16.823675396165	7.71451667413849	9.10915872202648	16.5142010472792	0.186	8.89940804475881	7.61479300252038
2	1	86	2012	0.121592862693524	14.8826594689827	6.09960190157665	8.78305756740602	14.5884839762691	0.1205	8.53173311599707	6.05675086027208
2	1	87	2012	0.117203231401695	14.7026618827251	5.97906781886721	8.72359406385789	14.3801083641666	0.1155	8.46029026545196	5.91981809871459
2	1	88	2012	0.259988587349078	17.96666441681	9.16520202141668	8.8014623953933	17.6408676319401	0.254	8.66534924450304	8.97551838743706
2	1	89	2012	0.207479480350597	17.1843641453097	8.1123341337712	9.07203001153848	16.8801177251825	0.2045	8.87760843422392	8.00250929095856
2	1	90	2012	0.186672134247913	16.778698765719	7.6678695455995	9.11082922011953	16.4164048200917	0.1815	8.8985107408364	7.51789407925532
2	1	91	2012	0.2162394627929	17.3362640101415	8.29407848361228	9.04218552652926	17.031058287431	0.213	8.85547450763402	8.175583779797
2	1	92	2012	0.162860109399491	16.2178489565418	7.1317495090821	9.08609944745966	15.9185487895501	0.161	8.85748923664387	7.06105955290628
2	1	93	2012	0.238858818194816	17.6859959440634	8.75125683229861	8.93473911176478	17.4018906611336	0.2365	8.76151755821156	8.64037310292206
2	1	94	2012	0.226532355825717	17.5024855206433	8.50413364914215	8.99835187150111	17.1886505883527	0.2225	8.82290649627154	8.36574409208114
2	1	95	2012	0.0815859251270374	12.8160533778291	4.88110533981988	7.93494803800924	12.5266672103621	0.081	7.67291210353495	4.85375510682718
2	1	96	2012	0.212449940595013	17.2717929762757	8.2158100466142	9.05598292966152	16.9345242839655	0.2075	8.87059563446066	8.06392864950484
2	1	97	2012	0.19716180342454	16.991702050104	7.89435624108082	9.09734580902321	16.6792082732187	0.194	8.89475822281851	7.78445005040015
2	2	1	2012	0.249278004165338	18.3951467272866	9.22638758376744	9.16875914351913	18.0790249672552	0.243	9.03442046918559	9.04460449806963
2	2	2	2012	0.142985726358214	15.0448056098418	6.38728686118015	8.65751874866161	14.751351214115	0.1405	8.43183061345103	6.319520600664
2	2	3	2012	0.200571289310653	17.1660468599181	8.00410415992164	9.16194269999643	16.8962897622335	0.1975	8.98249903251127	7.91379072972227
2	2	4	2012	0.210815278809284	17.4579995548463	8.26981499416662	9.18818456067971	17.1593637013816	0.2065	9.01405776870169	8.14530593267988
2	2	5	2012	0.139985652143939	14.9053158401097	6.29566603010892	8.60964981000076	14.5605426657237	0.1365	8.36360770620785	6.19693495951586
2	2	6	2012	0.151894457390286	15.4388508540379	6.65423593319996	8.78461492083798	15.0700029588002	0.1475	8.53999545310388	6.53000750569631
2	2	7	2012	0.193666765393389	16.9572636773202	7.82192057224326	9.13534310507695	16.5675852619231	0.187	8.92974171447081	7.63784354745234
2	2	8	2012	0.221972854138961	17.7539536445043	8.55353720250441	9.20041644199985	17.4990774963782	0.219	9.0391224142406	8.45995508213758
2	2	9	2012	0.20856631711748	17.3956374758361	8.21192778363375	9.18370969220236	17.0444586543373	0.2025	9.00150668463579	8.04295196970149
2	2	10	2012	0.165120772035783	15.973432991408	7.03772212227387	8.93571086913416	15.7133317069399	0.163	8.73376661980305	6.97956508713688
2	2	11	2012	0.221560767048916	17.7434043588696	8.5431568669718	9.20024749189783	17.4860232958913	0.2185	9.03851038292726	8.44751291296409
2	2	12	2012	0.249363167427242	18.3969829731896	9.22844378966987	9.16853918351976	18.1013569276236	0.244	9.03288645959447	9.06847046802909
2	2	13	2012	0.180355155596007	16.5244274736373	7.46288539474385	9.06154207889343	16.2825472535568	0.1785	8.87316454221542	7.4093827113414
2	2	14	2012	0.157198980353024	15.6600909269799	6.80978064491832	8.85031028206155	15.3076186507667	0.153	8.61560935744872	6.69200929331802
2	2	15	2012	0.186301743698636	16.7229682620537	7.62460572967017	9.09836253238354	16.3851961088368	0.1815	8.89463228416846	7.49056382466834
2	2	16	2012	0.146646100892039	15.2102641809913	6.49787268343868	8.71239149755263	14.7747444979909	0.141	8.44002170318533	6.33472279480558
2	2	17	2012	0.141118105843885	14.9583895312972	6.33035701336826	8.62803251792894	14.6328682337427	0.138	8.38975957356423	6.24310866017846
2	2	18	2012	0.178123834720525	16.4476474467947	7.40161798579194	9.04602946100279	16.1420477766722	0.1745	8.84187831903526	7.30016945763695
2	2	19	2012	0.202266850570015	17.2157970678354	8.04845176038924	9.16734530744615	16.8508203183667	0.196	8.97605144411155	7.87476887425519
2	2	20	2012	0.166736874193718	16.0349870061436	7.08361860530839	8.95136840083519	15.7521517888649	0.164	8.7442972509334	7.00785453793145
2	2	21	2012	0.181839859526434	16.5748152328091	7.50347243471793	9.07134279809119	16.3512337994974	0.1805	8.88766240672348	7.4635713927739
2	2	22	2012	0.185169535024798	16.6858314630557	7.5939853938675	9.09184606918822	16.4020832201008	0.182	8.89804834258672	7.50403487751407
2	2	23	2012	0.214583145176435	17.5603941843893	8.36625995513997	9.19413422924938	17.2573677796662	0.21	9.02318424101893	8.23418353864731
2	2	24	2012	0.210225524749894	17.4417374164702	8.25465855991295	9.18707885655725	17.1451720225652	0.206	9.01261426236885	8.13255776019639
2	2	25	2012	0.172380571402808	16.243996537611	7.24237585428892	9.00162068332203	15.9788073408751	0.17	8.80288625970836	7.17592108116677
2	2	26	2012	0.185616958399184	16.7005437502579	7.60609527613214	9.09444847412578	16.4020832201008	0.182	8.89804834258672	7.50403487751407
2	2	27	2012	0.198601270182511	17.1075030435336	7.95238732875962	9.15511571477399	16.7894413818923	0.194	8.96690369114449	7.82253769074785
2	2	28	2012	0.231566630204455	17.9918156967434	8.79320127013329	9.19861442661006	17.7022779792421	0.227	9.04477457637095	8.65750340287111
2	2	29	2012	0.235424263179875	18.0834555970298	8.88853376899175	9.19492182803804	17.7879490351977	0.2305	9.04488849170808	8.74306054348967
2	2	30	2012	0.154949936541504	15.5674515308483	6.7441281558897	8.82332337495865	15.3076186507667	0.153	8.61560935744872	6.69200929331802
2	2	31	2012	0.174127744186966	16.3068891765266	7.29105998325089	9.01582919327567	15.9972240206406	0.1705	8.80742311331189	7.18980090732873
2	2	32	2012	0.196573548384292	17.0463967649071	7.89893743483904	9.14745933006802	16.7739603128423	0.1935	8.96451698985064	7.80944332299167
2	2	33	2012	0.1694699238384	16.137339134539	7.16078992471287	8.9765492098261	15.8668018573908	0.167	8.77456141704401	7.09224044034682
2	2	34	2012	0.190202929949064	16.8486165756781	7.72951855443487	9.11909802124324	16.5513058271777	0.1865	8.92677064064196	7.62453518653578
2	2	35	2012	0.168224777759482	16.0909773609204	7.12570026801255	8.96527709290782	15.7714476210798	0.1645	8.74947879011833	7.0219688309615
2	2	36	2012	0.187137349675597	16.7501807099101	7.64715424857267	9.10302646133746	16.4855917466347	0.1845	8.91444971782957	7.57114202880514
2	2	37	2012	0.191653631310522	16.894446944409	7.76830198551075	9.12614495889823	16.5838056946397	0.1875	8.93266959149435	7.65113610314531
2	2	38	2012	0.14906524544811	15.3168635887139	6.57026002337578	8.74660356533815	14.9808705396717	0.1455	8.5104960226787	6.47037451699301
2	2	39	2012	0.174946352173158	16.3360705255276	7.31379687225103	9.02227365327653	16.0338459106701	0.1715	8.81634179781096	7.21750411285912
2	2	40	2012	0.162473597247603	15.8709072472828	6.96210928195225	8.90879796533057	15.5950124376436	0.16	8.70081086089504	6.89420157674858
2	2	41	2012	0.209725992661971	17.4279125154209	8.24180774313196	9.18610477228889	17.1309318494569	0.2055	9.01113529527637	8.11979655418055
2	2	42	2012	0.197632662326904	17.0784219819849	7.92688312695802	9.15153885502685	16.8202393527947	0.195	8.97155696183443	7.84868239096025
2	2	43	2012	0.227208778115805	17.8855758810021	8.68480394701529	9.2007719339868	17.639901917762	0.2245	9.04382950142821	8.59607241633377
2	2	44	2012	0.121007199192017	13.9328149170166	5.6933125167978	8.23950240021875	13.6982858335951	0.12	8.02682475577756	5.67146107781755
2	2	45	2012	0.159386944668315	15.7486182733606	6.87324326647014	8.87537500689045	15.4738286615934	0.157	8.66575306932375	6.8080755922696
2	2	46	2012	0.21649560135095	17.6113929130531	8.41496117923947	9.19643173381365	17.2849460538905	0.211	9.02548262634476	8.25946342754577
2	2	47	2012	0.239845403896774	18.18581045231	8.99710041505057	9.18871003725943	17.9188101665939	0.236	9.04231800809468	8.87649215849921
2	2	48	2012	0.180484060118744	16.5288242437479	7.46641487953831	9.06240936420962	16.2128262038326	0.1765	8.85790880693989	7.35491739689269
2	2	49	2012	0.229209256079464	17.934710248355	8.7346582686236	9.20005197973145	17.6524573315727	0.225	9.04407710359383	8.60838022797885
2	2	50	2012	0.19519865101661	17.0044653347338	7.86256746297987	9.14189787175397	16.7114821172622	0.1915	8.95456481429999	7.75691730296218
2	2	51	2012	0.223766768297199	17.7995504379045	8.59864083903413	9.20090959887038	17.525058088059	0.22	9.04025308375343	8.4848050043056
2	2	52	2012	0.14680552298199	15.2173554905512	6.5026598899343	8.71469560061692	14.9357402736805	0.1445	8.49533171952763	6.44040855415288
2	2	53	2012	0.175409047389225	16.3524846557648	7.32662781606429	9.0258568397005	16.0701884478064	0.1725	8.82505571102671	7.24513273677973
2	2	54	2012	0.138589934023512	14.8391910305823	6.25272975851477	8.5864612720675	14.6088639609186	0.1375	8.38111899894765	6.22774496197093
2	2	55	2012	0.188961125489301	16.8090045033149	7.6962218498786	9.11278265343626	16.5513058271777	0.1865	8.92677064064196	7.62453518653578
2	2	56	2012	0.207100005299002	17.354464035375	8.17405312057554	9.18041091479951	17.0734813101086	0.2035	9.0048612126462	8.0686200974624
2	2	57	2012	0.19363438805527	16.956260498434	7.82106004939431	9.13520044903965	16.6957226343533	0.191	8.95197435678706	7.7437482775662
2	2	58	2012	0.25919921952944	18.602948721712	9.46434219022127	9.13860653149069	18.3694752823243	0.2565	9.00566060409472	9.36381467822955
2	2	59	2012	0.240700656446643	18.205290326776	9.01801926063737	9.18727106613863	17.930485088157	0.2365	9.04192255299279	8.8885625351642
2	2	60	2012	0.183000273610681	16.6138140373081	7.53509609608123	9.07871794122687	16.4020832201008	0.182	8.89804834258672	7.50403487751407
2	2	61	2012	0.226910339004255	17.8781919689933	8.67735255527389	9.20083941371937	17.6146694501984	0.2235	9.04324543431131	8.57142401588713
2	2	62	2012	0.223536059801957	17.7937160009793	8.59284788082924	9.20086812015006	17.5508696295852	0.221	9.04126022962186	8.50960939996333
2	2	63	2012	0.165164494020206	15.9751085240934	7.03896642451503	8.93614209957842	15.7714476210798	0.1645	8.74947879011833	7.0219688309615
2	2	64	2012	0.175676404730067	16.3619430410085	7.33403517555306	9.02790786545544	16.0701884478064	0.1725	8.82505571102671	7.24513273677973
2	2	65	2012	0.131435679124451	14.4873822344158	6.0293911684512	8.45799106596455	14.2359468560545	0.13	8.242049015675	5.99389784037955
2	2	66	2012	0.206656319167923	17.3419244931785	8.1625718682742	9.17935262490429	17.0734813101086	0.2035	9.0048612126462	8.0686200974624
2	2	67	2012	0.191518612781255	16.8902015259233	7.76469752462715	9.12550400129618	16.5675852619231	0.187	8.92974171447081	7.63784354745234
2	2	68	2012	0.212477093313892	17.5034784667198	8.31243399743541	9.19104446928443	17.2435088602883	0.2095	9.02198403295576	8.22152482733256
2	2	69	2012	0.209215439601128	17.4137344070754	8.2286609716903	9.18507343538511	17.1593637013816	0.2065	9.01405776870169	8.14530593267988
2	2	70	2012	0.156258181352869	15.6215437049593	6.78236970399753	8.83917400096175	15.3913982426836	0.155	8.64117650167914	6.75022174100448
2	2	71	2012	0.223823715016483	17.8009892394798	8.60007039310897	9.20091884637087	17.5379848885634	0.2205	9.04077202257814	8.49721286598522
2	2	72	2012	0.232881938280057	18.0233107834968	8.82577060612282	9.19754017737395	17.7146338330069	0.2275	9.04487640336348	8.66975742964347
2	2	73	2012	0.229569375738376	17.943489084332	8.74361576634788	9.19987331798414	17.6273060215956	0.224	9.04355232553517	8.58375369606038
2	2	74	2012	0.255424903468928	18.5253228737286	9.37418791817865	9.15113495554997	18.2646182004956	0.2515	9.01829521498433	9.24632298551129
2	2	75	2012	0.181228431639943	16.5541317350488	7.48677517172988	9.06735656331897	16.2825472535568	0.1785	8.87316454221542	7.4093827113414
2	2	76	2012	0.197197000174198	17.0652773687269	7.91539520208417	9.1498821666427	16.7739603128423	0.1935	8.96451698985064	7.80944332299167
2	2	77	2012	0.186961943437256	16.7444821028559	7.64242449370697	9.10205760914895	16.4855917466347	0.1845	8.91444971782957	7.57114202880514
2	2	78	2012	0.248321880479883	18.3744668988288	9.20328596676468	9.17118093206411	18.0902079276431	0.2435	9.03366585886545	9.05654206877761
2	2	79	2012	0.226234391478819	17.8614156453599	8.66046208332726	9.20095356203265	17.6019920094952	0.223	9.04290868526596	8.55908332422926
2	2	80	2012	0.152287687317299	15.455581980118	6.66585074835529	8.7897312317627	15.1358827683959	0.149	8.56140756378058	6.57447520461532
2	2	81	2012	0.132005495769547	14.5162181092465	6.04738542850304	8.46883268074343	14.2871024032507	0.131	8.26164712212284	6.02545528112784
2	2	82	2012	0.228389416126129	17.9146495293036	8.71424643099952	9.20040309830408	17.6273060215956	0.224	9.04355232553517	8.58375369606038
2	2	83	2012	0.213506699215044	17.5314031691279	8.3387741643255	9.19262900480244	17.2573677796662	0.21	9.02318424101893	8.23418353864731
2	3	1	2012	0.271004843736782	18.5768109321881	10.3715531337551	8.205257798433	18.3067495231686	0.267	8.08958069101001	10.2171688321586
2	3	2	2012	0.169271322321479	15.617008723887	7.56791048369744	8.04909824018952	15.3005446777764	0.166	7.84485773609878	7.45568694167758
2	3	3	2012	0.17509963266138	15.8447398459541	7.74517961432267	8.09956023163139	15.461612591997	0.17	7.88406983717973	7.57754275481724
2	3	4	2012	0.22525342479637	17.4727401658146	9.17592589177557	8.29681427403903	17.1556487008987	0.2205	8.14033902188786	9.01530967901086
2	3	5	2012	0.182120096901601	16.1068574158721	7.9552389962673	8.15161841960475	15.788917854537	0.1785	7.9568541552365	7.83206369930053
2	3	6	2012	0.162917735709222	15.3575792709332	7.371492768572	7.98608650236118	15.0499361381982	0.16	7.77968956211326	7.27024657608497
2	3	7	2012	0.188248463181827	16.3254480003478	8.13569302339498	8.18975497695281	15.9905026475432	0.184	7.9967692126881	7.99373343485508
2	3	8	2012	0.137453622067516	14.18399119426	6.54648199961198	7.63750919464804	13.7955413595661	0.1335	7.38762819183212	6.40791316773393
2	3	9	2012	0.218738151504645	17.289857638752	8.9982632572283	8.29159438152375	17.0117857606935	0.2155	8.13172434684564	8.88006141384785
2	3	10	2012	0.189075176823977	16.3542398429647	8.15983755938788	8.19440228357682	15.9905026475432	0.184	7.9967692126881	7.99373343485508
2	3	11	2012	0.222767435625475	17.4038233016226	9.10838501298324	8.29543828863936	17.1129592388678	0.219	8.1380837816207	8.97487545724708
2	3	12	2012	0.165653783046772	15.4707734894468	7.45649477371848	8.0142787157283	15.007076201777	0.159	7.76805800016983	7.23901820160715
2	3	13	2012	0.198427740224336	16.6690356491468	8.42986084702501	8.23917480212176	16.3715504960857	0.195	8.06104203274719	8.3105084633385
2	3	14	2012	0.20265856567783	16.8051447288953	8.5502100491769	8.25493467971836	16.5194984288069	0.1995	8.08175894967081	8.4377394791361
2	3	15	2012	0.166045402490406	15.4867906438618	7.46860903078498	8.01818161307681	15.155704442079	0.1625	7.80779374933142	7.3479106927476
2	3	16	2012	0.158502362890125	15.1700195262201	7.2329337130809	7.93708581313921	14.9421836840767	0.1575	7.75018538564058	7.19199829843613
2	3	17	2012	0.230881829138505	17.6249705823418	9.32774767274586	8.2972229095959	17.3632834308022	0.228	8.14754059782078	9.21574283298146
2	3	18	2012	0.187401796660213	16.2957927643792	8.11091764030689	8.18487512407226	16.0084501411143	0.1845	8.00013164574841	8.00831849536592
2	3	19	2012	0.234300890044317	17.7149572619447	9.41925744938208	8.29569981256262	17.3632834308022	0.228	8.14754059782078	9.21574283298146
2	3	20	2012	0.184226850781595	16.1830444792767	8.0175711014318	8.16547337784493	15.8998286825679	0.1815	7.97929828108517	7.92053040148273
2	3	21	2012	0.164256976663077	15.4132694517387	7.41318001301599	8.00008943872271	15.1766245769819	0.163	7.81324986023097	7.36337471675098
2	3	22	2012	0.177594983006332	15.9393904842159	7.82026548800979	8.11912499620609	15.5599444808745	0.1725	7.90693170564065	7.65301277523387
2	3	23	2012	0.222264051408062	17.3897399486282	9.09467179373123	8.29506815489702	17.040918732553	0.2165	8.13370000241407	8.90721873013895
2	3	24	2012	0.259694517978053	18.3299507231976	10.0835147868678	8.24643593632972	17.9449842147426	0.251	8.13106467828644	9.81391953645614
2	3	25	2012	0.202371214833556	16.7960193346552	8.54207018912248	8.25394914553274	16.4542880483303	0.1975	8.07293373560703	8.38135431272323
2	3	26	2012	0.181181866061095	16.0725682621083	7.92737720393437	8.14519105817388	15.6946927587226	0.176	7.9368842707652	7.75780848795739
2	3	27	2012	0.205869363189026	16.9059587468808	8.64083317171593	8.2651255751649	16.5998139505551	0.202	8.09194951478376	8.50786443577133
2	3	28	2012	0.0730824647920214	9.83258313924903	4.07953131822966	5.75305182101938	9.6408728793221	0.073	5.57179238069532	4.06908049862679
2	3	29	2012	0.203691858733841	16.8378181661364	8.57944004649994	8.25837811963641	16.5356671255532	0.2	8.08387121287962	8.4517959126736
2	3	30	2012	0.179259469040195	16.0016072362469	7.87008892282655	8.13151831342032	15.6565345446039	0.175	7.92856672344891	7.72796782115502
2	3	31	2012	0.157237993175111	15.1151652727429	7.19293244731331	7.92223282542957	14.7655189980516	0.1535	7.69997094229285	7.06554805575871
2	3	32	2012	0.185797175089724	16.2391166196466	8.0638277843262	8.17528883532044	15.9180893851898	0.182	7.9828810450554	7.93520834013441
2	3	33	2012	0.146588790850658	14.6317023997981	6.84996600361821	7.78173639617989	14.3956170113827	0.1455	7.58783344571163	6.80778356567104
2	3	34	2012	0.21627810770711	17.2188614655163	8.93062243058609	8.28823903493019	16.9677416888418	0.214	8.12851916228182	8.83922252655995
2	3	35	2012	0.174255626339524	15.8123457304921	7.71967500502328	8.09267072546878	15.5794004118731	0.173	7.91135583907388	7.66804457279917
2	3	36	2012	0.205291950556408	16.8879833123424	8.62458026245094	8.2634030498915	16.5194984288069	0.1995	8.08175894967081	8.4377394791361
2	3	37	2012	0.154334829159267	14.9872233673038	7.10052207248418	7.88670129481962	14.6751597555728	0.1515	7.67343222178388	7.00172753378888
2	3	38	2012	0.137900121456481	14.2066330746664	6.56152822255022	7.64510485211622	13.8995766781471	0.1355	7.42384563241428	6.47573104573284
2	3	39	2012	0.262849561327949	18.400360484397	10.1643117205421	8.2360487638549	18.0958529536157	0.2575	8.11694095949162	9.97891199412404
2	3	40	2012	0.209456164771876	17.0161346364742	8.74136795962551	8.27476667684864	16.7100764760076	0.2055	8.10468624932665	8.60539022668099
2	3	41	2012	0.215313062688137	17.190710771468	8.90400161611125	8.28670915535679	16.8482282225055	0.21	8.11852511280622	8.72970310969926
2	3	42	2012	0.23418756052273	17.7120038769888	9.41623268903056	8.29577118795819	17.4702113396503	0.232	8.14871099056815	9.32150034908212
2	3	43	2012	0.172417564633573	15.741121445452	7.66393902750991	8.0771824179421	15.3614934672693	0.1675	7.85994872196856	7.50154474530072
2	3	44	2012	0.211224595568336	17.0695313643745	8.79067028143703	8.27886108293742	16.7565717878069	0.207	8.10961131770316	8.64696047010375
2	3	45	2012	0.210587418367967	17.0503614892406	8.77292622727675	8.2774352619639	16.7256249481239	0.206	8.10636305742454	8.61926189069934
2	3	46	2012	0.172857155850506	15.7582405264991	7.67729303883611	8.08094748766302	15.5011572403648	0.171	7.8933638563173	7.60779338404751
2	3	47	2012	0.198044965844902	16.6565335933112	8.41891871932912	8.2376148739821	16.3882082630479	0.1955	8.06349783099226	8.32471043205559
2	3	48	2012	0.248052764704038	18.0591153549348	9.78219325143642	8.27692210349834	17.7638255875091	0.2435	8.14240729083376	9.62141829667539
2	3	49	2012	0.182940959785337	16.1366745962635	7.97956337349566	8.1571112227678	15.8815043922062	0.181	7.97567077799286	7.90583361421337
2	3	50	2012	0.207787561669578	16.965195817234	8.69468909759099	8.27050671964301	16.5998139505551	0.202	8.09194951478376	8.50786443577133
2	3	51	2012	0.167999052768418	15.5660157182035	7.52885021006258	8.03716550814091	15.2182345771349	0.164	7.82399968462062	7.39423489251428
2	3	52	2012	0.198093670019954	16.6581261101661	8.42031149740926	8.23781461275683	16.4213578803817	0.1965	8.06829286369655	8.35306501668516
2	3	53	2012	0.198875902327695	16.6836332771871	8.4426606919879	8.24097258519916	16.3380677016522	0.194	8.0560129189333	8.28205478271895
2	3	54	2012	0.121938621994441	13.3441198629034	6.00883847573965	7.33528138716374	13.0762705216168	0.1205	7.12166033051621	5.95461019110064
2	3	55	2012	0.238793900310142	17.8304613867227	9.53871889037921	8.29174249634345	17.4437202208005	0.231	8.14858714390166	9.29513307689882
2	3	56	2012	0.196967181873231	16.6211608008613	8.38805997637827	8.23310082448301	16.304360081913	0.193	8.05082582999201	8.25353425192097
2	3	57	2012	0.228882580767436	17.5714901982453	9.2739902659258	8.29749993231947	17.3088416841901	0.226	8.1462702594666	9.16257142472355
2	3	58	2012	0.20277903422812	16.8089653611532	8.5536211352443	8.25534422590885	16.4706714974729	0.198	8.07519682847654	8.39547466899636
2	3	59	2012	0.159386944668315	15.2080898507557	7.26083271138323	7.94725713937246	14.9203904338579	0.157	7.74411321392898	7.17627721992895
2	3	60	2012	0.202078941356535	16.7867200402139	8.53378584935948	8.25293419085445	16.4048106354349	0.196	8.06591471146876	8.33889592396617
2	3	61	2012	0.20845699753876	16.9856976812954	8.71343521887999	8.27226246241539	16.6788282445353	0.2045	8.10122643960378	8.57760180493155
2	3	62	2012	0.163374540280149	15.3766364087153	7.38572942888019	7.99090697983507	15.007076201777	0.159	7.76805800016983	7.23901820160715
