Snr	year	d	h	dd	dh	ba	bai	plot
9	2014	0.10229	13.66	0.00109	0.27	0.00821781269931919	0.000174204532774024	3
9	2015	0.1035	13.88	0.00121	0.22	0.00841338147585432	0.000195568776535129	3
9	2016	0.10476	14.09	0.00126	0.21	0.00861947592295585	0.000206094447101532	3
9	2017	0.1058	14.29	0.00104	0.2	0.00879146429773221	0.000171988374776367	3
9	2018	0.10701	14.48	0.00121	0.19	0.00899370440334687	0.000202240105614657	3
25	2002	0.095213	NA	0.00052	NA	0.00712003912106394	7.75589482814414e-05	2
26	2002	0.17591	NA	0.002628	NA	0.024303618457308	0.000720741497383257	2
27	2002	0.12114	NA	0.003434	NA	0.0115256391938819	0.000644181346229396	2
28	2002	0.143329	NA	0.00211	NA	0.0161345933103837	0.00047155013562266	2
29	2002	0.176675	NA	0.00237	NA	0.0245154619600608	0.000653311942312492	2
30	2002	0.162185	NA	0.002762	NA	0.0206590930463688	0.000697654498458704	2
31	2002	0.097594	NA	0.001542	NA	0.00748059457891024	0.000234521566059363	2
32	2002	0.166757	NA	0.002794	NA	0.0218402712702299	0.000725732784393057	2
33	2002	0.116172	NA	0.001652	NA	0.0105996814502075	0.00029931774077852	2
34	2002	0.196527	NA	0.003706	NA	0.0303343246671102	0.00113326961447787	2
35	2002	0.116772	NA	0.003134	NA	0.0107094537240722	0.000567139893656223	2
36	2002	0.135134	NA	0.00438	NA	0.0143423113360796	0.000914666407288062	2
37	2002	0.140856	NA	0.00326	NA	0.0155826237239017	0.000712947947425571	2
38	2002	0.083238	NA	0.00228	NA	0.0054416819463781	0.000294027059988833	2
39	2002	0.17444	NA	0.001862	NA	0.023899127014885	0.000507483072350223	2
40	2002	0.205292	NA	0.00263	NA	0.0331004526510887	0.000842668627782185	2
41	2002	0.159203	NA	0.00237	NA	0.0199063839273638	0.000588267402702923	2
42	2002	0.136442	NA	0.0011	NA	0.0146213015775223	0.000234804519884892	2
43	2002	0.08645	NA	0.001168	NA	0.00586975367746258	0.000157537500959194	3
44	2002	0.145214	NA	0.002202	NA	0.0165617741635461	0.000498471520637558	3
45	2002	0.192287	NA	0.001634	NA	0.0290395397487366	0.000491442448977784	3
46	2002	0.170224	NA	0.002518	NA	0.0227578622544489	0.000668301376216669	3
47	2002	0.176825	NA	0.002232	NA	0.024557107697675	0.000616038811583688	3
48	2002	0.23552	NA	0.00302	NA	0.0435657772564218	0.00111009778626849	3
49	2002	0.149593	NA	0.001198	NA	0.0175756916611121	0.000280378995041547	3
50	2002	0.121568	NA	0.000972	NA	0.0116072255885471	0.000184869696337433	3
51	2002	0.195172	NA	0.002794	NA	0.0299174729072079	0.000850440676679758	3
52	2002	0.158028	NA	0.002666	NA	0.0196136295697558	0.000656198390518718	3
53	2002	0.209995	NA	0.00237	NA	0.0346344096893193	0.000777355214965365	3
54	2002	0.169846	NA	0.001438	NA	0.0226569021008536	0.000382024933180326	3
55	2002	0.195561	NA	0.002544	NA	0.0300368496086531	0.00077639941053324	3
56	2002	0.111169	NA	0.00178	NA	0.00970637977127125	0.000308342009658255	3
57	2002	0.148531	NA	0.0024	NA	0.0173270285644394	0.000555424784695249	3
58	2002	0.190036	NA	0.003388	NA	0.0283636189633992	0.00100232937099472	3
59	2002	0.155318	NA	0.0027	NA	0.0189466948491753	0.000653001395878684	3
60	2002	0.158449	NA	0.00233	NA	0.0197182735211245	0.000575652431650208	3
25	2003	0.096147	NA	0.000934	NA	0.00726041352330353	0.000140374402239586	2
26	2003	0.179046	NA	0.003136	NA	0.025177878152275	0.000874259694966933	2
27	2003	0.124786	NA	0.003646	NA	0.0122298634694376	0.000704224275555707	2
28	2003	0.146545	NA	0.003216	NA	0.0168667687975926	0.000732175487208817	2
29	2003	0.179223	NA	0.002548	NA	0.0252276830874596	0.000712221127398785	2
30	2003	0.165235	NA	0.00305	NA	0.0214434159996806	0.000784322953311756	2
31	2003	0.099628	NA	0.002034	NA	0.00779565669715715	0.000315062118246914	2
32	2003	0.169807	NA	0.00305	NA	0.0226464983500003	0.000806227079770381	2
33	2003	0.118332	NA	0.00216	NA	0.0109975081137717	0.000397826663564207	2
34	2003	0.199773	NA	0.003246	NA	0.0313446528534434	0.00101032818633321	2
35	2003	0.119596	NA	0.002824	NA	0.0112337095365469	0.00052425581247466	2
36	2003	0.139782	NA	0.004648	NA	0.0153459006239585	0.00100358928787889	2
37	2003	0.144032	NA	0.003176	NA	0.0162932553499311	0.000710631626029338	2
38	2003	0.086076	NA	0.002838	NA	0.00581907607773925	0.000377394131361154	2
39	2003	0.175966	NA	0.001526	NA	0.0243190947721001	0.000419967757215096	2
40	2003	0.207834	NA	0.002542	NA	0.0339252513280874	0.000824798676998709	2
41	2003	0.162167	NA	0.002964	NA	0.0206545076279971	0.000748123700633353	2
42	2003	0.137624	NA	0.001182	NA	0.014875728180387	0.000254426602864725	2
43	2003	0.087618	NA	0.001168	NA	0.0060294340964699	0.00015968041900732	3
44	2003	0.146908	NA	0.001694	NA	0.0169504321109419	0.00038865794739585	3
45	2003	0.195337	NA	0.00305	NA	0.0299680792406873	0.000928539491950753	3
46	2003	0.172936	NA	0.002712	NA	0.0234887929923828	0.000730930737933982	3
47	2003	0.178689	NA	0.001864	NA	0.0250775738571971	0.000520466159522115	3
48	2003	0.23824	NA	0.00272	NA	0.0445778626926058	0.00101208543618399	3
49	2003	0.150933	NA	0.00134	NA	0.0178919753028394	0.000316283641727266	3
50	2003	0.122626	NA	0.001058	NA	0.0118101388997683	0.000202913311221213	3
51	2003	0.198644	NA	0.003472	NA	0.0309913707119485	0.00107389780474059	3
52	2003	0.161554	NA	0.003526	NA	0.0204986524522601	0.000885022882504319	3
53	2003	0.212539	NA	0.002544	NA	0.0354786549850649	0.000844245295745651	3
54	2003	0.171678	NA	0.001832	NA	0.0231483037154101	0.000491401614556467	3
55	2003	0.197765	NA	0.002204	NA	0.0307177038183614	0.000680854209708294	3
56	2003	0.113299	NA	0.00213	NA	0.0100818918592966	0.000375512088025391	3
57	2003	0.151131	NA	0.0026	NA	0.0179389489239834	0.000611920359544011	3
58	2003	0.193342	NA	0.003306	NA	0.0293590700340488	0.000995451070649578	3
59	2003	0.158182	NA	0.002864	NA	0.019651875585756	0.000705180736580688	3
60	2003	0.161077	NA	0.002628	NA	0.0203777836121142	0.000659510090989718	3
25	2004	0.097087	NA	0.00094	NA	0.00740307321428711	0.000142659690983585	2
26	2004	0.18221	NA	0.003164	NA	0.0260755992360462	0.000897721083771202	2
27	2004	0.128134	NA	0.003348	NA	0.0128949199103104	0.000665056440872747	2
28	2004	0.149503	NA	0.002958	NA	0.017554549810695	0.000687781013102406	2
29	2004	0.181507	NA	0.002284	NA	0.0258747783833973	0.000647095295937719	2
30	2004	0.168025	NA	0.00279	NA	0.022173675599176	0.000730259599495391	2
31	2004	0.101832	NA	0.002204	NA	0.00814438749320886	0.000348730796051702	2
32	2004	0.172723	NA	0.002916	NA	0.0234309677643616	0.000784469414361267	2
33	2004	0.120238	NA	0.001906	NA	0.0113546399841101	0.000357131870338336	2
34	2004	0.202989	NA	0.003216	NA	0.0323619654222809	0.00101731256883748	2
35	2004	0.12181	NA	0.002214	NA	0.0116534835580262	0.000419774021479337	2
36	2004	0.143504	NA	0.003722	NA	0.0161740169798791	0.000828116355920535	2
37	2004	0.146404	NA	0.002372	NA	0.0168343272910663	0.00054107194113524	2
38	2004	0.08836	NA	0.002284	NA	0.00613198799258468	0.000312911914845428	2
39	2004	0.177766	NA	0.0018	NA	0.0248191716057429	0.00050007683364283	2
40	2004	0.21054	NA	0.002706	NA	0.0348144163313905	0.000889165003303043	2
41	2004	0.164975	NA	0.002808	NA	0.0213759859545213	0.000721478326524232	2
42	2004	0.138778	NA	0.001154	NA	0.0151262449895129	0.000250516809125925	2
43	2004	0.08896	NA	0.001342	NA	0.00621554807398486	0.000186113977514961	3
44	2004	0.148834	NA	0.001926	NA	0.0173977941916716	0.000447362080729659	3
45	2004	0.198217	NA	0.00288	NA	0.0308582774164247	0.00089019817573743	3
46	2004	0.17548	NA	0.002544	NA	0.0241849466012345	0.000696153608851634	3
47	2004	0.180695	NA	0.002006	NA	0.0256437864815073	0.000566212624310187	3
48	2004	0.240936	NA	0.002696	NA	0.0455924859827336	0.00101462329012779	3
49	2004	0.152405	NA	0.001472	NA	0.0182426662139459	0.0003506909111065	3
50	2004	0.123918	NA	0.001292	NA	0.0120603155843656	0.000250176684597285	3
51	2004	0.202202	NA	0.003558	NA	0.0321115134799747	0.00112014276802615	3
52	2004	0.164848	NA	0.003294	NA	0.0213430875724587	0.000844435120198564	3
53	2004	0.215367	NA	0.002828	NA	0.036429079571706	0.000950424586641081	3
54	2004	0.173904	NA	0.002226	NA	0.0237524834514078	0.000604179735997763	3
55	2004	0.199799	NA	0.002034	NA	0.031352812254432	0.000635108436070609	3
56	2004	0.115497	NA	0.002198	NA	0.0104768635754042	0.000394971716107516	3
57	2004	0.153509	NA	0.002378	NA	0.0185079179942543	0.000568969070270816	3
58	2004	0.196448	NA	0.003106	NA	0.0303099419614926	0.000950871927443808	3
59	2004	0.161052	NA	0.00287	NA	0.0203714586239898	0.000719583038233843	3
60	2004	0.163685	NA	0.002608	NA	0.0210429995956283	0.000665215983514066	3
25	2005	0.097825	NA	0.000738	NA	0.00751604885708332	0.000112975642796205	2
26	2005	0.184472	NA	0.002262	NA	0.0267270357135179	0.000651436477471744	2
27	2005	0.130336	NA	0.002202	NA	0.0133419300132823	0.000447010102971932	2
28	2005	0.152713	NA	0.00321	NA	0.0183164750619263	0.000761925251231328	2
29	2005	0.183191	NA	0.001684	NA	0.026357131790138	0.000482353406740712	2
30	2005	0.170405	NA	0.00238	NA	0.0228062850742199	0.000632609475043865	2
31	2005	0.103272	NA	0.00144	NA	0.00837635465227273	0.000231967159063876	2
32	2005	0.175217	NA	0.002494	NA	0.024112506728171	0.000681538963809434	2
33	2005	0.121934	NA	0.001696	NA	0.0116772216331787	0.000322581649068582	2
34	2005	0.205443	NA	0.002454	NA	0.0331491638187998	0.000787198396518925	2
35	2005	0.123878	NA	0.002068	NA	0.0120525308434337	0.000399047285407463	2
36	2005	0.147318	NA	0.003814	NA	0.0170451767805517	0.000871159800672636	2
37	2005	0.148182	NA	0.001778	NA	0.017245698356445	0.000411371065378707	2
38	2005	0.090494	NA	0.002134	NA	0.00643175439363483	0.000299766401050156	2
39	2005	0.179496	NA	0.00173	NA	0.0253045973550104	0.000485425749267444	2
40	2005	0.212234	NA	0.001694	NA	0.0353769021251764	0.000562485793785934	2
41	2005	0.167077	NA	0.002102	NA	0.0219241729055834	0.000548186951062048	2
42	2005	0.140072	NA	0.001294	NA	0.0154096417010682	0.000283396711555209	2
43	2005	0.090048	NA	0.001088	NA	0.00636851277320845	0.000152964699223595	3
44	2005	0.15019	NA	0.001356	NA	0.0177162547246299	0.000318460532958344	3
45	2005	0.200165	NA	0.001948	NA	0.0314677841971472	0.000609506780722417	3
46	2005	0.178018	NA	0.002538	NA	0.0248895884949848	0.00070464189375034	3
47	2005	0.182193	NA	0.001498	NA	0.0260707338114483	0.000426947329941023	3
48	2005	0.242888	NA	0.001952	NA	0.0463342352096604	0.000741749226926852	3
49	2005	0.153379	NA	0.000974	NA	0.0184765841889503	0.000233917975004421	3
50	2005	0.12487	NA	0.000952	NA	0.0122463341360037	0.000186018551638108	3
51	2005	0.205334	NA	0.003132	NA	0.0331139978571509	0.00100248437717625	3
52	2005	0.167306	NA	0.002458	NA	0.0219843137544257	0.000641226181967051	3
53	2005	0.217613	NA	0.002246	NA	0.0371928581426915	0.00076377857098546	3
54	2005	0.175248	NA	0.001344	NA	0.0241210396197584	0.000368556168350562	3
55	2005	0.201493	NA	0.001694	NA	0.0318867170100696	0.000533904755637631	3
56	2005	0.117071	NA	0.001574	NA	0.0107643680230265	0.000287504447622339	3
57	2005	0.155315	NA	0.001806	NA	0.0189459629374122	0.000438044943157974	3
58	2005	0.198936	NA	0.002488	NA	0.0310825502236752	0.0007726082621826	3
59	2005	0.162778	NA	0.001726	NA	0.0208104416749885	0.000438983050998674	3
60	2005	0.165841	NA	0.002156	NA	0.0216009920479816	0.000557992452353318	3
25	2006	0.098571	NA	0.000746	NA	0.00763111865412648	0.000115069797043158	2
26	2006	0.187386	NA	0.002914	NA	0.0275780886174908	0.000851052903972905	2
27	2006	0.133896	NA	0.00356	NA	0.0140807272992209	0.000738797285938571	2
28	2006	0.156269	NA	0.003556	NA	0.0191794234336944	0.000862948371768125	2
29	2006	0.187789	NA	0.004598	NA	0.0276968373051397	0.00133970551500173	2
30	2006	0.172475	NA	0.00207	NA	0.0233637305313099	0.000557445457090033	2
31	2006	0.105052	NA	0.00178	NA	0.0086675934231178	0.000291238770845068	2
32	2006	0.178687	NA	0.00347	NA	0.025077012492289	0.000964505764117968	2
33	2006	0.124054	NA	0.00212	NA	0.0120868025028244	0.00040958086964576	2
34	2006	0.207897	NA	0.002454	NA	0.0339458217330111	0.000796657914211255	2
35	2006	0.127186	NA	0.003308	NA	0.0127048194999039	0.000652288656470178	2
36	2006	0.152828	NA	0.00551	NA	0.0183440717660542	0.0012988949855025	2
37	2006	0.149538	NA	0.001356	NA	0.0175627701295213	0.000317071773076268	2
38	2006	0.092738	NA	0.002244	NA	0.00675468860479737	0.000322934211162538	2
39	2006	0.181644	NA	0.002148	NA	0.025913853266993	0.000609255911982659	2
40	2006	0.214014	NA	0.00178	NA	0.0359728005506827	0.000595898425506267	2
41	2006	0.169675	NA	0.002598	NA	0.0226113033828118	0.000687130477228442	2
42	2006	0.141522	NA	0.00145	NA	0.0157303286461826	0.000320686945114427	2
43	2006	0.090992	NA	0.000944	NA	0.00650273870163384	0.000134225928425391	3
44	2006	0.151736	NA	0.001546	NA	0.0180828609912434	0.000366606266613473	3
45	2006	0.202029	NA	0.001864	NA	0.0320565890446717	0.000588804847524535	3
46	2006	0.18017	NA	0.002152	NA	0.0254949895596842	0.000605401064699359	3
47	2006	0.183917	NA	0.001724	NA	0.0265664564290892	0.000495722617640887	3
48	2006	0.244328	NA	0.00144	NA	0.0468852635239325	0.000551028314272103	3
49	2006	0.154679	NA	0.0013	NA	0.0187911168325962	0.000314532643645858	3
50	2006	0.125738	NA	0.000868	NA	0.0124171800266293	0.00017084589062559	3
51	2006	0.208044	NA	0.00271	NA	0.0339938435897409	0.000879845732589937	3
52	2006	0.170104	NA	0.002798	NA	0.0227257870961105	0.000741473341684788	3
53	2006	0.219723	NA	0.00211	NA	0.0379176070430973	0.00072474890040581	3
54	2006	0.176386	NA	0.001138	NA	0.0244353241498412	0.000314284530082854	3
55	2006	0.203067	NA	0.001574	NA	0.0323868408419385	0.000500123831868933	3
56	2006	0.118801	NA	0.00173	NA	0.0110848564666091	0.000320488443582607	3
57	2006	0.156899	NA	0.001584	NA	0.0193343792240764	0.000388416286664164	3
58	2006	0.200906	NA	0.00197	NA	0.0317011995134	0.000618649289724847	3
59	2006	0.164256	NA	0.001478	NA	0.021190068787576	0.000379627112587475	3
60	2006	0.167437	NA	0.001596	NA	0.0220187545108265	0.000417762462844834	3
25	2007	0.099357	NA	0.000786	NA	0.00775330415224683	0.000122185498120354	2
26	2007	0.191078	NA	0.003692	NA	0.0286755169009413	0.00109742828345049	2
27	2007	0.139364	NA	0.005468	NA	0.0152542579880677	0.00117353068884677	2
28	2007	0.160839	NA	0.00457	NA	0.0203176095401442	0.00113818610644978	2
29	2007	0.192641	NA	0.004852	NA	0.0291465616461976	0.00144972434105787	2
30	2007	0.174133	NA	0.001658	NA	0.023815080056524	0.00045134952521407	2
31	2007	0.10735	NA	0.002298	NA	0.00905094610645087	0.000383352683333069	2
32	2007	0.182413	NA	0.003726	NA	0.0261337332056563	0.0010567207133673	2
33	2007	0.126852	NA	0.002798	NA	0.0126381794930404	0.000551376990215948	2
34	2007	0.209871	NA	0.001974	NA	0.0345935192031454	0.000647697470134365	2
35	2007	0.131252	NA	0.004066	NA	0.0135301228863287	0.000825303386424878	2
36	2007	0.158084	NA	0.005256	NA	0.0196275329016726	0.00128346113561837	2
37	2007	0.151742	NA	0.002204	NA	0.0180842910976264	0.000521520968105118	2
38	2007	0.094738	NA	0.002	NA	0.00704917521695957	0.000294486612162199	2
39	2007	0.18469	NA	0.003046	NA	0.0267902424496995	0.000876389182706459	2
40	2007	0.215968	NA	0.001954	NA	0.0366326801715083	0.000659879620825608	2
41	2007	0.172049	NA	0.002374	NA	0.0232484598231333	0.000637156440321477	2
42	2007	0.143118	NA	0.001596	NA	0.0160871235964168	0.000356794950234201	2
43	2007	0.091838	NA	0.000846	NA	0.00662421951853085	0.000121480816897006	3
44	2007	0.152754	NA	0.001018	NA	0.0183263115039782	0.000243450512734798	3
45	2007	0.203383	NA	0.001354	NA	0.0324877159683286	0.000431126923656919	3
46	2007	0.182422	NA	0.002252	NA	0.0261363120723068	0.00064132251262259	3
47	2007	0.185075	NA	0.001158	NA	0.0269020513591766	0.00033559493008747	3
48	2007	0.245796	NA	0.001468	NA	0.0474503590984261	0.000565095574493531	3
49	2007	0.155455	NA	0.000776	NA	0.0189801338836257	0.00018901705102951	3
50	2007	0.126734	NA	0.000996	NA	0.0126146779075581	0.00019749788092884	3
51	2007	0.21053	NA	0.002486	NA	0.0348111092553438	0.000817265665602966	3
52	2007	0.172478	NA	0.002374	NA	0.0233645433076679	0.000638756211557318	3
53	2007	0.221665	NA	0.001942	NA	0.038590831103365	0.000673224060267701	3
54	2007	0.17726	NA	0.000874	NA	0.0246780802009536	0.000242756051112358	3
55	2007	0.204349	NA	0.001282	NA	0.0327970600455124	0.000410219203573856	3
56	2007	0.120131	NA	0.00133	NA	0.0113344399493983	0.000249583482789247	3
57	2007	0.157999	NA	0.0011	NA	0.0196064315660197	0.000272052341943278	3
58	2007	0.20258	NA	0.001674	NA	0.0322316853648589	0.000530485851458921	3
59	2007	0.165268	NA	0.001012	NA	0.0214519820225041	0.000261913234928128	3
60	2007	0.169389	NA	0.001952	NA	0.0225351415133498	0.000516387002523364	3
25	2008	0.100033	NA	0.000676	NA	0.00785916611715151	0.000105861964904677	2
26	2008	0.19583	NA	0.004752	NA	0.0301195396094745	0.00144402270853317	2
27	2008	0.144282	NA	0.004918	NA	0.0163498656714515	0.00109560768338385	2
28	2008	0.167031	NA	0.006192	NA	0.0219121021463429	0.00159449260619869	2
29	2008	0.198745	NA	0.006104	NA	0.0310228936796147	0.00187633203341711	2
30	2008	0.176839	NA	0.002706	NA	0.0245609964364598	0.000745916379935832	2
31	2008	0.11073	NA	0.00338	NA	0.00962987126083203	0.000578925154381156	2
32	2008	0.187493	NA	0.00508	NA	0.0276095925502471	0.00147585934459086	2
33	2008	0.130794	NA	0.003942	NA	0.0134358617015452	0.000797682208504808	2
34	2008	0.212205	NA	0.002334	NA	0.0353672348704552	0.000773715667309813	2
35	2008	0.136664	NA	0.005412	NA	0.0146689199006027	0.00113879701427401	2
36	2008	0.164866	NA	0.006782	NA	0.0213477487943195	0.00172021589264696	2
37	2008	0.15471	NA	0.002968	NA	0.0187986496327198	0.000714358535093398	2
38	2008	0.09746	NA	0.002722	NA	0.00746006644175955	0.000410891224799982	2
39	2008	0.188498	NA	0.003808	NA	0.0279063717043054	0.00111612925460589	2
40	2008	0.218342	NA	0.002374	NA	0.0374424664715516	0.000809786300043365	2
41	2008	0.175475	NA	0.003426	NA	0.0241835684041723	0.000935108581038971	2
42	2008	0.144584	NA	0.001466	NA	0.0164183818688636	0.000331258272446858	2
43	2008	0.092732	NA	0.000894	NA	0.00675381459801318	0.000129595079482333	3
44	2008	0.15445	NA	0.001696	NA	0.0187355180717089	0.000409206567730643	3
45	2008	0.205005	NA	0.001622	NA	0.0330079679026477	0.000520251934319073	3
46	2008	0.18412	NA	0.001698	NA	0.0266251347126132	0.000488822640306436	3
47	2008	0.186347	NA	0.001272	NA	0.0272731117664296	0.000371060407252953	3
48	2008	0.247046	NA	0.00125	NA	0.0479342056004825	0.000483846502056413	3
49	2008	0.156515	NA	0.00106	NA	0.0192398557885629	0.000259721904937209	3
50	2008	0.127562	NA	0.000828	NA	0.0127800490577636	0.000165371150205516	3
51	2008	0.212718	NA	0.002188	NA	0.0355384402810171	0.000727331025673274	3
52	2008	0.174658	NA	0.00218	NA	0.023958898457199	0.000594355149531114	3
53	2008	0.223691	NA	0.002026	NA	0.039299488998677	0.000708657895311972	3
54	2008	0.177966	NA	0.000706	NA	0.0248750498576353	0.000196969656681666	3
55	2008	0.205445	NA	0.001096	NA	0.0331498092401609	0.00035274919464854	3
56	2008	0.121431	NA	0.0013	NA	0.0115810790058889	0.000246639056490599	3
57	2008	0.159103	NA	0.001104	NA	0.0198813842325839	0.000274952666564261	3
58	2008	0.204782	NA	0.002202	NA	0.0329361962541956	0.000704510889336686	3
59	2008	0.166178	NA	0.00091	NA	0.0216888705649996	0.000236888542495543	3
60	2008	0.171175	NA	0.001786	NA	0.0230128578288029	0.000477716315453052	3
25	2009	0.100991	NA	0.000958	NA	0.00801041887457357	0.000151252757422058	2
26	2009	0.201848	NA	0.006018	NA	0.0319991750746907	0.00187963546521625	2
27	2009	0.148478	NA	0.004196	NA	0.0173146652373144	0.000964799565862928	2
28	2009	0.173255	NA	0.006224	NA	0.0235755283827944	0.00166342623645148	2
29	2009	0.205823	NA	0.007078	NA	0.0332719066920056	0.00224901301239086	2
30	2009	0.180649	NA	0.00381	NA	0.0256307317314653	0.00106973529500555	2
31	2009	0.115138	NA	0.004408	NA	0.0104118342057601	0.000781962944928083	2
32	2009	0.193597	NA	0.006104	NA	0.0294365648349352	0.00182697228468807	2
33	2009	0.134186	NA	0.003392	NA	0.0141417871212485	0.000705925419703294	2
34	2009	0.214645	NA	0.00244	NA	0.036185238053208	0.000818003182752727	2
35	2009	0.142184	NA	0.00552	NA	0.0158778369236129	0.00120891702301013	2
36	2009	0.172744	NA	0.007878	NA	0.0234366656764552	0.00208891688213566	2
37	2009	0.15882	NA	0.00411	NA	0.0198107202248785	0.00101207059215871	2
38	2009	0.100242	NA	0.002782	NA	0.00789204090114096	0.000431974459381407	2
39	2009	0.19188	NA	0.003382	NA	0.0289167380578477	0.00101036635354236	2
40	2009	0.220758	NA	0.002416	NA	0.0382756683654032	0.000833201893851533	2
41	2009	0.179579	NA	0.004104	NA	0.0253280047531887	0.00114443634901639	2
42	2009	0.14605	NA	0.001466	NA	0.016753016027661	0.000334634158797371	2
43	2009	0.093302	NA	0.00057	NA	0.00683709773231298	8.3283134299803e-05	3
44	2009	0.155892	NA	0.001442	NA	0.0190869940888106	0.000351476017101782	3
45	2009	0.206945	NA	0.00194	NA	0.0336356447630661	0.000627676860418452	3
46	2009	0.185828	NA	0.001708	NA	0.0271214051800306	0.000496270467417369	3
47	2009	0.187365	NA	0.001018	NA	0.0275719077138011	0.000298795947371495	3
48	2009	0.248324	NA	0.001278	NA	0.0484314277160049	0.000497222115522403	3
49	2009	0.157511	NA	0.000996	NA	0.0194855046904473	0.000245648901884412	3
50	2009	0.128408	NA	0.000846	NA	0.0129501275169942	0.000170078459230583	3
51	2009	0.215162	NA	0.002444	NA	0.0363597615510987	0.000821321270081603	3
52	2009	0.176718	NA	0.00206	NA	0.0245273967912266	0.000568498334027601	3
53	2009	0.225291	NA	0.0016	NA	0.0398636964197946	0.000564207421117617	3
54	2009	0.178726	NA	0.00076	NA	0.0250879602413262	0.000212910383690909	3
55	2009	0.206781	NA	0.001336	NA	0.033582354662016	0.000432545421855057	3
56	2009	0.122585	NA	0.001154	NA	0.0118022427807374	0.000221163774848489	3
57	2009	0.160149	NA	0.001046	NA	0.0201436582040301	0.000262273971446163	3
58	2009	0.206732	NA	0.00195	NA	0.0335664408168297	0.000630244562634059	3
59	2009	0.166926	NA	0.000748	NA	0.0218845617788252	0.000195691213825615	3
60	2009	0.173107	NA	0.001932	NA	0.0235352676351511	0.000522409806348222	3
25	2010	0.103101	NA	0.00211	NA	0.00834863812151784	0.000338219246944277	2
26	2010	0.207358	NA	0.00551	NA	0.0337700319957809	0.0017708569210902	2
27	2010	0.153056	NA	0.004578	NA	0.0183988466529075	0.00108418141559304	2
28	2010	0.178923	NA	0.005668	NA	0.0251432969242711	0.00156776854147678	2
29	2010	0.211869	NA	0.006046	NA	0.035255324378365	0.00198341768635946	2
30	2010	0.184973	NA	0.004324	NA	0.0268724065871806	0.00124167485571526	2
31	2010	0.120222	NA	0.005084	NA	0.0113516182746322	0.000939784068872044	2
32	2010	0.200713	NA	0.007116	NA	0.0316403213641778	0.00220375652924261	2
33	2010	0.137916	NA	0.00373	NA	0.0149389194944902	0.000797132373241763	2
34	2010	0.218961	NA	0.004316	NA	0.0376550663378685	0.0014698282846605	2
35	2010	0.147478	NA	0.005294	NA	0.017082221938468	0.00120438501485513	2
36	2010	0.180092	NA	0.007348	NA	0.0254729195288591	0.00203625385240393	2
37	2010	0.161742	NA	0.002922	NA	0.0205463886761713	0.000735668451292752	2
38	2010	0.103718	NA	0.003476	NA	0.00844886067863811	0.000556819777497147	2
39	2010	0.196034	NA	0.004154	NA	0.0301823245397184	0.00126558648187067	2
40	2010	0.223258	NA	0.0025	NA	0.0391474917427009	0.000871823377297708	2
41	2010	0.184103	NA	0.004524	NA	0.0266202182842585	0.00129221353106986	2
42	2010	0.148	NA	0.00195	NA	0.0172033613710577	0.000450345343396691	2
43	2010	0.094022	NA	0.00072	NA	0.00694302695871637	0.000105929226403389	3
44	2010	0.157588	NA	0.001696	NA	0.0195045605099907	0.000417566421180068	3
45	2010	0.209123	NA	0.002178	NA	0.0343473695188257	0.000711724755759535	3
46	2010	0.188214	NA	0.002386	NA	0.0278223449330333	0.000700939753002748	3
47	2010	0.188665	NA	0.0013	NA	0.0279558409665981	0.000383933252797043	3
48	2010	0.250438	NA	0.002114	NA	0.0492595380840498	0.000828110368044942	3
49	2010	0.158993	NA	0.001482	NA	0.0198539027110237	0.000368398020576376	3
50	2010	0.129254	NA	0.000846	NA	0.0131213302202886	0.000171202703294408	3
51	2010	0.217854	NA	0.002692	NA	0.0372752837533583	0.000915522202259635	3
52	2010	0.179786	NA	0.003068	NA	0.0253864293876635	0.000859032596436913	3
53	2010	0.227649	NA	0.002358	NA	0.0407025271994513	0.000838830779656748	3
54	2010	0.179574	NA	0.000848	NA	0.0253265943626558	0.000238634121329618	3
55	2010	0.208357	NA	0.001576	NA	0.0340962072914802	0.000513852629464219	3
56	2010	0.123799	NA	0.001214	NA	0.0120371633636213	0.000234920582883888	3
57	2010	0.161251	NA	0.001102	NA	0.0204218327246571	0.000278174520626964	3
58	2010	0.209614	NA	0.002882	NA	0.0345088472767622	0.00094240645993255	3
59	2010	0.167802	NA	0.000876	NA	0.0221148575854647	0.000230295806639424	3
60	2010	0.175173	NA	0.002066	NA	0.0241003981190222	0.000565130483871103	3
25	2011	0.105051	NA	0.00195	NA	0.00866742840860748	0.000318790287089634	2
26	2011	0.212074	NA	0.004716	NA	0.03532358200935	0.00155355001356908	2
27	2011	0.15615	NA	0.003094	NA	0.019150224009946	0.000751377357038497	2
28	2011	0.182757	NA	0.003834	NA	0.0262323937291371	0.00108909680486592	2
29	2011	0.215849	NA	0.00398	NA	0.0365923215263401	0.00133699714797508	2
30	2011	0.188957	NA	0.003984	NA	0.0280424433851736	0.001170036797993	2
31	2011	0.12296	NA	0.002738	NA	0.0118745617527492	0.00052294347811707	2
32	2011	0.205291	NA	0.004578	NA	0.0331001301799546	0.00145980881577678	2
33	2011	0.139356	NA	0.00144	NA	0.0152525067386589	0.000313587244168615	2
34	2011	0.222027	NA	0.003066	NA	0.0387169790106179	0.00106191267274944	2
35	2011	0.15146	NA	0.003982	NA	0.0180171372267358	0.000934915288267772	2
36	2011	0.18668	NA	0.006588	NA	0.0273706723484219	0.00189775281956279	2
