Snr	strata	age	plot	rn	dw.g	area.cm	sla	area.n	dw.n	yr	ag	bg	pch
1071	6	1	3	2	20	0.1777	6.267271	35.268829487901	0.31336355	0.008885	11	2	1	21
1081	6	1	3	2	20	0.1608	6.122263	38.0737748756219	0.30611315	0.00804	11	2	1	21
1091	6	2	0	2	20	0.187	7.394229	39.5413315508021	0.36971145	0.00935	11	0	1	21
1101	6	2	1	2	20	0.2196	7.431838	33.8426138433516	0.3715919	0.01098	11	1	1	21
1111	6	2	2	2	20	0.2047	6.829925	33.3655349291646	0.34149625	0.010235	11	2	1	21
1121	6	2	3	2	20	0.1839	6.257778	34.0281566068515	0.3128889	0.009195	11	2	1	21
1131	6	3	0	2	20	0.2093	8.230487	39.3238748208313	0.41152435	0.010465	11	0	1	21
1141	6	3	1	2	20	0.2617	8.673756	33.1438899503248	0.4336878	0.013085	11	1	1	21
1151	6	3	2	2	20	0.2547	7.909821	31.0554416961131	0.39549105	0.012735	11	2	1	21
1161	6	3	3	2	20	0.216	7.125773	32.9896898148148	0.35628865	0.0108	11	2	1	21
1171	6	4	0	2	20	0.2616	9.738889	37.2281689602447	0.48694445	0.01308	11	0	1	21
1181	6	4	1	2	20	0.2973	9.333109	31.392899428187	0.46665545	0.014865	11	1	1	21
1191	6	4	2	2	20	0.2927	9.504825	32.4729244960711	0.47524125	0.014635	11	2	1	21
1201	6	4	3	2	16	0.2348	7.109241	30.2778577512777	0.4443275625	0.014675	11	2	1	21
1211	6	5	0	2	20	0.3617	12.373968	34.2105833563727	0.6186984	0.018085	11	0	1	21
1221	6	5	1	2	20	0.5118	14.268199	27.8784661977335	0.71340995	0.02559	11	1	1	21
1231	6	5	2	2	20	0.6551	15.847838	24.1914791634865	0.7923919	0.032755	11	2	1	21
1241	7	1	0	3	20	0.1703	6.440717	37.8198297122725	0.32203585	0.008515	11	0	white	21
1251	7	1	1	3	20	0.2174	7.662764	35.2473045078197	0.3831382	0.01087	11	1	white	21
1261	7	1	2	3	20	0.1726	5.973394	34.6083082271147	0.2986697	0.00863	11	2	white	21
1271	7	1	3	3	20	0.2026	6.631942	32.7341658440276	0.3315971	0.01013	11	2	white	21
1281	7	1	3	3	20	0.2211	6.680332	30.2140750791497	0.3340166	0.011055	11	2	white	21
1291	7	2	0	3	20	0.163	6.147202	37.7128957055215	0.3073601	0.00815	11	0	white	21
1301	7	2	1	3	20	0.2076	7.282285	35.0784441233141	0.36411425	0.01038	11	1	white	21
1311	7	2	2	3	20	0.2006	6.614485	32.9735044865404	0.33072425	0.01003	11	2	white	21
1321	7	2	3	3	20	0.2175	6.721481	30.9033609195402	0.33607405	0.010875	11	2	white	21
1331	7	2	3	3	20	0.1994	6.230265	31.2450601805416	0.31151325	0.00997	11	2	white	21
1341	7	3	0	3	20	0.2235	8.047588	36.0071051454139	0.4023794	0.011175	11	0	white	21
1351	7	3	1	3	20	0.2452	7.877279	32.1259339314845	0.39386395	0.01226	11	1	white	21
1361	7	3	2	3	20	0.2302	7.465345	32.4298218940052	0.37326725	0.01151	11	2	white	21
1371	7	3	3	3	20	0.2069	6.743081	32.5910149830836	0.33715405	0.010345	11	2	white	21
1381	7	3	3	3	20	0.2511	7.672016	30.5536280366388	0.3836008	0.012555	11	2	white	21
1391	7	4	0	3	20	0.25	8.503649	34.014596	0.42518245	0.0125	11	0	white	21
1401	7	4	1	3	20	0.3198	9.435358	29.5039337085679	0.4717679	0.01599	11	1	white	21
1411	7	4	2	3	20	0.3155	9.280013	29.4136703645008	0.46400065	0.015775	11	2	white	21
1421	7	4	3	3	20	0.2506	7.570611	30.2099401436552	0.37853055	0.01253	11	2	white	21
1431	7	4	3	3	6	0.0748	2.068643	27.6556550802139	0.344773833333333	0.0124666666666667	11	2	white	21
1441	7	5	0	3	20	0.2867	9.163042	31.9603836763167	0.4581521	0.014335	11	0	white	21
1451	7	5	1	3	20	0.2849	8.739844	30.6768831168831	0.4369922	0.014245	11	1	white	21
1461	7	5	2	3	20	0.3195	8.997318	28.1606197183099	0.4498659	0.015975	11	2	white	21
1471	7	5	3	3	20	0.4573	11.425203	24.9840432976164	0.57126015	0.022865	11	2	white	21
1481	8	1	0	3	20	0.1286	5.467214	42.5133281493002	0.2733607	0.00643	11	0	white	21
1491	8	1	1	3	20	0.1291	5.159541	39.9654608830364	0.25797705	0.006455	11	1	white	21
1501	8	1	2	3	20	0.1233	4.842736	39.2760421735604	0.2421368	0.006165	11	2	white	21
1511	8	1	3	3	20	0.1283	4.889356	38.1087763055339	0.2444678	0.006415	11	2	white	21
1521	8	1	3	3	10	0.0638	2.280704	35.7477115987461	0.2280704	0.00638	11	2	white	21
1531	8	2	0	3	20	0.1377	5.591869	40.609070442992	0.27959345	0.006885	11	0	white	21
1541	8	2	1	3	20	0.1599	5.808636	36.3266791744841	0.2904318	0.007995	11	1	white	21
1551	8	2	2	3	20	0.1543	5.776899	37.4393972780298	0.28884495	0.007715	11	2	white	21
1561	8	2	3	3	20	0.1399	5.060066	36.1691636883488	0.2530033	0.006995	11	2	white	21
1571	8	3	0	3	20	0.1401	5.52739	39.453176302641	0.2763695	0.007005	11	0	white	21
1581	8	3	1	3	20	0.1648	5.829995	35.3761832524272	0.29149975	0.00824	11	1	white	21
1591	8	3	2	3	20	0.1562	5.618135	35.9675736235595	0.28090675	0.00781	11	2	white	21
1601	8	3	3	3	20	0.1783	6.343817	35.5794559730791	0.31719085	0.008915	11	2	white	21
1611	8	4	0	3	20	0.1533	5.512346	35.957899543379	0.2756173	0.007665	11	0	white	21
1621	8	4	1	3	20	0.1883	6.379979	33.8819915029209	0.31899895	0.009415	11	1	white	21
1631	8	4	2	3	20	0.1882	6.20605	32.9758235919235	0.3103025	0.00941	11	2	white	21
1641	8	4	3	3	20	0.1842	6.172463	33.5095711183496	0.30862315	0.00921	11	2	white	21
1651	8	4	3	3	4	0.053	1.437045	27.1140566037736	0.35926125	0.01325	11	2	white	21
1661	8	5	0	3	20	0.1695	6.42688	37.9166961651917	0.321344	0.008475	11	0	white	21
1671	8	5	1	3	20	0.2835	8.799255	31.0379365079365	0.43996275	0.014175	11	1	white	21
1681	8	5	2	3	20	0.2932	8.760881	29.880221691678	0.43804405	0.01466	11	2	white	21
1691	8	5	3	3	20	0.281	8.534138	30.3705978647687	0.4267069	0.01405	11	2	white	21
1701	9	1	0	3	20	0.1169	5.429444	46.4452010265184	0.2714722	0.005845	11	0	white	21
1711	9	1	1	3	20	0.1766	6.648555	37.647536806342	0.33242775	0.00883	11	1	white	21
1721	9	1	2	3	20	0.1401	5.651602	40.3397715917202	0.2825801	0.007005	11	2	white	21
1731	9	1	3	3	20	0.151	5.546496	36.731761589404	0.2773248	0.00755	11	2	white	21
1741	9	1	3	3	20	0.1789	6.459059	36.104298490777	0.32295295	0.008945	11	2	white	21
1751	9	2	0	3	20	0.1456	6.476557	44.4818475274725	0.32382785	0.00728	11	0	white	21
1761	9	2	1	3	20	0.1669	6.527239	39.1086818454164	0.32636195	0.008345	11	1	white	21
1771	9	2	2	3	20	0.1665	6.500007	39.0390810810811	0.32500035	0.008325	11	2	white	21
1781	9	2	3	3	20	0.1846	6.586972	35.6824052004334	0.3293486	0.00923	11	2	white	21
1791	9	2	3	3	20	0.1693	6.150581	36.3294802126403	0.30752905	0.008465	11	2	white	21
1801	9	3	0	3	20	0.1462	6.172543	42.2198563611491	0.30862715	0.00731	11	0	white	21
1811	9	3	1	3	20	0.1797	6.521688	36.2920868113523	0.3260844	0.008985	11	1	white	21
1821	9	3	2	3	20	0.1521	5.579882	36.6856147271532	0.2789941	0.007605	11	2	white	21
1831	9	3	3	3	20	0.1519	5.723039	37.6763594470046	0.28615195	0.007595	11	2	white	21
1841	9	3	3	3	20	0.1578	5.697658	36.1068314321927	0.2848829	0.00789	11	2	white	21
1851	9	4	0	3	20	0.2198	8.265401	37.6041901728844	0.41327005	0.01099	11	0	white	21
1861	9	4	1	3	20	0.2507	7.957848	31.7425129637016	0.3978924	0.012535	11	1	white	21
1871	9	4	2	3	20	0.2604	8.29026	31.8366359447005	0.414513	0.01302	11	2	white	21
1881	9	4	3	3	20	0.2578	7.852783	30.4607564003103	0.39263915	0.01289	11	2	white	21
1891	9	4	3	3	20	0.2433	7.363578	30.2654254007398	0.3681789	0.012165	11	2	white	21
1901	9	5	0	3	20	0.3059	10.463526	34.2057077476299	0.5231763	0.015295	11	0	white	21
1911	9	5	1	3	20	0.3846	11.066243	28.7733827353094	0.55331215	0.01923	11	1	white	21
1921	9	5	2	3	20	0.3998	10.6204	26.5642821410705	0.53102	0.01999	11	2	white	21
1931	9	5	3	3	20	0.3983	10.564569	26.5241501380869	0.52822845	0.019915	11	2	white	21
1941	10	1	0	3	20	0.1611	6.643889	41.2407759155804	0.33219445	0.008055	11	0	white	21
1951	10	1	1	3	20	0.1671	6.429615	38.4776481149013	0.32148075	0.008355	11	1	white	21
1961	10	1	2	3	20	0.1653	5.992179	36.2503266787659	0.29960895	0.008265	11	2	white	21
1971	10	1	3	3	20	0.1697	6.290199	37.0665822038892	0.31450995	0.008485	11	2	white	21
1981	10	1	3	3	20	0.1682	6.034776	35.8785731272295	0.3017388	0.00841	11	2	white	21
1991	10	2	0	3	20	0.1376	5.689855	41.3506904069767	0.28449275	0.00688	11	0	white	21
2001	10	2	1	3	20	0.1494	5.613067	37.5707295850067	0.28065335	0.00747	11	1	white	21
2011	10	2	2	3	20	0.1252	4.842937	38.6816054313099	0.24214685	0.00626	11	2	white	21
2021	10	2	3	3	20	0.1582	5.823519	36.8111188369153	0.29117595	0.00791	11	2	white	21
2031	10	2	3	3	20	0.1337	5.091803	38.0837920718025	0.25459015	0.006685	11	2	white	21
2041	10	3	0	3	20	0.1539	5.991696	38.9323976608187	0.2995848	0.007695	11	0	white	21
2051	10	3	1	3	20	0.1541	5.83619	37.8727449707982	0.2918095	0.007705	11	1	white	21
2061	10	3	2	3	20	0.1338	5.05717	37.7964872944694	0.2528585	0.00669	11	2	white	21
2071	10	3	3	3	20	0.1557	5.516408	35.4297238278741	0.2758204	0.007785	11	2	white	21
2081	10	3	3	3	20	0.1349	4.876484	36.1488806523351	0.2438242	0.006745	11	2	white	21
2091	10	4	0	3	20	0.2051	7.642773	37.2636421257923	0.38213865	0.010255	11	0	white	21
2101	10	4	1	3	20	0.2111	7.273838	34.4568356229275	0.3636919	0.010555	11	1	white	21
2111	10	4	2	3	20	0.1827	6.542725	35.8113026819923	0.32713625	0.009135	11	2	white	21
2121	10	4	3	3	20	0.1886	6.585001	34.9151696712619	0.32925005	0.00943	11	2	white	21
2131	10	4	3	3	20	0.1869	6.434523	34.4276243980738	0.32172615	0.009345	11	2	white	21
2141	10	5	0	3	10	0.0996	3.709704	37.2460240963855	0.3709704	0.00996	11	0	white	21
2151	10	5	1	3	10	0.1006	3.397968	33.7770178926441	0.3397968	0.01006	11	1	white	21
2161	10	5	2	3	10	0.1154	3.562645	30.8721403812825	0.3562645	0.01154	11	2	white	21
2171	10	5	3	3	20	0.215	6.758085	31.4329534883721	0.33790425	0.01075	11	2	white	21
2181	11	1	0	3	20	0.1046	4.848448	46.352275334608	0.2424224	0.00523	11	0	white	21
2191	11	1	1	3	20	0.1255	5.024146	40.0330358565737	0.2512073	0.006275	11	1	white	21
2201	11	1	2	3	20	0.132	5.084482	38.518803030303	0.2542241	0.0066	11	2	white	21
2211	11	1	3	3	20	0.1227	4.591094	37.4172290138549	0.2295547	0.006135	11	2	white	21
2221	11	1	3	3	18	0.1443	5.217906	36.1601247401247	0.289883666666667	0.00801666666666667	11	2	white	21
2231	11	2	0	3	20	0.1203	5.456354	45.3562261014131	0.2728177	0.006015	11	0	white	21
2241	11	2	1	3	20	0.2066	7.073241	34.236403678606	0.35366205	0.01033	11	1	white	21
2251	11	2	2	3	20	0.1711	5.982605	34.9655464640561	0.29913025	0.008555	11	2	white	21
2261	11	2	3	3	20	0.1601	5.590702	34.9200624609619	0.2795351	0.008005	11	2	white	21
2271	11	2	3	3	20	0.1536	5.429846	35.3505598958333	0.2714923	0.00768	11	2	white	21
2281	11	3	0	3	20	0.1336	5.595288	41.8808982035928	0.2797644	0.00668	11	0	white	21
2291	11	3	1	3	20	0.1812	6.230587	34.3851379690949	0.31152935	0.00906	11	1	white	21
2301	11	3	2	3	20	0.1578	5.291596	33.5335614702155	0.2645798	0.00789	11	2	white	21
2311	11	3	3	3	20	0.1849	6.099255	32.9867766360195	0.30496275	0.009245	11	2	white	21
2321	11	3	3	3	20	0.1578	5.032433	31.8912103929024	0.25162165	0.00789	11	2	white	21
2331	11	4	0	3	20	0.1828	6.966084	38.1076805251641	0.3483042	0.00914	11	0	white	21
2341	11	4	1	3	20	0.1908	6.286217	32.9466299790356	0.31431085	0.00954	11	1	white	21
2351	11	4	2	3	20	0.2063	6.470604	31.3650218128938	0.3235302	0.010315	11	2	white	21
2361	11	4	3	3	20	0.1945	6.325073	32.5196555269923	0.31625365	0.009725	11	2	white	21
2371	11	4	3	3	20	0.1865	6.148731	32.9690670241287	0.30743655	0.009325	11	2	white	21
2381	11	5	0	3	20	0.236	8.41769	35.6681779661017	0.4208845	0.0118	11	0	white	21
2391	11	5	1	3	20	0.2787	8.449346	30.3169931826337	0.4224673	0.013935	11	1	white	21
2401	11	5	2	3	20	0.2763	8.382212	30.3373579442635	0.4191106	0.013815	11	2	white	21
2411	11	5	3	3	20	0.2705	7.488514	27.6839704251386	0.3744257	0.013525	11	2	white	21
2421	12	1	0	3	20	0.1075	4.886138	45.4524465116279	0.2443069	0.005375	11	0	white	21
2431	12	1	1	3	20	0.135	5.114369	37.8842148148148	0.25571845	0.00675	11	1	white	21
2441	12	1	2	3	20	0.1591	5.956178	37.4366939032055	0.2978089	0.007955	11	2	white	21
2451	12	1	3	3	20	0.1403	5.230818	37.2830933713471	0.2615409	0.007015	11	2	white	21
2461	12	1	3	3	20	0.1207	4.71064	39.027671913836	0.235532	0.006035	11	2	white	21
2471	12	2	0	3	20	0.1113	4.93859	44.3718778077269	0.2469295	0.005565	11	0	white	21
2481	12	2	1	3	20	0.1507	5.723723	37.9809090909091	0.28618615	0.007535	11	1	white	21
2491	12	2	2	3	20	0.138	5.256843	38.0930652173913	0.26284215	0.0069	11	2	white	21
2501	12	2	3	3	20	0.1328	5.07334	38.2028614457831	0.253667	0.00664	11	2	white	21
2511	12	2	3	3	20	0.1517	5.412389	35.6782399472643	0.27061945	0.007585	11	2	white	21
2521	12	3	0	3	20	0.1998	7.190132	35.9866466466466	0.3595066	0.00999	11	0	white	21
2531	12	3	1	3	20	0.1943	6.975898	35.9027174472465	0.3487949	0.009715	11	1	white	21
2541	12	3	2	3	20	0.217	7.227379	33.3058940092166	0.36136895	0.01085	11	2	white	21
2551	12	3	3	3	20	0.1763	6.243981	35.4167952353942	0.31219905	0.008815	11	2	white	21
2561	12	3	3	3	20	0.1862	5.904772	31.7119871106337	0.2952386	0.00931	11	2	white	21
2571	12	4	0	3	20	0.2047	7.030885	34.3472642892037	0.35154425	0.010235	11	0	white	21
2581	12	4	1	3	20	0.2557	8.609599	33.6707039499413	0.43047995	0.012785	11	1	white	21
2591	12	4	2	3	20	0.2467	8.033228	32.5627401702473	0.4016614	0.012335	11	2	white	21
2601	12	4	3	3	20	0.2578	7.901293	30.6489255236618	0.39506465	0.01289	11	2	white	21
2611	12	4	3	3	20	0.2228	6.86496	30.8122082585278	0.343248	0.01114	11	2	white	21
2621	12	5	0	3	20	0.233	8.800985	37.7724678111588	0.44004925	0.01165	11	0	white	21
2631	12	5	1	3	20	0.3414	9.931563	29.0906942003515	0.49657815	0.01707	11	1	white	21
2641	12	5	2	3	20	0.3648	10.341365	28.3480400219298	0.51706825	0.01824	11	2	white	21
2651	12	5	3	3	14	0.188	5.52389	29.3823936170213	0.394563571428571	0.0134285714285714	11	2	white	21
