yta	avd	rev	år	mån	dag	nr	t_l	beha	p_kod	hojd	krong	b1	b2	dia	dia6m1	dia6m2	b6m1	b6m2	rc1	rc2
1471	12	8	2014	5	23	31	1	1	3	171	83	34	36	260.488003562544	0	0	0	0	0	0
1471	12	8	2014	5	23	35	1	1	3	172	76	34	30	255.982421271462	0	0	0	0	0	0
1471	12	8	2014	5	23	36	1	1	1	191	86	40	44	276.46337913004	0	0	0	0	0	0
1471	12	8	2014	5	23	38	1	1	1	146	89	12	12	129.499034745437	0	0	0	0	0	0
1471	12	8	2014	5	23	39	1	1	1	159	82	22	19	187.904230926289	0	0	0	0	0	0
1471	12	8	2014	5	23	41	1	1	1	151	77	31	34	189.934199132226	0	0	0	0	0	0
1471	12	8	2014	5	23	46	1	1	1	187	95	20	19	207.961534904895	0	0	0	0	0	0
1471	12	8	2014	5	23	51	1	1	1	175	93	18	18	214.979068748564	0	0	0	0	0	0
1471	12	8	2014	5	23	58	1	1	3	187	90	30	32	251.495526799186	0	0	0	0	0	0
1471	12	8	2014	5	23	61	1	1	1	165	85	15	14	167.98809481627	0	0	0	0	0	0
1471	12	8	2014	5	23	67	1	1	1	132	49	19	20	125.996031683542	0	0	0	0	0	0
1471	12	8	2014	5	23	72	1	1	1	174	82	20	20	206.494551986245	0	0	0	0	0	0
1471	12	9	2015	5	12	1	1	1	1	179	86	28	27	219.997727260988	0	0	0	0	0	0
1471	12	9	2015	5	12	3	1	1	1	183	73	26	29	218.403296678416	0	0	0	0	0	0
1471	12	9	2015	5	12	6	1	1	3	225	87	28	26	247.41463174194	0	0	0	0	0	0
1471	12	9	2015	5	12	7	1	1	1	195	99	24	22	223.486017459706	0	0	0	0	0	0
1471	12	9	2015	5	12	12	1	1	1	163	90	24	23	176.997175118701	0	0	0	0	0	0
1471	12	9	2015	5	12	14	1	1	3	193	74	38	36	305.479950242238	0	0	0	0	0	0
1471	12	9	2015	5	12	23	1	1	1	169	89	14	14	149	0	0	0	0	0	0
1471	12	9	2015	5	12	26	1	1	3	186	90	22	19	258.99227787716	0	0	0	0	0	0
1471	12	9	2015	5	12	28	1	1	1	180	101	20	21	182.493835512326	0	0	0	0	0	0
1471	12	9	2015	5	12	31	1	1	3	174	83	34	36	265.476929317785	0	0	0	0	0	0
1471	12	9	2015	5	12	36	1	1	1	193	86	35	34	282.971730036765	0	0	0	0	0	0
1471	12	9	2015	5	12	38	1	1	1	148	89	11	11	131.499049426222	0	0	0	0	0	0
1471	12	9	2015	5	12	39	1	1	1	161	88	17	16	191.447120636483	0	0	0	0	0	0
1471	12	9	2015	5	12	41	1	1	1	155	81	26	26	191.468012994338	0	0	0	0	0	0
1471	12	9	2015	5	12	46	1	1	1	190	98	22	23	212.428811605206	0	0	0	0	0	0
1471	12	9	2015	5	12	51	1	1	1	180	97	19	18	217.485631709315	0	0	0	0	0	0
1471	12	9	2015	5	12	58	1	1	3	190	93	26	29	255.992187380787	0	0	0	0	0	0
1471	12	9	2015	5	12	61	1	1	1	172	86	12	14	171.481777457548	0	0	0	0	0	0
1471	12	9	2015	5	12	67	1	1	1	136	49	16	19	128.996123972777	0	0	0	0	0	0
1471	12	9	2015	5	12	72	1	1	1	177	82	20	22	209.978570335165	0	0	0	0	0	0
1471	12	10	2016	5	3	1	1	1	1	181	86	30	33	221	0	0	0	0	0	0
1471	12	10	2016	5	3	3	1	1	1	187	79	30	29	219.854497338581	0	0	0	0	0	0
1471	12	10	2016	5	3	6	1	1	3	226	96	23	18	250.902371451527	0	0	0	0	0	0
1471	12	10	2016	5	3	7	1	1	1	197	99	20	23	225.455095307247	0	0	0	0	0	0
1471	12	10	2016	5	3	12	1	1	1	168	90	31	22	179.493732481109	0	0	0	0	0	0
1471	12	10	2016	5	3	14	1	1	3	196	81	35	35	306.993485272896	0	0	0	0	0	0
1471	12	10	2016	5	3	23	1	1	1	174	91	16	13	153	0	0	0	0	0	0
1471	12	10	2016	5	3	26	1	1	3	190	107	23	22	262.488094968134	0	0	0	0	0	0
1471	12	10	2016	5	3	28	1	1	1	184	104	23	20	185.989247001003	0	0	0	0	0	0
1471	12	10	2016	5	3	31	1	1	3	177	87	34	43	269.970368744424	0	0	0	0	0	0
1471	12	10	2016	5	3	36	1	1	1	198	89	40	40	284.446831587205	0	0	0	0	0	0
1471	12	10	2016	5	3	38	1	1	1	152	96	14	12	133	0	0	0	0	0	0
1471	12	10	2016	5	3	39	1	1	1	166	93	24	22	195.936214110613	0	0	0	0	0	0
1471	12	10	2016	5	3	41	1	1	1	158	87	34	26	194.935886896179	0	0	0	0	0	0
1471	12	10	2016	5	3	46	1	1	1	194	98	19	28	215.916650585359	0	0	0	0	0	0
1471	12	10	2016	5	3	51	1	1	1	184	102	21	20	220.963797939844	0	0	0	0	0	0
1471	12	10	2016	5	3	58	1	1	3	196	95	44	34	257.998062008225	0	0	0	0	0	0
1471	12	10	2016	5	3	61	1	1	1	176	95	21	19	173.481987537612	0	0	0	0	0	0
1471	12	10	2016	5	3	67	1	1	1	140	48	23	18	130.499042142079	0	0	0	0	0	0
1471	12	10	2016	5	3	72	1	1	1	182	84	26	23	213.990654001524	0	0	0	0	0	0
1471	12	11	2016	11	7	1	1	1	1	182	92	36	36	222.499438201538	0	0	0	0	0	0
1471	12	11	2016	11	7	3	1	1	1	187	79	39	32	222.252109101354	0	0	0	0	0	0
1471	12	11	2016	11	7	6	1	1	3	228	101	25	25	252.388589282479	0	0	0	0	0	0
1471	12	11	2016	11	7	7	1	1	1	199	99	27	30	227.945168845492	0	0	0	0	0	0
1471	12	11	2016	11	7	12	1	1	1	170	90	28	24	182.493835512326	0	0	0	0	0	0
1471	12	11	2016	11	7	14	1	1	3	198	81	33	38	308.489870174046	0	0	0	0	0	0
1471	12	11	2016	11	7	23	1	1	1	176	91	16	15	154.492718275005	0	0	0	0	0	0
1471	12	11	2016	11	7	26	1	1	3	191	107	28	24	264.992452722714	0	0	0	0	0	0
1471	12	11	2016	11	7	28	1	1	1	185	104	22	27	187.499333332148	0	0	0	0	0	0
1471	12	11	2016	11	7	31	1	1	3	180	87	44	44	272.983515985856	0	0	0	0	0	0
1471	12	11	2016	11	7	36	1	1	1	199	89	34	40	288.984428646251	0	0	0	0	0	0
1471	12	11	2016	11	7	38	1	1	1	155	98	14	13	134.499070628759	0	0	0	0	0	0
1471	12	11	2016	11	7	39	1	1	1	169	93	24	21	198.423788896392	0	0	0	0	0	0
1471	12	11	2016	11	7	41	1	1	1	161	87	32	26	197.959591836314	0	0	0	0	0	0
1471	12	11	2016	11	7	46	1	1	1	194	98	30	32	218.403296678416	0	0	0	0	0	0
1471	12	11	2016	11	7	51	1	1	1	186	102	23	18	222.964122674479	0	0	0	0	0	0
1471	12	11	2016	11	7	58	1	1	3	197	95	33	30	259.499518303985	0	0	0	0	0	0
1471	12	11	2016	11	7	61	1	1	1	178	95	18	19	175.482192828788	0	0	0	0	0	0
1471	12	11	2016	11	7	67	1	1	1	142	48	20	18	131.996212066862	0	0	0	0	0	0
1471	12	11	2016	11	7	72	1	1	1	184	84	24	28	216.485565338662	0	0	0	0	0	0
1471	13	1	2005	8	19	3	1	1	1	154	75	14	14	179.974998263648	0	0	0	0	0	0
1471	13	1	2005	8	19	9	1	1	1	123	53	16	18	145.492267835786	0	0	0	0	0	0
1471	13	1	2005	8	19	15	1	1	1	113	60	12	16	111.48990985735	0	0	0	0	0	0
1471	13	1	2005	8	19	21	1	1	1	124	34	12	16	159.846801657087	0	0	0	0	0	0
1471	13	1	2005	8	19	27	1	1	3	180	65	22	26	260	0	0	0	0	0	0
1471	13	1	2005	8	19	28	1	1	1	124	62	14	14	103.469802357983	0	0	0	0	0	0
1471	13	1	2005	8	19	34	1	1	1	156	60	22	20	188.997354478839	0	0	0	0	0	0
1471	13	1	2005	8	19	41	1	1	1	143	75	18	18	166.988023522647	0	0	0	0	0	0
1471	13	1	2005	8	19	44	1	1	3	185	81	22	22	238.495282972221	0	0	0	0	0	0
1471	13	1	2005	8	19	49	1	1	1	129	67	16	16	150.499169432924	0	0	0	0	0	0
1471	13	1	2005	8	19	50	1	1	3	169	71	20	20	232.49946236497	0	0	0	0	0	0
1471	13	1	2005	8	19	56	1	1	1	134	62	16	16	156.499201275917	0	0	0	0	0	0
1471	13	1	2005	8	19	62	1	1	1	146	53	18	22	173.499279537409	0	0	0	0	0	0
1471	13	1	2005	8	19	64	1	1	3	182	56	18	18	230.86143029965	0	0	0	0	0	0
1471	13	1	2005	8	19	69	1	1	1	137	63	16	16	169.440254957315	0	0	0	0	0	0
1471	13	1	2005	8	19	74	1	1	3	153	81	24	22	228.499452953393	0	0	0	0	0	0
1471	13	1	2005	8	19	76	1	1	1	129	81	16	14	117.9618582424	0	0	0	0	0	0
1471	13	1	2005	8	19	82	1	1	1	150	78	16	16	176.988700204279	0	0	0	0	0	0
1471	13	2	2008	5	9	1	1	1	1	152	84	15	16	163.499235472219	0	0	0	0	0	0
1471	13	2	2008	5	9	3	1	1	1	157	78	17	20	185.975804877946	0	0	0	0	0	0
1471	13	2	2008	5	9	15	1	1	1	118	64	13	16	112.995575134604	0	0	0	0	0	0
1471	13	2	2008	5	9	21	1	1	1	130	34	19	19	163.804761835546	0	0	0	0	0	0
1471	13	2	2008	5	9	27	1	1	3	181	74	31	30	265.49952918979	0	0	0	0	0	0
1471	13	2	2008	5	9	28	1	1	1	126	66	12	11	106.957935656968	0	0	0	0	0	0
1471	13	2	2008	5	9	34	1	1	1	157	60	22	23	192.997409309037	0	0	0	0	0	0
1471	13	2	2008	5	9	41	1	1	1	147	82	15	16	169.988234887006	0	0	0	0	0	0
1471	13	2	2008	5	9	44	1	1	3	185	81	32	30	246.96760921222	0	0	0	0	0	0
1471	13	2	2008	5	9	49	1	1	1	136	71	22	24	154.499190936393	0	0	0	0	0	0
1471	13	2	2008	5	9	50	1	1	3	175	71	23	24	235.47399007109	0	0	0	0	0	0
1471	13	2	2008	5	9	56	1	1	1	136	70	22	20	160.996894379985	0	0	0	0	0	0
1471	13	2	2008	5	9	64	1	1	3	182	56	22	26	243.474844696531	0	0	0	0	0	0
1471	13	2	2008	5	9	69	1	1	1	140	69	17	19	178.465682975747	0	0	0	0	0	0
1471	13	2	2008	5	9	74	1	1	3	153	86	26	30	231.997844817576	0	0	0	0	0	0
1471	13	2	2008	5	9	76	1	1	1	129	81	17	16	120.983469945278	0	0	0	0	0	0
1471	13	2	2008	5	9	82	1	1	1	150	82	18	20	179.482589684905	0	0	0	0	0	0
1471	13	3	2009	4	22	1	1	1	1	154	87	18	20	164.996969669143	0	0	0	0	0	0
1471	13	3	2009	4	22	3	1	1	1	161	78	21	22	187.976062305816	0	0	0	0	0	0
1471	13	3	2009	4	22	15	1	1	1	119	64	21	18	112.995575134604	0	0	0	0	0	0
1471	13	3	2009	4	22	21	1	1	1	132	34	14	16	165.372307234313	0	0	0	0	0	0
1471	13	3	2009	4	22	27	1	1	3	182	74	28	25	266.998127334257	0	0	0	0	0	0
1471	13	3	2009	4	22	28	1	1	1	131	68	12	12	108.471194332873	0	0	0	0	0	0
1471	13	3	2009	4	22	34	1	1	1	162	60	22	23	194.499357325416	0	0	0	0	0	0
1471	13	3	2009	4	22	41	1	1	1	148	82	14	14	170.988303693557	0	0	0	0	0	0
1471	13	3	2009	4	22	44	1	1	3	188	81	34	26	249.475449693953	0	0	0	0	0	0
1471	13	3	2009	4	22	49	1	1	1	139	71	19	23	155.499196139401	0	0	0	0	0	0
1471	13	3	2009	4	22	50	1	1	3	177	77	26	24	239.457720694072	0	0	0	0	0	0
1471	13	3	2009	4	22	56	1	1	1	141	70	22	20	162.996932486474	0	0	0	0	0	0
1471	13	3	2009	4	22	64	1	1	3	186	57	23	21	243.981556680008	0	0	0	0	0	0
1471	13	3	2009	4	22	69	1	1	1	145	70	17	19	180.955795707128	0	0	0	0	0	0
1471	13	3	2009	4	22	74	1	1	3	155	86	28	30	232.997854067371	0	0	0	0	0	0
1471	13	3	2009	4	22	76	1	1	1	132	85	18	19	121.474277112482	0	0	0	0	0	0
1471	13	3	2009	4	22	82	1	1	1	153	82	22	24	179.482589684905	0	0	0	0	0	0
1471	13	4	2010	5	6	1	1	1	1	159	87	15	16	169	0	0	0	0	0	0
1471	13	4	2010	5	6	2	1	1	1	169	91	17	20	184.997297277555	0	0	0	0	0	0
1471	13	4	2010	5	6	3	1	1	1	163	78	15	17	188.483421021585	0	0	0	0	0	0
1471	13	4	2010	5	6	15	1	1	1	121	64	17	18	112.995575134604	0	0	0	0	0	0
1471	13	4	2010	5	6	20	1	1	1	150	72	28	28	183.99728258863	0	0	0	0	0	0
1471	13	4	2010	5	6	21	1	1	1	135	34	16	17	169.811660377019	0	0	0	0	0	0
1471	13	4	2010	5	6	25	1	1	3	190	78	24	25	230.980518659042	0	0	0	0	0	0
1471	13	4	2010	5	6	27	1	1	3	183	74	24	26	271.49585632197	0	0	0	0	0	0
1471	13	4	2010	5	6	28	1	1	1	134	68	14	15	110.981980519362	0	0	0	0	0	0
1471	13	4	2010	5	6	34	1	1	1	163	60	18	20	197.997474731371	0	0	0	0	0	0
1471	13	4	2010	5	6	41	1	1	1	151	82	18	16	172.973986483517	0	0	0	0	0	0
1471	13	4	2010	5	6	43	1	1	1	174	97	18	18	183.989130113711	0	0	0	0	0	0
1471	13	4	2010	5	6	49	1	1	1	141	71	20	25	158.499211354505	0	0	0	0	0	0
1471	13	4	2010	5	6	56	1	1	1	142	70	20	24	165.99698792448	0	0	0	0	0	0
1471	13	4	2010	5	6	61	1	1	3	151	54	29	27	218	0	0	0	0	0	0
1471	13	4	2010	5	6	62	1	1	1	154	62	18	18	183	0	0	0	0	0	0
1471	13	4	2010	5	6	64	1	1	3	188	57	23	26	249.487474635501	0	0	0	0	0	0
1471	13	4	2010	5	6	69	1	1	1	148	70	24	20	187.44599222176	0	0	0	0	0	0
1471	13	4	2010	5	6	74	1	1	3	157	86	30	31	236.997890285969	0	0	0	0	0	0
1471	13	4	2010	5	6	82	1	1	1	155	82	18	21	182.975408183723	0	0	0	0	0	0
1471	13	5	2011	5	11	1	1	1	1	161	87	15	19	171.499271135477	0	0	0	0	0	0
1471	13	5	2011	5	11	2	1	1	1	171	91	24	22	188.989417693161	0	0	0	0	0	0
1471	13	5	2011	5	11	3	1	1	1	165	81	20	18	194.483932498291	0	0	0	0	0	0
1471	13	5	2011	5	11	15	1	1	1	125	64	15	15	114.498908291739	0	0	0	0	0	0
1471	13	5	2011	5	11	17	1	1	3	169	86	30	32	227.486263321547	0	0	0	0	0	0
1471	13	5	2011	5	11	20	1	1	1	151	72	28	31	188.997354478839	0	0	0	0	0	0
1471	13	5	2011	5	11	25	1	1	3	193	81	24	28	236.410659658147	0	0	0	0	0	0
1471	13	5	2011	5	11	27	1	1	3	187	87	30	34	273.998175176405	0	0	0	0	0	0
1471	13	5	2011	5	11	28	1	1	1	138	68	14	16	113.472463620034	0	0	0	0	0	0
1471	13	5	2011	5	11	34	1	1	1	163	60	20	21	202.499382715109	0	0	0	0	0	0
1471	13	5	2011	5	11	41	1	1	1	154	82	19	17	174.988571055369	0	0	0	0	0	0
1471	13	5	2011	5	11	42	1	1	1	179	104	15	19	172.493478137581	0	0	0	0	0	0
1471	13	5	2011	5	11	43	1	1	1	174	97	20	21	186.975934280324	0	0	0	0	0	0
1471	13	5	2011	5	11	49	1	1	1	148	71	25	28	160.499221181911	0	0	0	0	0	0
1471	13	5	2011	5	11	56	1	1	1	145	75	21	23	168.481452985188	0	0	0	0	0	0
1471	13	5	2011	5	11	62	1	1	1	157	64	20	18	185	0	0	0	0	0	0
1471	13	5	2011	5	11	64	1	1	3	188	57	24	27	253.982282846658	0	0	0	0	0	0
1471	13	5	2011	5	11	69	1	1	1	152	70	20	23	191.447120636483	0	0	0	0	0	0
1471	13	5	2011	5	11	74	1	1	3	160	96	30	35	238.997907940634	0	0	0	0	0	0
1471	13	5	2011	5	11	82	1	1	1	158	82	20	28	184.989188873296	0	0	0	0	0	0
1471	13	6	2012	5	7	1	1	1	1	161	87	18	20	174.499283666151	0	0	0	0	0	0
1471	13	6	2012	5	7	2	1	1	1	172	91	20	22	192.483765549202	0	0	0	0	0	0
1471	13	6	2012	5	7	3	1	1	1	166	81	20	22	197.977271422757	0	0	0	0	0	0
1471	13	6	2012	5	7	15	1	1	1	125	64	15	16	115	0	0	0	0	0	0
1471	13	6	2012	5	7	17	1	1	3	169	86	22	23	229.980433950369	0	0	0	0	0	0
1471	13	6	2012	5	7	20	1	1	1	151	78	29	31	190.499343830891	0	0	0	0	0	0
1471	13	6	2012	5	7	27	1	1	3	187	87	24	25	277.495945916332	0	0	0	0	0	0
1471	13	6	2012	5	7	28	1	1	1	138	68	14	19	115.472940553188	0	0	0	0	0	0
1471	13	6	2012	5	7	34	1	1	1	166	60	25	26	207.494578242421	0	0	0	0	0	0
1471	13	6	2012	5	7	41	1	1	1	154	85	19	20	176.974574445032	0	0	0	0	0	0
1471	13	6	2012	5	7	42	1	1	1	179	104	18	19	175.493589626516	0	0	0	0	0	0
1471	13	6	2012	5	7	43	1	1	1	174	97	20	22	187.989361401118	0	0	0	0	0	0
1471	13	6	2012	5	7	44	1	1	3	189	81	25	26	256.951357264366	0	0	0	0	0	0
1471	13	6	2012	5	7	49	1	1	1	149	71	24	24	163.996951191173	0	0	0	0	0	0
1471	13	6	2012	5	7	54	1	1	3	177	67	29	29	239.474424521701	0	0	0	0	0	0
1471	13	6	2012	5	7	56	1	1	1	147	75	22	26	172.464489098481	0	0	0	0	0	0
1471	13	6	2012	5	7	62	1	1	1	157	64	17	17	189.494063231543	0	0	0	0	0	0
1471	13	6	2012	5	7	69	1	1	1	153	70	21	27	198.469141178169	0	0	0	0	0	0
1471	13	6	2012	5	7	74	1	1	3	160	96	31	34	242.499484535535	0	0	0	0	0	0
1471	13	6	2012	5	7	82	1	1	1	158	82	20	29	185.989247001003	0	0	0	0	0	0
1471	13	7	2013	6	2	1	1	1	1	164	87	18	20	177	0	0	0	0	0	0
1471	13	7	2013	6	2	2	1	1	1	175	91	23	23	193.468343663763	0	0	0	0	0	0
1471	13	7	2013	6	2	3	1	1	1	170	83	21	22	201.484490718268	0	0	0	0	0	0
1471	13	7	2013	6	2	15	1	1	1	127	64	12	12	115	0	0	0	0	0	0
1471	13	7	2013	6	2	17	1	1	3	175	92	36	32	231.495140337762	0	0	0	0	0	0
1471	13	7	2013	6	2	20	1	1	1	157	78	29	29	192.499350648255	0	0	0	0	0	0
1471	13	7	2013	6	2	25	1	1	3	199	80	32	29	245.385411139293	0	0	0	0	0	0
1471	13	7	2013	6	2	27	1	1	3	187	87	30	32	280.499554366847	0	0	0	0	0	0
1471	13	7	2013	6	2	28	1	1	1	143	74	16	15	116.473172876847	0	0	0	0	0	0
1471	13	7	2013	6	2	34	1	1	1	169	60	26	24	209	0	0	0	0	0	0
1471	13	7	2013	6	2	41	1	1	1	159	89	19	17	178.493697367722	0	0	0	0	0	0
1471	13	7	2013	6	2	42	1	1	1	185	104	18	20	177.997190989072	0	0	0	0	0	0
1471	13	7	2013	6	2	43	1	1	1	177	97	25	22	188.976188976283	0	0	0	0	0	0
1471	13	7	2013	6	2	49	1	1	1	155	71	24	23	164.499240119825	0	0	0	0	0	0
1471	13	7	2013	6	2	56	1	1	1	151	75	27	26	173.481987537612	0	0	0	0	0	0
1471	13	7	2013	6	2	62	1	1	1	161	64	24	23	191	0	0	0	0	0	0
1471	13	7	2013	6	2	64	1	1	3	192	68	25	28	260.992337052259	0	0	0	0	0	0
1471	13	7	2013	6	2	69	1	1	1	158	70	28	24	202.960587306994	0	0	0	0	0	0
1471	13	7	2013	6	2	74	1	1	3	164	101	33	31	244	0	0	0	0	0	0
1471	13	7	2013	6	2	82	1	1	1	161	82	21	26	186.975934280324	0	0	0	0	0	0
1471	13	8	2014	5	23	1	1	1	1	169	87	18	20	178.997206682116	0	0	0	0	0	0
1471	13	8	2014	5	23	2	1	1	1	179	96	22	23	193.468343663763	0	0	0	0	0	0
1471	13	8	2014	5	23	3	1	1	1	174	83	19	22	201.977721543739	0	0	0	0	0	0
1471	13	8	2014	5	23	15	1	1	1	132	78	14	16	115	0	0	0	0	0	0
1471	13	8	2014	5	23	17	1	1	3	178	92	31	26	233.49518196314	0	0	0	0	0	0
1471	13	8	2014	5	23	20	1	1	1	158	86	23	26	193	0	0	0	0	0	0
1471	13	8	2014	5	23	25	1	1	3	201	80	25	25	248.837296239933	0	0	0	0	0	0
1471	13	8	2014	5	23	27	1	1	3	191	89	28	30	281.496003524029	0	0	0	0	0	0
1471	13	8	2014	5	23	28	1	1	1	145	84	12	10	116.961532137708	0	0	0	0	0	0
1471	13	8	2014	5	23	34	1	1	1	171	60	22	18	210.997630318447	0	0	0	0	0	0
1471	13	8	2014	5	23	41	1	1	1	162	89	14	16	179.988888545932	0	0	0	0	0	0
1471	13	8	2014	5	23	42	1	1	1	187	104	14	16	179.493732481109	0	0	0	0	0	0
1471	13	8	2014	5	23	43	1	1	1	178	102	20	20	189.467675343315	0	0	0	0	0	0
1471	13	8	2014	5	23	49	1	1	1	159	74	20	20	164.499240119825	0	0	0	0	0	0
1471	13	8	2014	5	23	56	1	1	1	154	84	22	24	175.482192828788	0	0	0	0	0	0
1471	13	8	2014	5	23	62	1	1	1	164	64	16	19	192	0	0	0	0	0	0
1471	13	8	2014	5	23	64	1	1	3	193	68	22	22	263.495730515695	0	0	0	0	0	0
1471	13	8	2014	5	23	69	1	1	1	161	72	22	22	205.978154181457	0	0	0	0	0	0
1471	13	8	2014	5	23	74	1	1	3	167	101	30	34	244.499488752022	0	0	0	0	0	0
1471	13	8	2014	5	23	82	1	1	1	165	89	20	18	187.976062305816	0	0	0	0	0	0
1471	13	9	2015	5	12	1	1	1	1	174	98	18	18	184.483061553087	0	0	0	0	0	0
1471	13	9	2015	5	12	2	1	1	1	185	99	20	19	198.959794933549	0	0	0	0	0	0
1471	13	9	2015	5	12	3	1	1	1	179	93	16	17	208.485011451663	0	0	0	0	0	0
1471	13	9	2015	5	12	15	1	1	1	135	85	14	14	117	0	0	0	0	0	0
1471	13	9	2015	5	12	17	1	1	3	184	92	30	30	237.495263110657	0	0	0	0	0	0
1471	13	9	2015	5	12	20	1	1	1	165	86	30	33	196.499363866655	0	0	0	0	0	0
1471	13	9	2015	5	12	25	1	1	3	208	93	30	29	255.929677841395	0	0	0	0	0	0
1471	13	9	2015	5	12	27	1	1	3	197	89	28	29	286.49607327152	0	0	0	0	0	0
1471	13	9	2015	5	12	28	1	1	1	150	84	19	14	120.449159399308	0	0	0	0	0	0
1471	13	9	2015	5	12	34	1	1	1	178	60	22	19	215	0	0	0	0	0	0
1471	13	9	2015	5	12	41	1	1	1	167	89	15	16	182.493835512326	0	0	0	0	0	0
1471	13	9	2015	5	12	42	1	1	1	193	104	21	23	184.989188873296	0	0	0	0	0	0
1471	13	9	2015	5	12	43	1	1	1	184	102	15	15	192.958544770632	0	0	0	0	0	0
1471	13	9	2015	5	12	49	1	1	1	166	95	14	14	169	0	0	0	0	0	0
1471	13	9	2015	5	12	50	1	1	3	194	90	28	32	268.953527584228	0	0	0	0	0	0
1471	13	9	2015	5	12	56	1	1	1	159	84	20	20	176.482293729428	0	0	0	0	0	0
1471	13	9	2015	5	12	62	1	1	1	169	64	18	18	193.997422663292	0	0	0	0	0	0
1471	13	9	2015	5	12	69	1	1	1	167	72	20	21	213.941580811211	0	0	0	0	0	0
1471	13	9	2015	5	12	74	1	1	3	172	101	34	34	248.499496981382	0	0	0	0	0	0
1471	13	9	2015	5	12	82	1	1	1	169	91	34	33	191.989583050748	0	0	0	0	0	0
1471	13	10	2016	5	3	1	1	1	1	179	98	21	19	187.99734040672	0	0	0	0	0	0
1471	13	10	2016	5	3	2	1	1	1	188	99	23	20	200.9601950636	0	0	0	0	0	0
1471	13	10	2016	5	3	3	1	1	1	181	95	24	21	209.961901305927	0	0	0	0	0	0
1471	13	10	2016	5	3	15	1	1	1	139	85	19	17	117.498936165397	0	0	0	0	0	0
1471	13	10	2016	5	3	20	1	1	1	168	86	38	36	201.499379651651	0	0	0	0	0	0
1471	13	10	2016	5	3	25	1	1	3	212	93	26	23	263.907180652592	0	0	0	0	0	0
1471	13	10	2016	5	3	27	1	1	3	200	89	29	32	293.499574105313	0	0	0	0	0	0
1471	13	10	2016	5	3	28	1	1	1	153	93	14	12	122.963409191515	0	0	0	0	0	0
1471	13	10	2016	5	3	34	1	1	1	180	60	25	24	220	0	0	0	0	0	0
1471	13	10	2016	5	3	41	1	1	1	169	89	18	16	184.989188873296	0	0	0	0	0	0
1471	13	10	2016	5	3	42	1	1	1	194	104	16	20	188.989417693161	0	0	0	0	0	0
1471	13	10	2016	5	3	43	1	1	1	187	109	22	23	194.976921711263	0	0	0	0	0	0
1471	13	10	2016	5	3	47	1	1	3	178	86	34	32	239.411779158838	0	0	0	0	0	0
1471	13	10	2016	5	3	49	1	1	1	169	95	25	22	169.499262535269	0	0	0	0	0	0
1471	13	10	2016	5	3	56	1	1	1	162	84	24	26	178.988826466905	0	0	0	0	0	0
1471	13	10	2016	5	3	62	1	1	1	171	64	20	20	196.499363866655	0	0	0	0	0	0
1471	13	10	2016	5	3	64	1	1	3	200	68	28	24	272.488531868774	0	0	0	0	0	0
1471	13	10	2016	5	3	69	1	1	1	171	80	23	23	218.453656412522	0	0	0	0	0	0
1471	13	10	2016	5	3	74	1	1	3	174	101	33	33	251.998015865205	0	0	0	0	0	0
1471	13	10	2016	5	3	82	1	1	1	174	98	22	18	193.958758502935	0	0	0	0	0	0
1471	13	11	2016	11	7	1	1	1	1	180	98	21	20	191.499347257373	0	0	0	0	0	0
1471	13	11	2016	11	7	2	1	1	1	190	99	34	27	203.960780543711	0	0	0	0	0	0
1471	13	11	2016	11	7	3	1	1	1	185	95	22	26	216.453228204155	0	0	0	0	0	0
1471	13	11	2016	11	7	15	1	1	1	140	85	27	27	117.498936165397	0	0	0	0	0	0
1471	13	11	2016	11	7	17	1	1	3	188	93	31	33	241.991735396067	0	0	0	0	0	0
1471	13	11	2016	11	7	18	1	1	3	185	88	35	41	254.982352330509	0	0	0	0	0	0
1471	13	11	2016	11	7	20	1	1	1	172	86	39	45	202.499382715109	0	0	0	0	0	0
1471	13	11	2016	11	7	25	1	1	3	214	93	36	40	265.363901086791	0	0	0	0	0	0
1471	13	11	2016	11	7	27	1	1	3	202	89	34	41	295.489424514652	0	0	0	0	0	0
1471	13	11	2016	11	7	28	1	1	1	158	93	17	14	125.451185725763	0	0	0	0	0	0
1471	13	11	2016	11	7	34	1	1	1	183	60	28	30	224	0	0	0	0	0	0
1471	13	11	2016	11	7	41	1	1	1	172	89	18	21	186.483243215041	0	0	0	0	0	0
1471	13	11	2016	11	7	42	1	1	1	196	104	20	23	191.989583050748	0	0	0	0	0	0
1471	13	11	2016	11	7	43	1	1	1	189	109	24	24	196.468827043885	0	0	0	0	0	0
1471	13	11	2016	11	7	49	1	1	1	171	95	28	28	171.499271135477	0	0	0	0	0	0
1471	13	11	2016	11	7	50	1	1	3	201	90	34	28	277.445490141757	0	0	0	0	0	0
1471	13	11	2016	11	7	56	1	1	1	163	89	30	32	179.997222200788	0	0	0	0	0	0
1471	13	11	2016	11	7	62	1	1	1	174	64	24	23	196.499363866655	0	0	0	0	0	0
1471	13	11	2016	11	7	69	1	1	1	174	80	26	30	223.94418947586	0	0	0	0	0	0
1471	13	11	2016	11	7	82	1	1	1	174	98	24	20	194.468506447702	0	0	0	0	0	0
1471	21	1	2005	8	19	2	1	1	3	149	70	22	24	215.997685172781	0	0	0	0	0	0
1471	21	1	2005	8	19	4	1	1	1	134	80	20	20	130.98473193468	0	0	0	0	0	0
